,date,Agartala,Agra,Aizwal,Amritsar,Asansol,Aurangabad,Bareilly,Belgaum,Bengaluru,Bhopal,Chandigarh,Chennai,Coimbatore,Dehradun,DurgBhilai,Faridabad,Gandhinagar,Gangtok,Ghaziabad,Gorakhpur,Gwalior,Hyderabad,Imphal,Indore,Jabalpur,Jaipur,Jalandhar,Jodhpur,Kanpur,Kochi,Kohima,Kolkata,Kota,Kozhikode,Lucknow,Ludhiana,Mangaluru,Meerut,Moradabad,Mumbai,Mysuru,Nashik,NewDelhi,Patna,Pondicherry,Prayagraj,Pune,Shillong,Solapur,Srinagar,Thiruvananthapuram,Varanasi,Vijaywada,Visakhapatnam
10,10/14/2004,-1.27E+30,4.37587E+15,-1.27E+30,7.08847E+15,7.95426E+15,4.65364E+15,5.00149E+15,3.43085E+15,6.37163E+15,4.23848E+15,7.95485E+15,4.4977E+15,4.78039E+15,5.45167E+15,1.5425E+15,1.06E+16,5.33692E+15,-1.27E+30,1.19E+16,4.31309E+15,4.24838E+15,-1.27E+30,-1.27E+30,3.98377E+15,3.81553E+15,4.60105E+15,8.04096E+15,4.12964E+15,4.24495E+15,3.31085E+15,-1.27E+30,4.12789E+15,5.03096E+15,2.86073E+15,3.90714E+15,8.46803E+15,2.67589E+15,6.65021E+15,6.51191E+15,4.5675E+15,-1.27E+30,3.09128E+15,1.04E+16,3.57977E+15,3.06018E+15,4.48244E+15,3.39006E+15,-1.27E+30,3.70803E+15,4.89919E+15,2.88833E+15,4.27021E+15,3.43474E+15,2.61325E+15
11,10/15/2004,-1.27E+30,5.48142E+15,-1.27E+30,6.73179E+15,4.45243E+15,3.88574E+15,3.4288E+15,2.64099E+15,1.98205E+15,3.69444E+15,7.06724E+15,3.75424E+15,3.50135E+15,3.68207E+15,4.91382E+15,8.89966E+15,4.8995E+15,2.97872E+15,1.01E+16,2.85249E+15,4.23773E+15,4.10275E+15,-1.27E+30,4.16534E+15,3.52177E+15,3.81681E+15,7.77794E+15,3.84627E+15,3.92654E+15,2.76636E+15,-1.27E+30,7.71031E+15,4.8962E+15,2.13022E+15,1.67165E+15,7.1723E+15,1.65177E+15,6.15931E+15,4.02235E+15,4.08854E+15,3.53265E+15,3.41024E+15,9.38011E+15,4.11378E+15,3.52342E+15,3.67938E+15,3.25348E+15,-1.27E+30,2.6929E+15,3.31099E+15,2.58846E+15,3.52724E+15,4.89033E+15,3.25031E+15
12,10/16/2004,2.39573E+15,5.03313E+15,2.37783E+15,7.12869E+15,4.13948E+15,3.57795E+15,5.54955E+15,3.20786E+15,4.77223E+15,3.79746E+15,5.88454E+15,5.12608E+15,3.44982E+15,4.02146E+15,4.09241E+15,8.91622E+15,6.33304E+15,2.47103E+15,1.01E+16,3.88336E+15,3.83412E+15,6.18477E+15,-1.27E+30,3.93951E+15,3.15494E+15,3.6719E+15,7.68213E+15,4.20264E+15,5.86074E+15,2.77587E+15,-1.27E+30,5.47267E+15,5.26501E+15,2.54829E+15,4.72335E+15,8.14781E+15,-1.27E+30,5.51638E+15,4.68658E+15,4.88451E+15,3.10101E+15,4.25367E+15,9.21598E+15,4.18393E+15,2.53348E+15,4.35108E+15,3.89439E+15,-1.27E+30,3.31735E+15,5.45242E+15,3.6693E+15,3.71727E+15,2.78513E+15,3.25815E+15
13,10/18/2004,2.46428E+15,4.65106E+15,2.65267E+15,6.19503E+15,5.11494E+15,3.60903E+15,4.76323E+15,2.5349E+15,-1.27E+30,3.37699E+15,3.23653E+15,-1.27E+30,4.32506E+15,3.65387E+15,4.58467E+15,5.53426E+15,5.72691E+15,3.01145E+15,1.23E+16,4.28668E+15,3.95405E+15,4.45679E+15,2.31714E+15,3.58995E+15,2.88132E+15,3.98399E+15,6.88434E+15,2.97838E+15,5.60493E+15,3.07795E+15,3.11487E+15,4.71621E+15,6.1293E+15,3.04191E+15,4.74042E+15,8.15536E+15,3.07483E+15,8.10387E+15,4.71609E+15,4.8635E+15,2.38746E+15,3.88401E+15,1.01E+16,4.62991E+15,-1.27E+30,4.84251E+15,3.94756E+15,3.39023E+15,3.16595E+15,2.84344E+15,2.58858E+15,4.54709E+15,3.68604E+15,4.56655E+15
14,10/19/2004,2.41405E+15,4.42542E+15,3.16769E+15,5.99775E+15,5.13993E+15,2.80427E+15,3.62734E+15,2.52201E+15,-1.27E+30,3.03506E+15,5.45943E+15,-1.27E+30,-1.27E+30,3.49318E+15,4.79284E+15,5.66683E+15,4.33145E+15,4.42244E+15,7.4077E+15,4.5566E+15,3.63732E+15,4.03768E+15,2.84477E+15,3.85558E+15,3.05979E+15,3.69769E+15,6.50538E+15,4.0763E+15,4.62555E+15,3.08567E+15,3.22015E+15,6.68269E+15,4.82363E+15,2.50191E+15,4.82388E+15,7.01463E+15,2.75009E+15,6.00005E+15,4.24201E+15,4.8093E+15,2.82438E+15,3.64118E+15,7.7331E+15,4.39815E+15,-1.27E+30,4.57539E+15,3.08059E+15,3.7486E+15,2.96319E+15,-1.27E+30,2.84799E+15,3.93521E+15,3.69563E+15,4.67548E+15
15,10/20/2004,3.0341E+15,4.52419E+15,2.44727E+15,6.01035E+15,4.51299E+15,3.16778E+15,4.74554E+15,3.11421E+15,2.36971E+15,3.44949E+15,5.13008E+15,3.8428E+15,2.83941E+15,3.33912E+15,4.41195E+15,6.99801E+15,4.32548E+15,-1.27E+30,1.25E+16,4.14831E+15,3.57828E+15,4.32195E+15,2.20264E+15,3.10092E+15,2.871E+15,2.8572E+15,7.42763E+15,2.88132E+15,5.27302E+15,2.63635E+15,3.46611E+15,4.44489E+15,4.0087E+15,3.69926E+15,3.75237E+15,7.92664E+15,3.49817E+15,8.54851E+15,5.44107E+15,6.038E+15,2.19904E+15,4.05719E+15,1.31E+16,4.04568E+15,2.46137E+15,4.45073E+15,3.53109E+15,2.79962E+15,3.12406E+15,-1.27E+30,2.3538E+15,3.79247E+15,3.21592E+15,3.1245E+15
16,10/21/2004,2.90827E+15,5.06071E+15,2.72313E+15,5.65526E+15,4.45516E+15,3.68918E+15,4.64016E+15,3.06051E+15,3.34165E+15,4.02648E+15,8.42839E+15,2.86304E+15,2.76512E+15,3.95931E+15,3.81716E+15,7.35679E+15,5.86795E+15,1.43608E+15,8.44019E+15,4.01963E+15,4.21385E+15,4.6471E+15,2.04821E+15,3.94236E+15,3.68004E+15,4.89632E+15,6.3473E+15,3.80717E+15,4.57611E+15,4.58343E+15,2.37203E+15,5.73879E+15,4.40972E+15,3.22726E+15,4.47996E+15,7.48858E+15,2.86926E+15,5.12441E+15,5.02365E+15,4.37426E+15,3.39734E+15,3.80137E+15,7.83479E+15,4.77046E+15,1.79531E+15,3.96925E+15,4.09794E+15,3.46782E+15,3.70783E+15,3.1279E+15,3.58827E+15,4.27041E+15,2.06997E+15,3.13274E+15
17,10/22/2004,3.72359E+15,4.92256E+15,3.51141E+15,5.32608E+15,5.12511E+15,3.53896E+15,4.7396E+15,2.53862E+15,1.24772E+15,3.84103E+15,7.05433E+15,4.95425E+15,2.70929E+15,3.31023E+15,3.18729E+15,7.9663E+15,5.20679E+15,3.98444E+15,6.9235E+15,5.01542E+15,4.70525E+15,3.58063E+15,3.46144E+15,4.11053E+15,3.46006E+15,4.32334E+15,5.99584E+15,4.21336E+15,5.63875E+15,2.38492E+15,3.73951E+15,4.71088E+15,4.92733E+15,2.73303E+15,4.2714E+15,7.54568E+15,2.81514E+15,4.44037E+15,4.97281E+15,3.87763E+15,2.66034E+15,3.4848E+15,5.56805E+15,4.28834E+15,2.72677E+15,4.04043E+15,3.38429E+15,3.72139E+15,2.09411E+15,4.51236E+15,2.57146E+15,5.48879E+15,3.57324E+15,2.60855E+15
18,10/23/2004,3.78113E+15,5.00382E+15,3.41845E+15,6.64767E+15,7.54234E+15,3.13308E+15,5.94142E+15,3.74599E+15,3.18928E+15,5.83966E+15,7.48173E+15,5.777E+15,2.2149E+15,3.9078E+15,3.40092E+15,7.42587E+15,5.43363E+15,-1.27E+30,8.57611E+15,4.72979E+15,4.09116E+15,4.8945E+15,3.09369E+15,3.90054E+15,3.87487E+15,4.58108E+15,8.64287E+15,3.19585E+15,5.06179E+15,4.11781E+15,2.74463E+15,5.14949E+15,4.90606E+15,3.35966E+15,4.22808E+15,1.13E+16,3.12226E+15,5.5827E+15,4.65482E+15,4.76509E+15,3.38993E+15,3.20677E+15,6.56488E+15,3.61479E+15,2.08274E+15,5.32994E+15,3.07643E+15,3.93572E+15,3.46305E+15,3.92907E+15,2.06763E+15,5.49708E+15,3.58986E+15,2.87498E+15
19,10/24/2004,4.76272E+15,4.46328E+15,3.25116E+15,5.86743E+15,5.8833E+15,3.06556E+15,4.72094E+15,2.46973E+15,3.39303E+15,3.3571E+15,6.75206E+15,4.6493E+15,2.64702E+15,4.19002E+15,3.64705E+15,6.57423E+15,6.11651E+15,-1.27E+30,9.91974E+15,3.83427E+15,4.52552E+15,3.4495E+15,2.9164E+15,3.77471E+15,3.685E+15,4.19437E+15,6.68799E+15,3.62488E+15,4.48598E+15,2.62567E+15,3.29849E+15,5.80705E+15,4.30902E+15,2.8198E+15,5.29103E+15,7.5489E+15,2.87398E+15,7.36378E+15,4.67544E+15,3.68533E+15,2.93267E+15,3.34087E+15,9.821E+15,4.54805E+15,2.62219E+15,5.24964E+15,3.43821E+15,3.61153E+15,-1.27E+30,4.42646E+15,2.21513E+15,4.95511E+15,4.02914E+15,3.31748E+15
20,10/25/2004,3.92613E+15,5.55046E+15,3.08667E+15,6.03403E+15,7.20014E+15,3.08621E+15,5.04419E+15,2.92174E+15,2.71038E+15,3.58013E+15,7.80888E+15,4.36226E+15,3.50373E+15,3.11626E+15,3.69998E+15,7.83797E+15,4.51625E+15,3.15367E+15,1.30E+16,4.33899E+15,4.22216E+15,3.66323E+15,2.96641E+15,3.27313E+15,3.93148E+15,4.03873E+15,7.84781E+15,3.40896E+15,4.47528E+15,-1.27E+30,3.33165E+15,4.91611E+15,5.85924E+15,2.70911E+15,4.75358E+15,1.20E+16,3.09266E+15,6.33383E+15,5.60335E+15,4.99499E+15,7.88752E+14,3.06614E+15,1.56E+16,3.96263E+15,2.60495E+15,4.67258E+15,3.02416E+15,3.84799E+15,2.22973E+15,3.82859E+15,3.12539E+15,4.65297E+15,3.7109E+15,3.30208E+15
21,10/26/2004,3.82644E+15,4.76328E+15,2.28766E+15,-1.27E+30,4.40076E+15,3.43644E+15,4.37533E+15,3.4166E+15,2.87825E+15,3.84626E+15,-1.27E+30,-1.27E+30,-1.27E+30,6.46434E+15,4.33696E+15,6.40997E+15,5.54582E+15,-1.27E+30,9.04145E+15,4.00549E+15,4.18995E+15,3.59519E+15,3.63672E+15,4.13773E+15,3.35793E+15,4.38074E+15,-1.27E+30,3.70257E+15,4.48717E+15,-1.27E+30,-1.27E+30,7.8191E+15,4.97176E+15,2.52235E+15,4.62176E+15,-1.27E+30,2.72322E+15,7.01101E+15,4.00227E+15,4.9671E+15,2.80286E+15,3.94955E+15,9.85342E+15,4.53024E+15,2.52961E+15,3.87773E+15,3.73889E+15,4.74008E+15,1.8405E+15,-1.27E+30,3.3405E+15,4.514E+15,3.64646E+15,3.38912E+15
22,10/27/2004,3.39415E+15,5.69744E+15,2.76306E+15,5.18485E+15,4.52933E+15,3.591E+15,5.14758E+15,2.86407E+15,3.79871E+15,3.22716E+15,7.37506E+15,2.95367E+15,2.52864E+15,3.21465E+15,3.87892E+15,1.33E+16,5.42356E+15,-1.27E+30,1.63E+16,3.60671E+15,4.47888E+15,5.8482E+15,3.58037E+15,3.5295E+15,2.42945E+15,3.89541E+15,5.40293E+15,3.53375E+15,4.74812E+15,3.3781E+15,3.65326E+15,5.30902E+15,6.07085E+15,2.49189E+15,4.80081E+15,8.20078E+15,2.97308E+15,7.69126E+15,4.27405E+15,4.06047E+15,2.46033E+15,3.10823E+15,1.31E+16,5.14369E+15,-1.27E+30,5.53839E+15,2.63376E+15,3.7283E+15,2.3986E+15,3.70363E+15,2.87453E+15,5.15523E+15,2.8839E+15,2.69767E+15
23,10/28/2004,4.06336E+15,4.17297E+15,3.16239E+15,6.48241E+15,7.92045E+15,-1.27E+30,4.14623E+15,3.87311E+15,2.6768E+15,3.21248E+15,6.3863E+15,-1.27E+30,-1.27E+30,3.96008E+15,3.35895E+15,-1.27E+30,5.57682E+15,4.33041E+15,5.97927E+15,3.69099E+15,4.20141E+15,4.25571E+15,3.32777E+15,4.30256E+15,3.15397E+15,5.66515E+15,7.10992E+15,4.93066E+15,4.38291E+15,-1.27E+30,3.5038E+15,7.11218E+15,5.59653E+15,-1.27E+30,5.01685E+15,8.49368E+15,2.60789E+15,5.21761E+15,4.42412E+15,4.13492E+15,-1.27E+30,2.8727E+15,-1.27E+30,3.84697E+15,-1.27E+30,4.64754E+15,3.36708E+15,2.45273E+15,-1.27E+30,2.99203E+15,2.8862E+15,4.02739E+15,2.85089E+15,2.70412E+15
24,10/29/2004,2.98016E+15,4.68508E+15,3.03102E+15,5.66586E+15,6.9788E+15,3.0767E+15,6.03604E+15,1.01678E+15,-1.27E+30,3.81725E+15,8.28155E+15,-1.27E+30,-1.27E+30,5.04399E+15,4.04819E+15,6.73292E+15,5.63986E+15,5.50074E+15,8.77807E+15,5.56527E+15,5.18292E+15,-1.27E+30,3.21246E+15,4.66137E+15,3.55675E+15,5.03564E+15,6.33952E+15,4.49705E+15,-1.27E+30,-1.27E+30,2.50899E+15,-1.27E+30,5.42325E+15,-1.27E+30,4.84548E+15,6.65325E+15,-1.27E+30,5.54578E+15,5.05722E+15,3.52359E+15,-1.27E+30,2.51545E+15,1.07E+16,4.65037E+15,-1.27E+30,5.26986E+15,-1.27E+30,3.44898E+15,3.19742E+15,2.70539E+15,-1.27E+30,4.52673E+15,-1.27E+30,-1.27E+30
25,10/30/2004,3.14082E+15,5.18866E+15,1.85919E+15,6.08194E+15,6.11233E+15,2.70974E+15,4.66523E+15,2.4933E+15,-1.27E+30,3.34592E+15,8.73719E+15,-1.27E+30,-1.27E+30,4.47839E+15,4.21867E+15,1.22E+16,5.82181E+15,3.12092E+15,1.03E+16,4.96782E+15,4.932E+15,2.73166E+15,2.545E+15,4.62619E+15,4.11269E+15,4.9781E+15,7.61595E+15,4.09079E+15,5.11202E+15,2.48541E+15,-3.68501E+14,-1.27E+30,6.02131E+15,2.57583E+15,5.28651E+15,9.91883E+15,2.22231E+15,6.32428E+15,5.73263E+15,5.01039E+15,-1.27E+30,2.16489E+15,7.24771E+15,5.15004E+15,-1.27E+30,5.36011E+15,2.76137E+15,3.91722E+15,3.12799E+15,4.10452E+15,2.48839E+15,5.19197E+15,-1.27E+30,-1.27E+30
26,10/31/2004,4.78629E+15,5.27384E+15,2.32836E+15,6.82723E+15,3.80397E+15,2.69332E+15,5.79924E+15,-1.27E+30,-1.27E+30,4.09101E+15,7.92906E+15,-1.27E+30,-1.27E+30,3.68855E+15,4.38108E+15,8.58035E+15,5.01425E+15,-1.27E+30,9.03143E+15,5.27882E+15,4.00839E+15,-1.27E+30,3.33708E+15,4.40459E+15,4.12523E+15,5.58978E+15,7.93457E+15,4.34696E+15,6.67882E+15,-1.27E+30,3.19273E+15,5.34674E+15,5.10375E+15,2.2999E+15,5.29994E+15,8.96138E+15,-1.27E+30,5.82435E+15,5.81667E+15,3.6729E+15,-1.27E+30,3.34049E+15,8.07651E+15,5.47336E+15,1.44005E+15,5.97389E+15,2.82134E+15,3.41759E+15,3.04988E+15,4.10861E+15,-1.27E+30,4.75616E+15,-1.27E+30,2.09995E+15
27,11/1/2004,4.9831E+15,6.95073E+15,2.42912E+15,6.83969E+15,4.87958E+15,2.75467E+15,6.22574E+15,-1.27E+30,3.46603E+15,3.88768E+15,6.07073E+15,5.50193E+15,4.57116E+15,3.38587E+15,4.25815E+15,1.19E+16,5.5748E+15,2.63397E+15,9.82506E+15,5.15455E+15,4.45673E+15,3.17313E+15,3.48223E+15,3.34098E+15,2.36337E+15,4.51334E+15,8.6785E+15,3.8643E+15,6.44411E+15,-1.27E+30,3.66735E+15,6.66041E+15,4.75128E+15,2.66547E+15,4.13005E+15,1.09E+16,2.27699E+15,6.92605E+15,5.46697E+15,3.86546E+15,3.36835E+15,4.06361E+15,1.03E+16,6.17981E+15,3.3434E+15,5.80961E+15,3.58369E+15,3.69156E+15,4.14631E+15,3.25693E+15,-1.27E+30,5.15634E+15,-1.27E+30,2.79979E+15
28,11/2/2004,4.15605E+15,5.78991E+15,3.09988E+15,6.01738E+15,4.34806E+15,2.61566E+15,6.51778E+15,-1.27E+30,3.03868E+15,3.76862E+15,1.07E+16,-1.27E+30,3.67261E+15,5.78072E+15,4.46188E+15,1.28E+16,4.81724E+15,9.7285E+15,1.23E+16,5.63094E+15,4.4657E+15,2.80138E+15,3.0293E+15,2.95792E+15,3.87378E+15,4.96736E+15,6.26304E+15,3.82246E+15,6.86692E+15,3.61266E+15,3.14333E+15,7.50593E+15,4.10519E+15,1.90528E+15,5.66216E+15,6.59948E+15,2.74249E+15,8.48013E+15,6.88886E+15,-1.27E+30,3.61547E+15,2.82175E+15,7.55829E+15,4.63874E+15,2.98908E+15,5.16247E+15,-1.27E+30,1.85197E+15,-1.27E+30,2.77176E+15,2.34308E+15,5.29849E+15,4.24394E+15,3.12435E+15
29,11/3/2004,4.42764E+15,5.25551E+15,3.68274E+15,6.02215E+15,6.35387E+15,3.06523E+15,6.97545E+15,4.68579E+15,5.12393E+15,3.88499E+15,6.52955E+15,4.72296E+15,2.33652E+15,3.97527E+15,5.72326E+15,1.23E+16,6.39601E+15,3.48852E+15,1.26E+16,6.09761E+15,5.8245E+15,3.42164E+15,3.36788E+15,3.62558E+15,3.57446E+15,4.98931E+15,7.33238E+15,3.7917E+15,6.67253E+15,3.04103E+15,2.94796E+15,6.532E+15,5.67264E+15,3.35263E+15,6.49788E+15,1.00E+16,3.68331E+15,8.37216E+15,7.44019E+15,-1.27E+30,2.55074E+15,-1.27E+30,1.12E+16,4.86481E+15,2.45891E+15,6.62991E+15,2.70028E+15,3.25977E+15,2.34297E+15,4.2964E+15,3.68697E+15,6.40096E+15,3.73256E+15,2.39605E+15
