date,open_NO2,sate_NO2,"Vyttila, Kochi - Kerala PCB"
2021-01-20,13.775,3233990000000000.0,6.85
2021-01-21,13.932916666666666,3637832000000000.0,2.64
2021-01-22,10.829583333333334,3281160000000000.0,2.19
2021-01-23,8.825833333333332,2967150000000000.0,2.55
2021-01-24,10.914583333333333,3548220000000000.0,3.79
2021-01-25,13.716666666666669,3176580000000000.0,3.44
2021-01-26,12.259000000000004,3452708000000000.0,3.54
2021-01-27,21.8075,3027820000000000.0,3.86
2021-01-28,14.462083333333334,3090010000000000.0,4.6
2021-01-29,11.871249999999998,2545210000000000.0,4.85
2021-01-30,8.683333333333332,3384950000000000.0,5.06
2021-01-31,9.838333333333331,2795700000000000.0,5.65
2021-02-01,15.927499999999997,3265280000000000.0,5.04
2021-02-02,18.01875,3890750000000000.0,6.05
2021-02-03,14.693333333333332,4382890000000000.0,7.13
2021-02-04,12.515416666666669,3647274000000000.0,5.48
2021-02-05,12.616666666666667,3691510000000000.0,4.95
2021-02-06,11.687083333333332,3028862000000000.0,3.27
2021-02-07,13.191249999999998,3352390000000000.0,3.04
2021-02-08,14.6,2866454000000000.0,3.21
2021-02-09,13.322083333333332,2968740000000000.0,2.92
2021-02-10,12.984166666666669,4403860000000000.0,3.38
2021-02-11,12.36875,3833180000000000.0,3.13
2021-02-12,10.234166666666669,3158620000000000.0,3.11
2021-02-13,9.220416666666669,2878974000000000.0,3.33
2021-02-14,10.24125,3372980000000000.0,3.37
2021-02-15,11.61,3569630000000000.0,3.03
2021-02-16,12.673333333333334,3076760000000000.0,3.07
2021-02-17,10.992916666666666,4546150000000000.0,3.58
2021-02-18,11.535833333333333,3607680000000000.0,3.48
2021-02-19,8.507500000000002,4491970000000000.0,3.16
2021-02-20,7.861666666666665,4710440000000000.0,3.91
2021-02-21,8.380833333333333,3017510000000000.0,3.59
2021-02-22,9.950833333333334,3883756000000000.0,4.42
2021-02-23,14.022083333333333,2895880000000000.0,4.25
2021-02-24,10.514583333333333,3600140000000000.0,4.81
2021-02-25,9.3675,2634700000000000.0,3.5
2021-02-26,7.670416666666667,4031860000000000.0,4.75
2021-02-27,9.651666666666667,4429920000000000.0,3.95
2021-02-28,8.024166666666666,4138770000000000.0,3.23
2021-03-01,11.329166666666666,3836186000000000.0,4.1
2021-03-02,12.045416666666666,3490710000000000.0,5.09
2021-03-03,10.490416666666668,2846910000000000.0,3.12
2021-03-04,9.273333333333332,2847080000000000.0,4.07
2021-03-05,10.92375,3204990000000000.0,3.55
2021-03-06,5.687916666666667,3013270000000000.0,3.53
2021-03-07,7.935,2798990000000000.0,4.44
2021-03-08,7.089583333333333,3192310000000000.0,4.06
2021-03-09,10.210833333333335,3441300000000000.0,3.65
2021-03-10,8.593333333333334,4276832000000000.0,3.43
2021-03-11,13.28708333333333,3199010000000000.0,3.1
2021-03-12,10.052083333333334,2571630000000000.0,3.09
2021-03-13,7.665416666666666,2938920000000000.0,3.06
2021-03-14,5.186521739130436,4973140000000000.0,3.07
2021-03-15,10.435833333333337,3840220000000000.0,3.36
2021-03-16,10.271666666666668,3186320000000000.0,3.73
2021-03-17,14.003749999999998,2793218000000000.0,3.72
2021-03-18,9.560416666666669,3309460000000000.0,3.71
2021-03-19,7.24125,3469244000000000.0,3.71
2021-03-20,5.847083333333333,2502380000000000.0,3.85
2021-03-21,9.946666666666664,2903870000000000.0,4.06
2021-03-22,11.590416666666668,3205260000000000.0,4.1
2021-03-23,10.812083333333334,2703070000000000.0,4.14
2021-03-24,10.340833333333334,3316220000000000.0,4.11
2021-03-25,13.123333333333337,2595440000000000.0,4.09
2021-03-26,14.145416666666677,3438642000000000.0,4.08
2021-03-27,7.569166666666667,2639650000000000.0,4.31
2021-03-28,11.4,3247340000000000.0,5.02
2021-03-29,8.761666666666668,2711050000000000.0,5.21
2021-03-30,5.085416666666667,2591020000000000.0,5.42
2021-03-31,3.285416666666667,4204010000000000.0,5.37
2021-04-01,6.53875,3354962000000000.0,5.45
2021-04-02,3.5225000000000004,3506180000000000.0,5.5
2021-04-03,2.7366666666666664,2126580000000000.0,5.42
2021-04-04,3.465833333333333,2912520000000000.0,5.28
2021-04-05,3.9979166666666655,2991780000000000.0,5.41
2021-04-06,11.055416666666666,2875240000000000.0,5.62
2021-04-07,10.9925,3139860000000000.0,5.62
2021-04-08,13.735,2782504000000000.0,5.6
2021-04-09,12.1075,3918100000000000.0,5.57
2021-04-10,9.5375,3004560000000000.0,5.56
2021-04-11,9.73625,4047904000000000.0,5.58
2021-04-12,16.048750000000002,2568250000000000.0,5.34
2021-04-13,20.557500000000005,2762320000000000.0,5.41
2021-04-14,14.263333333333334,3171350000000000.0,5.53
2021-04-15,16.095833333333335,3450940000000000.0,5.64
2021-04-16,19.861249999999995,3893110000000000.0,5.1
2021-04-17,11.413333333333334,3782480000000000.0,4.52
2021-04-18,14.680416666666666,3409748000000000.0,4.5
2021-04-19,13.119166666666668,3670710000000000.0,4.51
2021-04-20,11.993333333333334,2800190000000000.0,4.67
2021-04-21,12.675833333333332,2501870000000000.0,4.83
2021-04-22,18.00375,3453240000000000.0,4.98
2021-04-23,10.76041666666667,3306350000000000.0,4.9
2021-04-24,9.015416666666669,3372270000000000.0,4.36
2021-04-25,13.639583333333334,3070560000000000.0,4.21
2021-04-26,10.485,3355356000000000.0,3.5
2021-04-27,17.585416666666667,3768144000000000.0,2.9
2021-04-28,14.352083333333333,2744560000000000.0,3.81
2021-04-29,12.510416666666664,3542050000000000.0,4.09
2021-04-30,13.06875,2929410000000000.0,4.21
2021-05-01,9.570833333333333,3452450000000000.0,4.34
2021-05-02,13.285416666666668,2927800000000000.0,4.36
2021-05-03,16.4625,3326500000000000.0,4.12
2021-05-04,27.275833333333324,3434452000000000.0,3.47
2021-05-05,14.96,3303130000000000.0,3.41
2021-05-06,17.75041666666667,3120822000000000.0,3.35
2021-05-07,18.02208333333333,2940454000000000.0,3.38
2021-05-08,12.125416666666666,3372370000000000.0,3.57
2021-05-09,10.390416666666669,3583850000000000.0,3.56
2021-05-10,14.579166666666667,3362500000000000.0,3.18
2021-05-11,8.476250000000002,3329740000000000.0,3.14
2021-05-12,9.906250000000002,3262626000000000.0,3.31
2021-05-13,9.4825,4067324000000000.0,3.21
2021-05-14,3.12,2741606000000000.0,2.86
2021-05-15,2.0754166666666665,2759566000000000.0,2.67
2021-05-16,5.5754166666666665,3484116000000000.0,2.7
2021-05-17,7.06,2638320000000000.0,2.66
2021-05-18,6.473333333333333,3299256000000000.0,2.65
2021-05-19,5.724999999999999,3674460000000000.0,2.73
2021-05-20,6.606666666666668,4214646000000000.0,2.94
2021-05-21,5.252083333333333,2991656000000000.0,3.09
2021-05-22,4.785416666666666,3152504000000000.0,3.31
2021-05-23,7.081666666666667,2626160000000000.0,3.41
2021-05-24,2.896666666666667,3379920000000000.0,3.43
2021-05-25,2.9066666666666663,2692830000000000.0,3.62
2021-05-26,2.606666666666666,2847638000000000.0,3.7
2021-05-27,4.269583333333333,2638640000000000.0,3.67
2021-05-28,3.116666666666666,2766680000000000.0,3.32
2021-05-29,2.5779166666666664,2947584000000000.0,3.27
2021-05-30,2.41875,2614090000000000.0,3.33
2021-05-31,4.099166666666667,2552170000000000.0,3.46
2021-06-01,11.284999999999998,944159000000000.0,3.47
2021-06-02,10.982916666666668,2428140000000000.0,3.2
2021-06-03,7.637083333333333,2692900000000000.0,3.24
2021-06-04,8.353333333333332,3230440000000000.0,3.43
2021-06-05,3.8450000000000006,3289560000000000.0,3.36
2021-06-06,8.708333333333334,2526960000000000.0,3.25
2021-06-07,5.370833333333334,3104250000000000.0,3.25
2021-06-08,4.532083333333333,4095842000000000.0,3.35
2021-06-09,4.050416666666667,3127920000000000.0,3.58
2021-06-10,6.3975,3141470000000000.0,3.63
2021-06-11,4.357916666666666,3005350000000000.0,3.62
2021-06-12,1.937916666666667,3283950000000000.0,3.5
2021-06-13,1.8395833333333331,3407140000000000.0,3.28
2021-06-14,2.25125,3135576000000000.0,3.33
2021-06-15,2.1020833333333337,2250000000000000.0,3.27
2021-06-16,3.1270833333333337,2445080000000000.0,3.34
2021-06-17,3.364166666666667,2798060000000000.0,3.58
2021-06-18,2.939166666666667,4422250000000000.0,3.74
2021-06-19,2.692083333333333,3157090000000000.0,3.38
2021-06-20,2.5175,-452590000000000.0,3.17
2021-06-21,2.5875000000000004,2934964000000000.0,3.26
2021-06-22,3.0575,2711254000000000.0,3.57
2021-06-23,4.657916666666667,3006644000000000.0,3.64
2021-06-24,5.061666666666668,2650810000000000.0,3.59
2021-06-25,2.216666666666667,3108180000000000.0,3.74
2021-06-26,3.267916666666666,3466400000000000.0,3.4
2021-06-27,3.4924999999999997,2895520000000000.0,2.86
2021-06-28,8.600833333333334,2439100000000000.0,3.06
2021-06-29,9.100416666666668,2357180000000000.0,3.36
2021-06-30,5.415,3228190000000000.0,3.23
2021-07-01,4.8845833333333335,3779984000000000.0,3.01
2021-07-02,5.990416666666666,3491810000000000.0,2.89
2021-07-03,2.4770833333333333,2791296000000000.0,3.24
2021-07-04,3.5425,1787360000000000.0,3.09
2021-07-05,3.088333333333333,2789430000000000.0,3.33
2021-07-06,4.064166666666667,2900980000000000.0,3.75
2021-07-07,4.046250000000001,3384848000000000.0,3.68
2021-07-08,2.467083333333333,3188020000000000.0,2.77
2021-07-09,2.3775,3803498000000000.0,3.18
2021-07-10,1.29,3613748000000000.0,2.98
2021-07-11,1.4558333333333335,3766702000000000.0,2.49
2021-07-12,1.6058333333333332,3021294000000000.0,2.5
2021-07-13,2.8966666666666665,3497938000000000.0,2.96
2021-07-14,5.577916666666667,3542108000000000.0,3.17
2021-07-15,9.385,3341300000000000.0,3.03
2021-07-16,3.964583333333333,3393120000000000.0,2.98
2021-07-17,3.245000000000001,4172106000000000.0,2.48
2021-07-18,2.2983333333333333,3183146000000000.0,2.46
2021-07-19,3.140000000000001,2906418000000000.0,2.9
2021-07-20,2.0704166666666666,2674750000000000.0,3.35
2021-07-21,1.94125,3214408000000000.0,3.36
2021-07-22,2.005833333333334,3751068000000000.0,3.72
2021-07-23,2.7475,3876254000000000.0,3.73
2021-07-24,1.8083333333333331,2670694000000000.0,2.77
2021-07-25,1.85125,4527614000000000.0,2.64
2021-07-26,2.25875,2340512000000000.0,2.94
2021-07-27,2.7550000000000003,2980574000000000.0,3.04
2021-07-28,3.5083333333333333,2789534000000000.0,3.38
2021-07-29,3.948333333333333,2681280000000000.0,3.1
2021-07-30,2.861666666666667,3630680000000000.0,2.89
2021-07-31,2.5849999999999995,3303310000000000.0,2.55
2021-08-01,3.320416666666667,3452248000000000.0,2.97
2021-08-02,2.915416666666667,2762530000000000.0,3.15
2021-08-03,3.0504166666666666,3387230000000000.0,2.62
2021-08-04,2.6179166666666664,3499658000000000.0,2.9
2021-08-05,2.628333333333333,3636620000000000.0,2.43
2021-08-06,1.910416666666667,3272618000000000.0,2.49
2021-08-07,1.836666666666667,3028252000000000.0,2.56
2021-08-08,3.47125,3539696000000000.0,2.41
2021-08-09,6.01125,3202610000000000.0,2.68
2021-08-10,2.597916666666667,3191450000000000.0,2.46
2021-08-11,2.349999999999999,3238404000000000.0,2.34
2021-08-12,2.945416666666668,2107632000000000.0,2.43
2021-08-13,2.31375,2994082000000000.0,3.3
2021-08-14,2.2166666666666663,3155196000000000.0,3.38
2021-08-15,2.44375,2851550000000000.0,1.99
2021-08-16,3.5375,3590964000000000.0,3.66
2021-08-17,3.735416666666667,3620322000000000.0,11.47
2021-08-18,6.956666666666666,3299008000000000.0,19.1
2021-08-19,7.784583333333333,2675220000000000.0,18.08
2021-08-20,5.0012500000000015,2822940000000000.0,18.0
2021-08-21,10.346666666666666,2698352000000000.0,17.38
2021-08-22,11.409166666666666,2672450000000000.0,17.27
2021-08-23,12.246249999999998,3550990000000000.0,18.75
2021-08-24,7.756666666666665,2835120000000000.0,20.17
2021-08-25,6.495000000000001,2212250000000000.0,19.29
2021-08-26,2.93125,2999190000000000.0,18.26
2021-08-27,1.9708333333333337,3672882000000000.0,19.48
2021-08-28,1.713333333333333,2885550000000000.0,18.11
2021-08-29,2.2466666666666666,4228140000000000.0,18.85
2021-08-30,2.807916666666667,2649570000000000.0,17.58
2021-08-31,3.8925,4019400000000000.0,16.95
2021-09-01,3.874583333333333,3060718000000000.0,14.18
2021-09-02,5.178750000000001,3377692000000000.0,9.13
2021-09-03,5.773750000000001,2949384000000000.0,9.18
2021-09-04,2.566666666666667,3332674000000000.0,9.47
2021-09-05,1.9070833333333332,3454672000000000.0,9.6
2021-09-06,2.4875000000000003,3387800000000000.0,9.57
2021-09-07,3.339583333333333,2210590000000000.0,9.28
2021-09-08,3.459583333333333,3367190000000000.0,9.46
2021-09-09,4.2629166666666665,3552546000000000.0,9.26
2021-09-10,3.2587500000000005,2796100000000000.0,9.28
2021-09-11,3.1395833333333325,2729608000000000.0,9.19
2021-09-12,2.330416666666667,3836192000000000.0,8.99
2021-09-13,2.399166666666668,2228528000000000.0,10.07
2021-09-14,3.374166666666667,2747740000000000.0,11.16
2021-09-15,4.3725000000000005,3487530000000000.0,10.19
2021-09-16,6.016249999999999,3053328000000000.0,10.5
2021-09-17,4.687916666666666,2519900000000000.0,13.14
2021-09-18,4.724583333333333,3543944000000000.0,17.95
2021-09-19,7.028333333333333,2347620000000000.0,17.52
2021-09-20,7.034583333333334,3024400000000000.0,17.36
2021-09-21,4.5008333333333335,2458110000000000.0,18.13
2021-09-22,2.7216666666666662,2896150000000000.0,18.4
2021-09-23,2.526250000000001,2957560000000000.0,17.66
2021-09-24,3.305833333333334,3870880000000000.0,17.05
2021-09-25,3.365833333333333,3093904000000000.0,17.12
2021-09-26,3.497083333333333,3154536000000000.0,17.32
2021-09-27,2.5729166666666665,2725716000000000.0,20.91
2021-09-28,4.753333333333334,3395654000000000.0,21.67
2021-09-29,5.578333333333333,2361970000000000.0,20.31
2021-09-30,5.906666666666666,2177170000000000.0,18.92
2021-10-01,13.205416666666665,2961080000000000.0,19.72
2021-10-02,12.874166666666667,2589038000000000.0,20.02
2021-10-03,13.9075,3677448000000000.0,21.2
2021-10-04,15.285833333333334,3448972000000000.0,20.71
2021-10-05,10.52375,3295122000000000.0,20.47
2021-10-06,13.9275,3344530000000000.0,20.2
2021-10-07,5.07375,3803470000000000.0,19.75
2021-10-08,5.045416666666667,3370180000000000.0,19.01
2021-10-09,5.952916666666667,3877038000000000.0,21.16
2021-10-10,5.34875,3508466000000000.0,21.77
2021-10-11,4.023333333333334,2957980000000000.0,19.47
2021-10-12,6.125,3446304000000000.0,23.63
2021-10-13,6.478333333333334,3214110000000000.0,21.85
2021-10-14,7.4975,3082818000000000.0,20.73
2021-10-15,7.548333333333333,3524860000000000.0,20.56
2021-10-16,3.1875,3176820000000000.0,22.31
2021-10-17,2.8683333333333336,3271380000000000.0,23.31
2021-10-18,9.237916666666669,4001870000000000.0,45.25
2021-10-19,12.220833333333331,3347584000000000.0,44.89
2021-10-20,11.589166666666667,3444906000000000.0,41.42
2021-10-21,22.835416666666664,2608050000000000.0,38.41
2021-10-22,15.933333333333335,4644600000000000.0,36.52
2021-10-23,10.764166666666666,3664480000000000.0,35.94
2021-10-24,12.782083333333338,2995350000000000.0,35.16
2021-10-25,18.245833333333334,2107960000000000.0,34.08
2021-10-26,20.218333333333334,3004818000000000.0,33.35
2021-10-27,15.90541666666667,3420870000000000.0,32.41
2021-10-28,19.532499999999995,3600450000000000.0,30.9
2021-10-29,21.23541666666667,2540544000000000.0,30.74
2021-10-30,19.91083333333333,3785246000000000.0,30.1
2021-10-31,17.403333333333332,3108382000000000.0,29.31
2021-11-01,23.42708333333333,4274380000000000.0,29.27
2021-11-02,19.68500000000001,3623878000000000.0,28.49
2021-11-03,17.586666666666662,3320758000000000.0,39.47
2021-11-04,14.19041666666667,3035668000000000.0,41.39
2021-11-05,12.869583333333331,3123070000000000.0,37.07
2021-11-06,10.818333333333332,2891550000000000.0,34.33
2021-11-07,10.8876,3034106000000000.0,33.28
2021-11-08,10.274166666666668,4058566000000000.0,33.23
2021-11-09,14.305,3513358000000000.0,33.81
2021-11-10,8.366666666666665,3181256000000000.0,31.46
2021-11-11,4.353750000000001,4531610000000000.0,28.56
2021-11-12,6.800416666666666,3559292000000000.0,28.02
2021-11-13,2.2254166666666664,4057310000000000.0,30.06
2021-11-14,3.4175,2797224000000000.0,29.92
2021-11-15,5.773750000000001,2881572000000000.0,28.65
2021-11-16,11.442916666666669,2457598000000000.0,28.36
2021-11-17,18.79458333333333,3796502000000000.0,26.61
2021-11-18,8.554583333333332,2768664000000000.0,23.96
2021-11-19,4.66875,3996922000000000.0,23.76
2021-11-20,8.777916666666664,3925918000000000.0,23.18
2021-11-21,12.670416666666666,3487256000000000.0,23.6
2021-11-22,8.150416666666667,3089400000000000.0,47.25
2021-11-23,15.497083333333336,3109000000000000.0,35.55
2021-11-24,22.912500000000005,3256700000000000.0,31.16
2021-11-25,25.11208333333333,2760860000000000.0,34.72
2021-11-26,24.93375,3826474000000000.0,25.85
2021-11-27,17.68208333333333,3853256000000000.0,30.95
2021-11-28,18.710416666666667,2841618000000000.0,28.52
2021-11-29,19.535416666666663,3788994000000000.0,27.12
2021-11-30,21.84125,2616572000000000.0,23.49
2021-12-01,14.420416666666666,2986880000000000.0,24.78
2021-12-02,14.329583333333332,4929100000000000.0,25.12
2021-12-03,22.377916666666668,3469180000000000.0,24.43
2021-12-04,15.14875,4749050000000000.0,23.78
2021-12-05,9.546666666666669,4291272000000000.0,22.58
2021-12-06,19.39958333333333,3548932000000000.0,24.49
2021-12-07,21.66083333333333,3129562000000000.0,23.2
2021-12-08,14.605416666666663,3866040000000000.0,22.24
2021-12-09,19.059999999999995,2591150000000000.0,21.22
2021-12-10,13.144583333333332,2809150000000000.0,19.71
2021-12-11,12.15625,4747480000000000.0,19.56
2021-12-12,8.687916666666668,3062142000000000.0,18.38
2021-12-13,13.050833333333337,5437710000000000.0,16.63
2021-12-14,15.176666666666668,3401606000000000.0,15.84
2021-12-15,13.394999999999998,4707070000000000.0,15.84
2021-12-16,16.390833333333333,2713656000000000.0,15.34
2021-12-17,12.694166666666668,4434830000000000.0,14.44
2021-12-18,9.007916666666668,3695510000000000.0,13.59
2021-12-19,10.835416666666664,3575474000000000.0,13.37
2021-12-20,12.782916666666669,3934950000000000.0,13.15
2021-12-21,15.097499999999997,3171570000000000.0,13.17
2021-12-22,10.0875,4206630000000000.0,13.4
2021-12-23,9.38,3738922000000000.0,12.9
2021-12-24,10.439166666666663,3597420000000000.0,12.65
2021-12-25,11.664166666666668,3337418000000000.0,12.52
2021-12-26,9.364583333333332,3844800000000000.0,11.97
2021-12-27,9.761666666666663,4607660000000000.0,11.43
2021-12-28,12.19833333333333,3112368000000000.0,12.01
2021-12-29,12.597500000000002,3842800000000000.0,13.66
2021-12-30,14.484583333333331,2647600000000000.0,17.09
2021-12-31,11.737916666666669,3616770000000000.0,16.74
