date,open_SO2,sate_SO2,"DRM Office Danapur, Patna - BSPCB",Govt,"IGSC Planetarium Complex, Patna - BSPCB","Rajbansi Nagar, Patna - BSPCB","Samanpura, Patna - BSPCB"
2021-10-12,16.863750000000007,0.1225813933999999,4.92,13.33,16.222,3.3,8.87
2021-10-13,16.127916666666668,0.140000001,3.58,13.31,15.75,4.28,8.74
2021-10-14,19.3825,-0.0721630287999999,3.62,14.88,14.086,3.9,9.1
2021-10-15,32.697916666666664,-0.019702554,3.42,9.35,12.971999999999998,2.98,8.2
2021-10-16,13.516666666666667,-0.054000001,3.23,12.75,19.724,5.65,9.14
2021-10-17,14.49375,0.0099271164,3.31,10.57,16.738,5.27,9.4
2021-10-18,12.910416666666668,-0.0708370446,3.22,11.34,9.874,2.16,10.24
2021-10-19,17.565416666666668,0.0765231998,3.28,9.74,10.28,3.51,9.41
2021-10-20,13.659583333333332,0.0735117466,3.46,10.2,12.933999999999996,2.11,8.06
2021-10-21,17.207083333333333,0.279063472,3.41,11.06,12.744,2.11,3.41
2021-10-22,17.604166666666668,0.195057228,3.38,13.36,11.422,4.09,4.13
2021-10-23,28.849583333333328,0.212226853,3.48,14.87,14.938,2.66,4.15
2021-10-24,27.46333333333333,-0.0418473112,3.48,14.45,10.122,4.87,3.09
2021-10-25,28.72,-0.1169739855999999,3.48,13.25,11.47,2.25,3.06
2021-10-26,17.554583333333337,0.1931059305999999,3.4,12.47,10.698,4.05,2.54
2021-10-27,18.239583333333336,0.477849722,3.4,12.59,13.476,5.7,4.34
2021-10-28,16.620833333333337,0.0856387878,3.53,12.3,13.524,8.12,6.57
2021-10-29,17.335416666666664,-0.049906347,13.79,14.96,16.398,9.81,6.11
2021-10-30,13.902083333333335,-0.264316788,3.29,12.93,12.586,10.17,6.57
2021-10-31,16.589583333333334,0.036151934,3.45,13.85,16.753999999999998,13.72,6.75
2021-11-01,35.99166666666667,0.109637789,3.57,9.02,16.57,13.03,8.15
2021-11-02,36.245,-0.0639604582,3.52,8.03,14.172,14.95,7.58
2021-11-03,27.224583333333328,-0.100000001,4.46,4.38,14.134,15.57,6.26
2021-11-04,20.300833333333333,0.0046131188,2.41,8.43,13.468,20.84,7.19
2021-11-05,19.81583333333333,0.0,1.83,8.27,15.026,15.3,7.24
2021-11-06,13.6225,0.2609685764,1.76,3.9,11.866,13.91,7.0
2021-11-07,19.0544,0.5,1.66,5.17,12.076,15.36,7.81
2021-11-08,35.28124999999999,-0.168957233,2.17,4.47,14.407999999999998,18.63,7.17
2021-11-09,40.26333333333333,-0.319999993,2.09,4.47,17.088,17.43,7.32
2021-11-10,52.2625,0.110333025,2.0,4.45,16.582,15.18,7.35
2021-11-11,59.585,-0.0292283019999999,1.85,7.2,16.508000000000003,13.23,7.7
2021-11-12,28.000000000000004,0.670000017,1.93,8.56,14.392,13.0,7.15
2021-11-13,30.362499999999997,0.1413333386,1.88,12.18,16.34,13.61,8.7
2021-11-14,21.85541666666667,-0.649999976,1.98,9.32,14.248,16.2,7.89
2021-11-15,25.25791666666666,0.0603138587999999,1.75,7.02,13.478,17.78,7.75
2021-11-16,45.49333333333333,-0.12977314,2.47,5.93,18.832,16.7,8.87
2021-11-17,34.639583333333334,-0.142170653,2.45,5.43,14.556,11.0,9.07
2021-11-18,33.18,0.0930721032,1.66,6.93,18.498,3.23,8.78
2021-11-19,27.32875000000001,0.438670814,1.85,5.41,24.410000000000004,4.41,8.86
2021-11-20,15.20166666666667,0.0942775226,2.47,5.52,25.074,3.89,3.92
2021-11-21,14.901249999999996,0.430000007,3.39,5.43,21.828,5.03,3.08
2021-11-22,23.463750000000005,0.33591922,3.47,5.96,19.558,6.83,3.8
2021-11-23,25.241666666666664,0.154859513,3.36,8.15,21.074,7.9,3.55
2021-11-24,49.918333333333344,0.157945901,3.71,7.4,22.008,10.2,4.25
2021-11-25,39.08125,0.529999971,4.11,5.98,20.654000000000003,11.06,5.99
2021-11-26,45.87583333333333,0.236631989,3.96,6.97,20.378,8.31,7.42
2021-11-27,34.83416666666666,0.014155917,3.62,7.84,18.54,5.57,7.79
2021-11-28,24.362916666666667,-0.1457659855999999,3.65,6.53,17.002000000000002,7.96,8.62
2021-11-29,22.182916666666667,0.0780087376,7.03,6.31,21.732,6.04,7.98
2021-11-30,19.04833333333333,-0.964973986,1.26,7.47,17.663999999999998,4.48,8.37
2021-12-01,19.401666666666667,0.121979095,1.99,8.02,15.452000000000002,7.51,8.56
2021-12-02,27.56708333333333,0.0695023432,1.79,8.18,15.498,7.17,8.46
2021-12-03,26.852500000000003,0.287784964,2.14,7.87,13.906,7.44,11.47
2021-12-04,18.288333333333338,0.0995910493999999,1.77,7.71,16.474,7.08,5.99
2021-12-05,15.67125,0.504318416,2.22,6.9,16.46,9.0,5.54
2021-12-06,21.507916666666663,-0.0958964659999999,2.11,6.55,22.236,6.83,5.53
2021-12-07,14.824166666666663,0.059063156385037396,1.72,7.13,15.834000000000003,5.1,5.94
2021-12-08,20.255416666666665,-0.1501594268,1.82,6.76,16.85,7.84,5.69
2021-12-09,28.60083333333334,-0.0605864702,1.71,5.7,15.388,7.42,5.89
2021-12-10,16.909166666666668,-0.098966368,3.79,4.97,16.652,6.45,43.6
2021-12-11,16.500833333333336,-0.0546777051999999,1.03,3.96,16.618000000000002,6.38,10.27
2021-12-12,30.810000000000013,0.166975379,1.21,3.92,17.351999999999997,7.48,9.9
2021-12-13,23.21083333333334,0.1735324182,0.9,4.57,15.830000000000002,6.37,10.07
2021-12-14,20.55333333333333,0.298103601,0.82,5.05,14.039999999999996,3.63,9.99
2021-12-15,15.328333333333331,0.2201685496,0.92,4.06,18.356,5.47,9.91
2021-12-16,15.5075,-0.374921948,0.9,5.71,19.46,5.53,9.84
2021-12-17,17.260833333333334,-0.0882164452,2.56,4.51,17.436,4.79,10.39
2021-12-18,14.330000000000004,0.1428669991999999,1.32,6.18,12.052,5.08,10.59
2021-12-19,14.46,0.232832462,0.4,4.82,10.774,6.09,10.04
2021-12-20,16.649583333333332,0.0564845193999999,0.48,4.18,10.238,7.18,10.05
2021-12-21,17.349166666666665,-0.01,0.5,5.26,15.383999999999997,6.05,10.05
2021-12-22,21.55708333333333,0.0294547335999999,0.56,5.62,12.376,4.89,10.17
2021-12-23,42.85999999999999,-0.906993508,0.46,6.29,12.046,8.28,10.41
2021-12-24,29.330416666666668,0.2205100327999999,5.01,4.21,8.514,11.67,11.48
2021-12-25,21.156250000000004,-0.720000029,1.35,7.01,9.63,15.46,12.87
2021-12-26,19.048333333333336,-0.397965044,1.42,3.18,7.703999999999999,7.48,10.93
2021-12-27,22.52458333333333,0.0552266638,1.91,5.26,10.196000000000002,18.88,14.4
2021-12-28,26.0975,0.0940749227999999,1.24,7.31,11.168,15.48,14.28
2021-12-29,18.12,0.0096035332,2.71,7.35,9.386,12.28,12.93
2021-12-30,17.345416666666665,0.25,6.12,5.68,8.896,8.3,9.46
2021-12-31,12.792500000000002,0.1686884052,1.4,3.84,8.638,4.94,2.15
