date,open_SO2,sate_SO2,"Civil Line, Jalandhar - PPCB"
2021-01-09,5.683750000000001,0.1429980146,33.99
2021-01-10,5.954166666666668,0.0915863286,34.89
2021-01-11,6.567499999999999,-0.15002647,27.38
2021-01-12,7.393333333333335,-0.0037929957999999,33.68
2021-01-13,6.942083333333332,0.127016458,31.6
2021-01-14,15.636666666666668,0.2737525536,23.7
2021-01-15,9.972083333333334,0.0586232394,29.28
2021-01-16,4.792916666666666,0.0663015054,30.34
2021-01-17,7.235000000000002,-0.0785563448,16.7
2021-01-18,9.174583333333333,0.1252967842,16.17
2021-01-19,6.658333333333334,0.460074157,18.68
2021-01-20,7.451249999999998,0.186427072,22.56
2021-01-21,6.329166666666667,-0.1025402922,20.91
2021-01-22,16.83875,0.0967296876,25.09
2021-01-23,7.927500000000001,0.3023403762,32.75
2021-01-24,5.0129166666666665,0.0162635704,7.85
2021-01-25,6.96166666666667,-0.022165604,17.74
2021-01-26,7.760500000000002,-0.105589122,20.13
2021-01-27,5.2775,-0.080234982,22.15
2021-01-28,14.41375,0.264414233,20.58
2021-01-29,8.751250000000004,0.087877303,15.27
2021-01-30,6.285,0.2270905527999999,13.69
2021-01-31,8.336666666666664,-0.058371045,14.08
2021-02-01,6.046250000000001,0.1893800714,13.37
2021-02-02,9.776666666666667,0.317694902,9.51
2021-02-03,9.926666666666668,0.23267772,4.76
2021-02-04,7.667916666666666,-0.025942918,18.83
2021-02-05,8.04125,-0.071205333,15.46
2021-02-06,6.374583333333335,-0.0416686506,12.74
2021-02-07,8.096666666666668,0.206317842,11.84
2021-02-08,9.060416666666669,0.0062556264,15.15
2021-02-09,12.558750000000002,-0.092549644,16.76
2021-02-10,9.020833333333334,-0.070133169,16.34
2021-02-11,8.046666666666667,0.192397401,10.77
2021-02-12,7.4941666666666675,0.023542298,12.48
2021-02-13,6.546250000000001,0.1802037768,12.48
2021-02-14,4.875416666666666,-0.032384161,12.0
2021-02-15,7.435000000000001,0.0529009679999999,9.35
2021-02-16,6.814583333333334,-0.039947044,11.06
2021-02-17,6.925000000000001,0.0372764639999999,17.0
2021-02-18,6.139166666666667,-0.075739399,14.18
2021-02-19,7.367083333333336,0.0909483686,14.75
2021-02-20,8.364166666666664,-0.074927181,13.04
2021-02-21,8.538333333333332,0.007652242,12.44
2021-02-22,9.183333333333334,0.1588886706,13.03
2021-02-23,10.329166666666664,0.56992054,16.32
2021-02-24,7.503333333333335,0.0488615392,18.84
2021-02-25,8.185,-0.074774943,15.32
2021-02-26,7.193750000000001,-0.061466901,11.03
2021-02-27,8.55,-0.279735208,7.62
2021-02-28,6.992083333333333,-0.087261699,6.86
2021-03-01,7.804583333333334,-0.1059947015999999,7.45
2021-03-02,9.159166666666666,0.312261701,11.66
2021-03-03,9.701250000000002,0.0975621866,14.64
2021-03-04,6.735,0.16291371,12.01
2021-03-05,10.2775,0.0840728126,9.35
2021-03-06,6.944583333333335,0.449232131,9.97
2021-03-07,5.092916666666665,0.2498337356,8.83
2021-03-08,7.75875,0.160021186,11.91
2021-03-09,7.93,0.183498159,18.11
2021-03-10,7.159583333333333,0.1825120798,14.36
2021-03-11,5.067083333333335,-0.038960159,14.85
2021-03-12,6.472083333333333,0.1903853863999999,9.67
2021-03-13,5.107916666666665,0.0820421116,8.43
2021-03-14,6.343478260869565,-0.0466732203999999,17.67
2021-03-15,6.23875,0.670000017,13.03
2021-03-16,7.622083333333332,0.053745039,11.63
2021-03-17,6.691250000000001,0.18904104,14.05
2021-03-18,6.556666666666668,0.242950708,9.61
2021-03-19,5.991666666666666,0.0591558128,9.63
2021-03-20,6.237500000000001,0.217463598,11.62
2021-03-21,4.319166666666668,0.139080757,12.5
2021-03-22,8.805833333333334,0.0643908584,10.26
2021-03-23,5.609583333333333,0.3325305298,13.99
2021-03-24,5.938333333333333,-0.165655315,12.27
2021-03-25,7.23875,-0.328561693,15.2
2021-03-26,8.497083333333332,0.065443527,12.9
2021-03-27,5.973333333333334,-0.196218565,15.11
2021-03-28,11.815000000000005,0.2475979544,17.67
2021-03-29,11.019166666666669,-0.048996572,29.04
2021-03-30,11.963333333333331,0.0803326882583541,51.11
2021-03-31,9.475416666666666,0.415403783,34.86
2021-04-01,8.074583333333335,0.071466789,5.08
2021-04-02,9.225416666666668,0.1159609466,12.37
2021-04-03,8.13625,0.147476837,13.41
2021-04-04,5.892500000000002,0.0434687658,13.54
2021-04-05,6.122499999999999,-0.119999997,14.11
2021-04-06,6.607083333333332,0.1204585846,12.44
2021-04-07,7.960833333333333,0.04358045,22.13
2021-04-08,8.1775,0.0308443248,9.51
2021-04-09,8.14,-0.003730918,17.97
2021-04-10,6.757083333333334,-0.111294687,9.01
2021-04-11,7.592916666666666,-0.1127880574,7.02
2021-04-12,8.99,0.235509694,21.8
2021-04-13,10.160416666666665,0.2294297018,14.01
2021-04-14,9.365833333333333,0.006628438,11.99
2021-04-15,7.095833333333332,-0.037365964,5.9
2021-04-16,6.935416666666666,0.1201212516,42.43
2021-04-17,9.481666666666667,0.1008423773999999,85.74
2021-04-18,6.220416666666666,-0.002582741,14.89465892972276
2021-04-19,7.31,0.336245,7.61
2021-04-20,6.5029166666666685,0.0212319529999999,10.23
2021-04-21,7.036666666666666,-0.219894096,7.68
2021-04-22,7.937916666666666,0.0500503086,16.69
2021-04-23,6.516666666666667,-0.229735225,14.31
2021-04-24,8.658750000000001,0.210052952,9.84
2021-04-25,10.245416666666667,0.161786005,12.21
2021-04-26,12.449166666666663,-0.024824584,11.12
2021-04-27,9.106666666666667,-0.06143038,14.71
2021-04-28,10.9075,-0.33648333,13.13
2021-04-29,9.898333333333332,0.2759336406,9.53
2021-04-30,7.759166666666665,0.054801419,11.23
2021-05-01,6.889583333333333,0.1355343254,8.98
2021-05-02,12.616250000000004,-0.325125754,7.75
2021-05-03,10.9225,0.130122453,14.19
2021-05-04,10.512916666666666,0.0667149306,20.23
2021-05-05,9.589166666666667,0.1104349132,15.1
2021-05-06,9.4075,0.0750522768,11.85
2021-05-07,4.175000000000001,0.099920601,12.77
2021-05-08,4.4991666666666665,0.0593074373999999,21.61
2021-05-09,8.735833333333332,-0.164331451,14.64
2021-05-10,9.694583333333332,-0.000489831,18.79
2021-05-11,10.380416666666669,0.0787575981999999,18.56
2021-05-12,10.910416666666668,0.085563667,18.78
2021-05-13,12.056666666666668,0.140370682,18.13
2021-05-14,8.04375,0.215039715,21.09
2021-05-15,5.515,0.1987505698,22.16
2021-05-16,6.812916666666665,0.112787947,25.07
2021-05-17,10.27,0.1584382044,17.67
2021-05-18,5.812083333333334,0.3291725849999999,18.42
2021-05-19,7.03625,0.0277323386,12.65
2021-05-20,11.204999999999998,0.20754303,10.45
2021-05-21,9.645416666666668,0.153794676,14.06
2021-05-22,11.777083333333332,-0.0311565598,11.26
2021-05-23,7.428333333333335,0.175413859,7.49
2021-05-24,8.434583333333332,0.0259172564,9.05
2021-05-25,11.295416666666666,0.406887323,9.9
2021-05-26,11.899166666666668,0.425205201,10.73
2021-05-27,11.372083333333334,0.239841148,8.63
2021-05-28,18.47625,-0.067463592,7.64
2021-05-29,13.809166666666664,0.056172222,5.78
2021-05-30,9.844583333333334,0.274788171,5.07
2021-05-31,14.23125,0.096203335,4.84
2021-06-01,12.115,0.119999997,9.27
2021-06-02,6.529583333333332,0.2631801621999999,8.54
2021-06-03,12.349583333333332,0.050013237,7.84
2021-06-04,4.39125,0.254649162,9.42
2021-06-05,8.513750000000003,0.020033101,9.02
2021-06-06,9.681250000000002,0.187466905,7.18
2021-06-07,13.67,-0.02401721,9.64
2021-06-08,8.242916666666668,0.459013134,11.9
2021-06-09,7.134166666666666,0.1257152509999999,23.55
2021-06-10,14.951250000000003,0.054860991,16.33
2021-06-11,16.077916666666663,-0.089752987,20.0
2021-06-12,8.625833333333333,0.304913938,16.41
2021-06-13,9.656666666666668,-0.032382585,4.86
2021-06-14,9.600416666666666,-0.145976946,9.51
2021-06-15,12.270833333333334,0.002543029,16.05
2021-06-16,8.437083333333332,-0.0171083306,8.72
2021-06-17,9.046666666666669,0.0774834916,4.98
2021-06-18,7.617500000000001,0.126268207,18.46
2021-06-19,9.535833333333334,0.299774945,18.92
2021-06-20,7.781666666666666,0.104920566,21.28
2021-06-21,7.655000000000001,0.344576359,18.15
2021-06-22,9.73375,0.082698584,16.82
2021-06-23,14.026666666666667,0.1434688914,17.38
2021-06-24,10.97,0.670000017,15.68
2021-06-25,13.023749999999998,0.2542682082,11.38
2021-06-26,8.687916666666668,-0.019589612,15.52
2021-06-27,8.037083333333333,-0.190251529,12.61
2021-06-28,9.299166666666666,0.100251526,17.27
2021-06-29,9.616666666666667,0.215324357,13.51
2021-06-30,4.339999999999999,0.125281319,15.6
2021-07-01,5.078333333333333,-0.103536524,11.96
2021-07-02,8.500833333333333,-0.0126752504,8.38
2021-07-03,8.763333333333334,-0.025026476,11.72
2021-07-04,5.0808333333333335,0.1693830776,6.73
2021-07-05,6.146249999999999,-0.242476821,14.18
2021-07-06,7.297916666666666,-0.098804601,11.32
2021-07-07,8.112499999999999,0.347536415,14.57
2021-07-08,7.690416666666668,0.118762217,18.76
2021-07-09,8.536666666666667,-0.0287483441999999,18.87
2021-07-10,6.516249999999999,0.0136795054,14.34
2021-07-11,7.308333333333334,0.1131092214,14.34
2021-07-12,8.268333333333333,0.0584273336,13.2
2021-07-13,7.766666666666667,0.139225179,10.07
2021-07-14,8.992500000000001,0.145263222,10.36
2021-07-15,7.575,0.083409861,9.79
2021-07-16,5.725416666666667,0.158437237,10.95
2021-07-17,5.964166666666668,0.1560211838,9.22
2021-07-18,6.644583333333332,0.1331980382,9.96
2021-07-19,8.09625,0.2302844956,9.74
2021-07-20,8.767083333333334,0.1349973502,16.51
2021-07-21,5.43375,-0.140039712,25.5
2021-07-22,9.455416666666666,0.125009939,12.1
2021-07-23,4.710416666666666,0.0496848014,11.68
2021-07-24,5.91375,0.389999986,10.2
2021-07-25,7.0229166666666645,0.0576938291999999,9.86
2021-07-26,8.21375,0.2206121774,11.36
2021-07-27,4.848333333333334,0.0104359967999999,7.28
2021-07-28,4.962083333333333,-0.182109595,12.68
2021-07-29,5.702916666666666,-0.0061278159999999,18.51
2021-07-30,8.270000000000001,0.0498674927999999,15.79
2021-07-31,3.90875,-0.140000001,12.67
2021-08-01,3.21875,-0.079999998,10.65
2021-08-02,4.790416666666667,0.0246785642,11.1
2021-08-03,6.144999999999999,0.0568384871999999,13.24
2021-08-04,6.156666666666667,0.078676928,13.28
2021-08-05,5.94,-0.02651995,11.22
2021-08-06,4.164166666666667,0.040251534,10.06
2021-08-07,5.240833333333334,0.323695391,12.69
2021-08-08,4.952500000000001,-0.0217284888,10.4
2021-08-09,5.391666666666667,0.1243927678,11.16
2021-08-10,4.220833333333333,0.2232495441999999,8.01
2021-08-11,3.6166666666666663,-0.184203178,15.16
2021-08-12,5.777083333333333,0.0634163648,15.19
2021-08-13,7.007083333333334,-0.144715369,14.91
2021-08-14,5.2375,0.084728606,16.15
2021-08-15,5.314583333333332,0.0289596278,23.79
2021-08-16,4.03625,-0.042483456,20.42
2021-08-17,5.749583333333333,0.682198822,11.59
2021-08-18,8.572499999999996,0.225072816,12.32
2021-08-19,10.698750000000002,0.0823391518,13.82
2021-08-20,8.030416666666666,-0.3463741144,12.51
2021-08-21,3.3320833333333346,0.1152437122,8.61
2021-08-22,4.085416666666667,0.0478343636,7.37
2021-08-23,6.209999999999998,-0.029973524,10.85
2021-08-24,5.394583333333333,0.1078151989999999,13.66
2021-08-25,3.625833333333333,0.06978818,10.33
2021-08-26,3.702083333333334,0.1089709877999999,19.89
2021-08-27,5.887083333333333,0.044887468,13.16
2021-08-28,8.518749999999999,0.0648650041999999,11.27
2021-08-29,7.066250000000001,-0.084953666,10.08
2021-08-30,8.198750000000002,0.0559782439999999,12.2
2021-08-31,6.6025,0.0387175494,11.21
2021-09-01,6.843333333333333,0.067648932,9.66
2021-09-02,5.185416666666667,0.326155663,10.78
2021-09-03,6.5512500000000005,0.0262689054,12.07
2021-09-04,3.61375,0.1322854161999999,9.64
2021-09-05,6.951666666666667,-0.0192787908,10.16
2021-09-06,8.732916666666666,0.044156338,9.81
2021-09-07,11.032083333333333,0.1536535572,9.61
2021-09-08,8.51125,0.1555615582,8.99
2021-09-09,8.832083333333332,0.2081934052,8.19
2021-09-10,8.067499999999997,0.1181157201999999,11.95
2021-09-11,5.490833333333334,0.0199289546,13.91
2021-09-12,4.426666666666666,0.1503795332,7.51
2021-09-13,5.28625,0.1186867861999999,9.7
2021-09-14,10.905833333333334,0.209999993,11.52
2021-09-15,4.2525,0.0479753852,13.15
2021-09-16,8.8175,0.1198133631999999,9.44
2021-09-17,8.708333333333334,0.11998941,6.8
2021-09-18,4.914999999999998,0.0363696049999999,10.85
2021-09-19,5.126666666666667,0.1157175279999999,9.59
2021-09-20,7.463750000000001,0.1103724396,14.36
2021-09-21,8.70208333333333,0.0225588161999999,12.52
2021-09-22,7.881250000000001,0.1167403996,7.29
2021-09-23,6.725833333333334,0.0137456011999999,15.42
2021-09-24,5.839583333333334,0.216278136,13.53
2021-09-25,6.056666666666668,0.01296691,7.89
2021-09-26,5.452083333333333,-0.002073136,9.53
2021-09-27,8.692916666666667,0.002656758,12.68
2021-09-28,9.749166666666666,0.114721208,12.68
2021-09-29,12.424166666666665,0.0842472454,9.63
2021-09-30,6.910833333333332,0.1268008654,6.59
2021-10-01,5.918333333333334,0.1418120465999999,7.96
2021-10-02,4.723333333333334,0.229544461,7.25
2021-10-03,4.402083333333334,0.089716256,8.93
2021-10-04,4.650416666666666,-0.068888669,6.12
2021-10-05,9.315833333333332,0.17576614,6.72
2021-10-06,11.16875,0.0473357216,7.62
2021-10-07,9.117083333333332,-0.267278254,18.27
2021-10-08,6.495000000000001,0.0422629114,14.54
2021-10-09,6.562916666666665,-0.260489821,4.88
2021-10-10,9.21875,0.156135827,3.71
2021-10-11,9.038333333333334,-0.1377034828,9.33
2021-10-12,12.74125,0.037331209,6.74
2021-10-13,9.03125,0.1697807744,4.05
2021-10-14,10.242916666666668,0.152592674,7.28
2021-10-15,11.558333333333335,0.0649741836,7.97
2021-10-16,9.882083333333332,-0.320022076,10.86
2021-10-17,5.298749999999999,-0.042113853,7.27
2021-10-18,4.68875,0.1018701376,6.47
2021-10-19,10.428749999999996,-0.007612525,8.24
2021-10-20,12.429999999999994,0.1486217943999999,8.76
2021-10-21,11.58625,0.008244668,10.11
2021-10-22,6.8500000000000005,0.0719093166,6.15
2021-10-23,9.409583333333334,-0.083256878,7.99
2021-10-24,9.982499999999998,-0.0893353426,5.52
2021-10-25,7.015416666666667,-0.199655801,10.1
2021-10-26,10.930833333333334,0.266132504,10.61
2021-10-27,6.734166666666668,0.0205920493999999,9.52
2021-10-28,9.7525,0.185211822,7.42
2021-10-29,8.407916666666669,-0.1160202834,10.43
2021-10-30,7.9387500000000015,-0.023519978,9.64
2021-10-31,8.9975,0.0066702402,13.45
2021-11-01,18.85083333333333,0.065774463,11.9
2021-11-02,7.676249999999999,0.0997098266,9.65
2021-11-03,9.481666666666666,-0.560039699,9.39
2021-11-04,10.822499999999998,0.35656938,16.82
2021-11-05,7.4875,-0.0163297258,19.29
2021-11-06,9.972499999999998,-0.140761808,17.4
2021-11-07,8.156,0.2240688312,11.81
2021-11-08,9.755833333333332,-0.142602608,12.9
2021-11-09,13.216666666666669,0.2425086016,11.39
2021-11-10,8.839166666666666,0.0295854307999999,15.47
2021-11-11,9.82,0.161168903,13.35
2021-11-12,8.479583333333336,0.2106182292,14.96
2021-11-13,8.996250000000002,-0.126235098,11.44
2021-11-14,10.131249999999998,0.038011255,12.62
2021-11-15,11.333333333333336,0.128334641,14.35
2021-11-16,9.49375,0.1641878658,14.61
2021-11-17,10.046666666666669,0.083284788,7.14
2021-11-18,11.717916666666666,0.1149422041999999,10.43
2021-11-19,8.4425,0.315559298,10.2
2021-11-20,8.122916666666667,-0.151172221,8.89
2021-11-21,8.240416666666668,0.1308178069999999,8.09
2021-11-22,9.404583333333331,0.241198704,12.99
2021-11-23,15.15875,0.1349751696,10.64
2021-11-24,15.869166666666672,0.159933805,9.5
2021-11-25,24.194166666666664,0.1374410884,8.53
2021-11-26,17.620416666666667,-0.7303707,11.0
2021-11-27,33.70166666666667,0.023692079,15.24
2021-11-28,19.66541666666667,0.2786342143999999,14.19
2021-11-29,9.255,-0.281870574,13.97
2021-11-30,10.36041666666667,0.0362263816,12.66
2021-12-01,9.237083333333333,0.0777006857999999,16.99
2021-12-02,11.652083333333335,0.1098891749999999,21.65
2021-12-03,7.96375,-0.270052969,15.24
2021-12-04,8.419583333333334,0.1099560107999999,13.97
2021-12-05,7.354166666666667,-0.149838372,13.78
2021-12-06,6.243333333333336,-0.00998676,13.44
2021-12-07,7.864166666666666,0.0803326882583541,9.74
2021-12-08,8.979166666666666,0.294251412,14.7
2021-12-09,9.095,0.1147807763999999,18.85
2021-12-10,9.402083333333334,-0.495132387,18.04
2021-12-11,10.61375,-0.0187472648,25.83
2021-12-12,8.349166666666665,0.111741498,23.55
2021-12-13,10.852083333333333,-0.128599405,21.01
2021-12-14,12.999583333333328,0.080923745,17.44
2021-12-15,6.510416666666667,0.136021808,16.86
2021-12-16,8.179999999999998,0.1427615814,14.0
2021-12-17,6.642083333333333,0.0359973512,13.85
2021-12-18,6.361250000000001,-0.0403138734,18.11
2021-12-19,6.792083333333333,1.24333334,16.71
2021-12-20,12.602083333333328,0.0420414918,14.58
2021-12-21,8.128333333333334,0.419999987,15.65
2021-12-22,7.805833333333336,0.465264767,20.21
2021-12-23,12.602083333333333,0.3097715142,27.95
2021-12-24,15.150000000000004,0.028967384,15.59
2021-12-25,6.672916666666666,0.0146211303999999,18.48
2021-12-26,6.103333333333335,0.0250317789999999,17.4
2021-12-27,7.65375,0.1045827426,19.71
2021-12-28,7.28,1.01705253,20.27
2021-12-29,8.0475,0.014867608,17.43
2021-12-30,9.045833333333334,0.0823698406,18.69
2021-12-31,7.030833333333333,-0.144751772,17.49
