date,open_NO2,sate_NO2,"Zero Point GICI, Gangtok - SSPCB"
2021-01-21,8.870416666666666,4317450000000000.0,18.49
2021-01-22,4.195,3265152000000000.0,18.46
2021-01-23,5.18125,2112400000000000.0,18.67
2021-01-24,2.0404166666666668,3105950000000000.0,18.5
2021-01-25,4.000833333333333,2070580000000000.0,18.49
2021-01-26,2.5065,9680830000000000.0,18.68
2021-01-27,2.6725,3772892000000000.0,19.33
2021-01-28,3.9179166666666663,3577690000000000.0,17.57
2021-01-29,1.8241666666666667,3363128000000000.0,17.24
2021-01-30,4.677500000000001,1282240000000000.0,17.94
2021-01-31,2.77375,3668664000000000.0,17.39
2021-02-01,2.245,2512780000000000.0,18.19
2021-02-02,3.980833333333333,3207730000000000.0,18.12
2021-02-03,2.9150000000000005,4988100000000000.0,18.21
2021-02-04,6.3741666666666665,3017570000000000.0,18.83
2021-02-05,1.8762500000000004,3646350000000000.0,19.61
2021-02-06,3.307500000000001,3570936000000000.0,18.8
2021-02-07,6.187500000000001,2855476000000000.0,17.4
2021-02-08,13.232083333333334,2838820000000000.0,17.4
2021-02-09,7.272916666666666,3278880000000000.0,18.21
2021-02-10,2.868333333333334,2972500000000000.0,18.57
2021-02-11,8.437500000000002,7441550000000000.0,19.41
2021-02-12,3.870416666666667,3345216000000000.0,19.4
2021-02-13,4.260416666666668,1342020000000000.0,19.41
2021-02-14,1.6441666666666668,3511860000000000.0,19.48
2021-02-15,1.372083333333333,2709900000000000.0,19.49
2021-02-16,1.8125,2968968000000000.0,19.5
2021-02-17,3.1820833333333334,3331650000000000.0,19.53
2021-02-18,7.512499999999999,3100848000000000.0,19.66
2021-02-19,8.20875,3412600000000000.0,18.68
2021-02-20,7.7991666666666655,3598010000000000.0,19.12
2021-02-21,8.550833333333333,2232248000000000.0,18.3
2021-02-22,4.026666666666666,2799660000000000.0,17.62
2021-02-23,2.2566666666666664,2987224000000000.0,18.6
2021-02-24,2.775416666666666,2426190000000000.0,22.46
2021-02-25,2.2304166666666663,2105156000000000.0,25.6
2021-02-26,2.960833333333334,3077260000000000.0,23.85
2021-02-27,2.3391666666666664,3659856000000000.0,29.36
2021-02-28,2.360416666666666,3615068000000000.0,29.32
2021-03-01,1.859166666666667,3483446000000000.0,36.39
2021-03-02,2.1,3109414000000000.0,43.68
2021-03-03,2.9600000000000004,8176900000000000.0,45.42
2021-03-04,1.4208333333333334,3400920000000000.0,47.69
2021-03-05,1.0325,3645990000000000.0,49.52
2021-03-06,2.375833333333333,2854092000000000.0,50.08
2021-03-07,1.27125,2479860000000000.0,46.81
2021-03-08,1.4154166666666663,2559460000000000.0,44.43
2021-03-09,1.6216666666666668,2772518000000000.0,46.58
2021-03-10,1.6254166666666665,2922742000000000.0,51.65
2021-03-11,2.7425,2511400000000000.0,45.18
2021-03-12,2.623333333333333,2219170000000000.0,46.1
2021-03-13,1.1000000000000003,2677900000000000.0,47.52
2021-03-14,1.3373913043478265,2658420000000000.0,46.22
2021-03-15,1.8658333333333337,3254514000000000.0,47.44
2021-03-16,1.7733333333333334,2944468000000000.0,51.28
2021-03-17,1.7045833333333336,2632150000000000.0,50.75
2021-03-18,2.73625,3337444000000000.0,50.65
2021-03-19,2.0783333333333336,2840860000000000.0,47.78
2021-03-20,2.3470833333333334,3101018000000000.0,47.88
2021-03-21,3.20125,2734490000000000.0,48.1
2021-03-22,1.92625,2702480000000000.0,45.4
2021-03-23,1.9154166666666663,3331080000000000.0,52.77
2021-03-24,1.3516666666666666,7012490000000000.0,42.05
2021-03-25,4.44625,3515020000000000.0,33.38
2021-03-26,4.338750000000001,4027270000000000.0,36.18
2021-03-27,3.71875,3852624000000000.0,41.83
2021-03-28,4.199583333333333,5597570000000000.0,41.95
2021-03-29,0.9924999999999998,3585116000000000.0,28.19
2021-03-30,1.2233333333333332,2581720000000000.0,22.59
2021-03-31,1.0929166666666668,2806674000000000.0,26.37
2021-04-01,5.365416666666667,3036356000000000.0,34.78
2021-04-02,1.5516666666666667,5091250000000000.0,39.7
2021-04-03,3.62125,6735200000000000.0,40.58
2021-04-04,8.377916666666666,3750500000000000.0,34.61
2021-04-05,5.682916666666667,3996922000000000.0,34.99
2021-04-06,3.17625,3152540000000000.0,27.37
2021-04-07,1.512916666666667,2773006000000000.0,25.74
2021-04-08,1.9137500000000005,2836370000000000.0,24.27
2021-04-09,1.504166666666667,2943924000000000.0,54.87
2021-04-10,1.495416666666667,3203170600000000.0,43.12
2021-04-11,5.664166666666667,2910220000000000.0,42.55
2021-04-12,6.832916666666666,3066192000000000.0,52.34
2021-04-13,7.567916666666666,4504200000000000.0,45.31
2021-04-14,3.1895833333333337,3370262000000000.0,42.61
2021-04-15,1.716666666666666,3584366000000000.0,32.44
2021-04-16,1.196666666666667,3168480000000000.0,25.91
2021-04-17,1.1679166666666665,3390340000000000.0,27.19
2021-04-18,0.9395833333333335,5295620000000000.0,36.41
2021-04-19,1.6579166666666667,2926680000000000.0,44.39
2021-04-20,1.510416666666667,2800860000000000.0,50.21
2021-04-21,1.8983333333333332,3676372000000000.0,31.44
2021-04-22,2.89625,3373086000000000.0,36.22
2021-04-23,3.44375,3124756000000000.0,47.87
2021-04-24,2.6808333333333336,2860710000000000.0,48.39
2021-04-25,3.705416666666667,1.01e+16,37.92
2021-04-26,6.744166666666666,6638430000000000.0,50.42
2021-04-27,2.337916666666667,3717384000000000.0,56.58
2021-04-28,8.003333333333332,4137704000000000.0,51.32
2021-04-29,12.650416666666665,3495586000000000.0,27.03
2021-04-30,13.565416666666666,3341978000000000.0,28.88
2021-05-01,4.241250000000001,3211574000000000.0,29.01
2021-05-02,1.3216666666666663,4661550000000000.0,25.35
2021-05-03,1.845,4044028000000000.0,29.5
2021-05-04,2.9250000000000007,3954310000000000.0,28.85
2021-05-05,1.8299999999999996,3400380000000000.0,24.91
2021-05-06,2.210833333333333,3321186000000000.0,24.18
2021-05-07,1.8808333333333331,3350068000000000.0,22.57
2021-05-08,5.139583333333333,3393810000000000.0,22.71
2021-05-09,1.5183333333333329,2470968000000000.0,23.41
2021-05-10,1.8220833333333333,3273800000000000.0,24.71
2021-05-11,1.8679166666666671,3254090000000000.0,26.35
2021-05-12,1.9204166666666664,3307272000000000.0,23.6
2021-05-13,2.13625,2936890000000000.0,26.56
2021-05-14,2.2175,3785312000000000.0,31.85
2021-05-15,1.507083333333333,2833710000000000.0,34.58
2021-05-16,1.4195833333333334,2587546000000000.0,31.03
2021-05-17,1.4229166666666666,3053380000000000.0,29.3
2021-05-18,2.08125,3151038000000000.0,25.36
2021-05-19,3.570833333333333,3714812000000000.0,24.37
2021-05-20,1.97,3171340000000000.0,21.33
2021-05-21,2.69,3382470000000000.0,21.28
2021-05-22,1.6749999999999998,5051210000000000.0,24.02
2021-05-23,5.573333333333333,2797100000000000.0,30.83
2021-05-24,4.76,3895582000000000.0,27.99
2021-05-25,2.758749999999999,3753302000000000.0,23.43
2021-05-26,3.5854166666666667,3960492000000000.0,17.94
2021-05-27,3.444166666666668,3347352000000000.0,15.07
2021-05-28,3.432083333333333,3790498000000000.0,18.08
2021-05-29,1.5458333333333334,2531526000000000.0,20.86
2021-05-30,1.5312500000000002,3626294000000000.0,25.32
2021-05-31,1.83125,2994392000000000.0,23.36
2021-06-01,2.8520833333333333,2696496000000000.0,20.92
2021-06-02,1.5358333333333334,2589506000000000.0,33.25
2021-06-03,3.278749999999999,3498460000000000.0,29.47
2021-06-04,1.2383333333333335,3648828000000000.0,25.94
2021-06-05,1.0083333333333335,2961184000000000.0,25.33
2021-06-06,1.5891666666666664,2627258000000000.0,29.6
2021-06-07,2.50625,3191380000000000.0,29.59
2021-06-08,3.543333333333333,2580948000000000.0,21.8
2021-06-09,2.435416666666667,2822884000000000.0,17.85
2021-06-10,2.5554166666666664,2518142000000000.0,21.6
2021-06-11,2.317083333333334,3928510000000000.0,18.97
2021-06-12,1.7999999999999998,2734238000000000.0,17.08
2021-06-13,2.3525000000000005,2984580000000000.0,16.99
2021-06-14,3.1445833333333337,2770704000000000.0,19.43
2021-06-15,2.411666666666666,3252596000000000.0,21.65
2021-06-16,3.3925,2890584000000000.0,18.28
2021-06-17,3.700416666666667,3120032000000000.0,18.05
2021-06-18,3.662916666666666,5272740000000000.0,17.12
2021-06-19,2.30125,3334360000000000.0,20.29
2021-06-20,2.25,3575572000000000.0,20.83
2021-06-21,2.4650000000000003,4020134000000000.0,26.03
2021-06-22,2.6695833333333323,3615118000000000.0,26.78
2021-06-23,2.6525,2711760000000000.0,19.24
2021-06-24,2.5004166666666667,3058668000000000.0,18.81
2021-06-25,2.778749999999999,2431720000000000.0,18.94
2021-06-26,1.910833333333333,2397296000000000.0,17.72
2021-06-27,2.715416666666666,3371578000000000.0,16.42
2021-06-28,1.9466666666666663,2516288000000000.0,19.0
2021-06-29,5.088749999999999,2882078000000000.0,17.03
2021-06-30,4.012083333333334,3057288000000000.0,18.95
2021-07-01,4.296666666666668,2957390000000000.0,16.32
2021-07-02,4.562500000000001,3328364000000000.0,24.01
2021-07-03,2.75625,3771342000000000.0,19.95
2021-07-04,2.632083333333333,3016726000000000.0,18.29
2021-07-05,2.509583333333333,4464090000000000.0,14.85
2021-07-06,2.3216666666666668,2946586000000000.0,19.57
2021-07-07,3.2012499999999995,4415342000000000.0,21.16
2021-07-08,5.367083333333333,3054802000000000.0,21.04
2021-07-09,2.635,3413872000000000.0,18.86
2021-07-10,2.0616666666666665,2681316000000000.0,17.63
2021-07-11,2.206666666666666,3038694000000000.0,17.39
2021-07-12,1.98875,3486986000000000.0,16.3
2021-07-13,2.067916666666666,3806446000000000.0,10.88
2021-07-14,3.715,2981526000000000.0,8.69
2021-07-15,2.168333333333333,3185826000000000.0,10.75
2021-07-16,2.5341666666666667,2911280000000000.0,12.66
2021-07-17,2.158749999999999,2517124000000000.0,14.16
2021-07-18,3.0554166666666664,3472424000000000.0,11.76
2021-07-19,2.8166666666666664,3003878000000000.0,15.47
2021-07-20,3.1075000000000004,4302424000000000.0,14.89
2021-07-21,2.93875,3858324000000000.0,9.76
2021-07-22,2.3745833333333333,3408334000000000.0,10.55
2021-07-23,3.4687500000000004,2202514000000000.0,9.18
2021-07-24,2.120416666666667,2965030000000000.0,7.34
2021-07-25,2.030416666666667,3008902000000000.0,12.16
2021-07-26,2.884166666666667,2690820000000000.0,13.53
2021-07-27,2.513333333333333,3604768000000000.0,11.6
2021-07-28,2.429583333333333,2850668000000000.0,12.74
2021-07-29,4.915416666666666,3092640000000000.0,9.64
2021-07-30,3.994166666666666,3076282000000000.0,8.48
2021-07-31,1.8695833333333327,2559574000000000.0,11.81
2021-08-01,2.56,2616498600000000.0,13.51
2021-08-02,2.54125,2550574600000000.0,10.35
2021-08-03,2.2983333333333333,3143402000000000.0,11.08
2021-08-04,2.62,3544666000000000.0,12.54
2021-08-05,2.053333333333333,3184176000000000.0,14.8
2021-08-06,1.9766666666666663,3237702000000000.0,13.04
2021-08-07,1.865833333333333,2484202200000000.0,3.17
2021-08-08,2.385833333333333,3134148000000000.0,1.77
2021-08-09,2.5454166666666667,2976142000000000.0,4.9
2021-08-10,2.5137499999999995,3560908000000000.0,6.47
2021-08-11,3.077500000000001,2959066000000000.0,7.14
2021-08-12,4.205,3251300000000000.0,11.45
2021-08-13,2.4966666666666666,4129148000000000.0,17.62
2021-08-14,2.58,3164556000000000.0,15.68
2021-08-15,2.089166666666667,3053626000000000.0,13.91
2021-08-16,2.0066666666666677,2563986000000000.0,12.04
2021-08-17,2.702083333333334,2915678000000000.0,14.82
2021-08-18,6.204999999999997,3104462000000000.0,11.1
2021-08-19,5.314583333333334,3030288000000000.0,12.99
2021-08-20,3.633333333333333,2601556000000000.0,11.28
2021-08-21,2.553333333333333,3088598000000000.0,12.02
2021-08-22,2.709166666666667,4078438000000000.0,8.27
2021-08-23,4.907916666666665,4070738000000000.0,10.93
2021-08-24,3.760416666666666,3810462000000000.0,11.57
2021-08-25,5.640416666666667,3221806000000000.0,10.44
2021-08-26,7.542916666666668,2335240000000000.0,17.11
2021-08-27,4.284583333333333,3030226000000000.0,16.91
2021-08-28,2.5316666666666667,2879306000000000.0,12.7
2021-08-29,2.2325000000000004,2448558000000000.0,9.28
2021-08-30,2.133333333333333,3090628000000000.0,11.35
2021-08-31,2.6008333333333336,2885994000000000.0,13.26
2021-09-01,3.0425000000000004,2723088000000000.0,13.68
2021-09-02,3.4754166666666664,3020418000000000.0,14.15
2021-09-03,4.371666666666668,3527584000000000.0,11.93
2021-09-04,1.7262499999999996,2870434000000000.0,14.7
2021-09-05,1.9754166666666668,2855432000000000.0,19.46
2021-09-06,3.2125000000000004,3014234000000000.0,11.17
2021-09-07,2.750833333333334,4008610000000000.0,12.19
2021-09-08,3.19375,2973576000000000.0,12.41
2021-09-09,2.5987500000000003,3151496000000000.0,12.68
2021-09-10,2.6454166666666663,3886820000000000.0,10.94
2021-09-11,2.543750000000001,3906100000000000.0,9.48
2021-09-12,3.5341666666666662,2764766000000000.0,12.37
2021-09-13,3.690833333333333,3284766000000000.0,10.42
2021-09-14,3.2550000000000003,2325612000000000.0,9.51
2021-09-15,3.022083333333334,3705240000000000.0,11.09
2021-09-16,2.5283333333333338,2982310000000000.0,14.46
2021-09-17,3.635416666666666,3999846000000000.0,11.51
2021-09-18,2.2141666666666664,2797460000000000.0,18.79
2021-09-19,3.106666666666667,2754242000000000.0,17.13
2021-09-20,3.405416666666667,2849490000000000.0,9.24
2021-09-21,2.3191666666666664,3463812000000000.0,14.23
2021-09-22,2.165833333333333,3228260000000000.0,10.22
2021-09-23,3.293333333333333,3580140000000000.0,13.16
2021-09-24,2.3779166666666667,3329322000000000.0,13.72
2021-09-25,2.6075,2768672000000000.0,15.96
2021-09-26,3.43,2662590000000000.0,13.23
2021-09-27,2.268333333333333,2887030000000000.0,11.52
2021-09-28,4.801666666666667,2507846000000000.0,12.7
2021-09-29,3.673750000000001,3677708000000000.0,8.57
2021-09-30,4.500416666666666,3513362000000000.0,7.64
2021-10-01,3.4254166666666657,2644616000000000.0,14.28
2021-10-02,4.050833333333333,2915860000000000.0,13.54
2021-10-03,2.9916666666666667,3084492000000000.0,11.35
2021-10-04,2.7591666666666668,2639408000000000.0,14.77
2021-10-05,3.045416666666666,2595808000000000.0,17.06
2021-10-06,3.1779166666666665,3275904000000000.0,14.27
2021-10-07,2.826666666666666,3298212000000000.0,20.44
2021-10-08,2.798333333333334,3585404000000000.0,15.78
2021-10-09,3.089166666666666,3201230000000000.0,19.5
2021-10-10,2.870833333333333,3828724000000000.0,18.07
2021-10-11,6.796666666666667,3081640000000000.0,22.46
2021-10-12,10.812916666666666,3133320000000000.0,23.05
2021-10-13,10.3975,3603840000000000.0,20.53
2021-10-14,12.451666666666666,2621352000000000.0,19.84
2021-10-15,14.274166666666666,2764060000000000.0,14.3
2021-10-16,2.5175,3114694000000000.0,16.85
2021-10-17,3.494166666666666,4224024000000000.0,9.3
2021-10-18,6.97125,4618898000000000.0,10.62
2021-10-19,6.670833333333333,2875822000000000.0,12.82
2021-10-20,2.752916666666667,3120462000000000.0,14.5
2021-10-21,3.900416666666667,3463172000000000.0,23.92
2021-10-22,2.7325,2181990000000000.0,20.41
2021-10-23,2.498333333333333,1811852000000000.0,30.24
2021-10-24,3.95875,2512880000000000.0,26.02
2021-10-25,5.969166666666667,2669908000000000.0,25.32
2021-10-26,6.540833333333334,4453378200000000.0,30.51
2021-10-27,6.491666666666667,5901790000000000.0,30.1
2021-10-28,5.860416666666668,2457164000000000.0,26.66
2021-10-29,7.073333333333333,4268600000000000.0,30.74
2021-10-30,3.627500000000001,2384082000000000.0,31.89
2021-10-31,3.421249999999999,2324560000000000.0,34.4
2021-11-01,6.617916666666667,2978056000000000.0,40.12
2021-11-02,5.715416666666667,3028040000000000.0,44.39
2021-11-03,5.347083333333333,1964280000000000.0,43.26
2021-11-04,5.210416666666668,2859686000000000.0,34.46
2021-11-05,5.825833333333333,3256330000000000.0,38.69
2021-11-06,4.810000000000001,3235202000000000.0,31.66
2021-11-07,4.178,2418630000000000.0,40.05
2021-11-08,7.828333333333334,3429950000000000.0,44.94
2021-11-09,7.163333333333334,3788040000000000.0,48.62
2021-11-10,7.458750000000001,2139350000000000.0,34.69
2021-11-11,9.123333333333331,3364078000000000.0,23.32
2021-11-12,7.313333333333333,3862310000000000.0,4.41
2021-11-13,5.897083333333334,2619562000000000.0,32.32
2021-11-14,5.967083333333334,4177480000000000.0,35.62
2021-11-15,5.4558333333333335,3489940000000000.0,43.54
2021-11-16,6.152916666666666,2497480000000000.0,45.63
2021-11-17,12.379166666666665,3737686000000000.0,34.12
2021-11-18,7.422083333333332,4402370000000000.0,42.38
2021-11-19,7.185000000000001,2946050000000000.0,49.64
2021-11-20,6.573333333333332,3042486000000000.0,46.27
2021-11-21,5.6570833333333335,3283610000000000.0,48.67
2021-11-22,7.557083333333335,3254818000000000.0,52.43
2021-11-23,5.298749999999999,1746300000000000.0,48.55
2021-11-24,3.552083333333333,2989638000000000.0,52.12
2021-11-25,3.904583333333333,2465150000000000.0,55.71
2021-11-26,3.4725,2619280000000000.0,49.42
2021-11-27,6.654166666666666,3772416000000000.0,49.08
2021-11-28,7.014166666666665,6507120000000000.0,38.5
2021-11-29,6.98375,3054440000000000.0,44.32
2021-11-30,11.107916666666668,2627550000000000.0,41.15
2021-12-01,8.550416666666667,3637516000000000.0,60.86
2021-12-02,7.227083333333334,2598380000000000.0,44.86
2021-12-03,6.687083333333331,3049096000000000.0,45.5
2021-12-04,4.404583333333333,2108270000000000.0,45.87
2021-12-05,5.111666666666667,2830840000000000.0,37.62
2021-12-06,4.154583333333333,2816960000000000.0,37.77
2021-12-07,10.185416666666669,2758612000000000.0,47.27
2021-12-08,6.420416666666667,2822728000000000.0,40.38
2021-12-09,4.1525,3849520000000000.0,39.72
2021-12-10,5.197083333333333,3018466000000000.0,41.45
2021-12-11,5.299166666666667,3132610000000000.0,45.3
2021-12-12,5.110833333333332,5192900000000000.0,53.21
2021-12-13,7.207083333333334,2862840000000000.0,62.05
2021-12-14,6.499583333333334,2506520000000000.0,62.4
2021-12-15,5.596250000000001,2682534000000000.0,69.9
2021-12-16,7.75875,4256040000000000.0,61.24
2021-12-17,7.437916666666667,2862750000000000.0,55.02
2021-12-18,4.529166666666667,3605680000000000.0,41.03
2021-12-19,7.039583333333333,3384886000000000.0,41.35
2021-12-20,9.49875,3216440000000000.0,56.9
2021-12-21,7.714166666666666,2843540000000000.0,60.55
2021-12-22,8.98125,2357946000000000.0,66.87
2021-12-23,8.367500000000001,2762420000000000.0,64.52
2021-12-24,2.7237500000000003,3350856000000000.0,61.77
2021-12-25,6.862083333333334,1846050000000000.0,50.81
2021-12-26,2.025,3169896000000000.0,47.64
2021-12-27,3.6529166666666666,2490650000000000.0,47.09
2021-12-28,5.786666666666666,7914190000000000.0,34.46
2021-12-29,4.421666666666667,3073938000000000.0,30.29
2021-12-30,8.103333333333333,3719030000000000.0,27.75
2021-12-31,11.017083333333334,2991534000000000.0,37.17
