date,open_SO2,sate_SO2,"Bollaram Industrial Area, Hyderabad - TSPCB","Central University, Hyderabad - TSPCB","ECIL Kapra, Hyderabad - TSPCB","ICRISAT Patancheru, Hyderabad - TSPCB","IDA Pashamylaram, Hyderabad - TSPCB","IITH Kandi, Hyderabad - TSPCB"
2021-08-21,9.672083333333331,-0.080000002,20.72,1.98,20.72,4.97,3.95,3.95
2021-08-22,13.3825,0.2739999919999999,19.2,2.98,19.2,4.78,3.67,3.67
2021-08-23,17.285833333333336,0.1519999927999999,10.32,3.57,10.32,4.15,4.43,4.43
2021-08-24,13.78416666666667,-0.0019999989999999,14.97,4.74,14.97,5.01,3.94,3.94
2021-08-25,11.270833333333334,0.1839999972,29.97,2.52,29.97,4.43,2.97,2.97
2021-08-26,10.755416666666669,0.4099999815999999,14.84,3.03,14.84,4.05,5.66,5.66
2021-08-27,13.759583333333335,0.0540000019999999,28.04,4.24,28.04,4.99,3.49,3.49
2021-08-28,7.962916666666666,0.1359999978,20.46,2.87,20.46,5.58,4.55,4.55
2021-08-29,6.306250000000001,0.3039999976,33.44,2.38,33.44,6.63,3.42,3.42
2021-08-30,5.901666666666666,0.0440000015999999,23.7,2.15,23.7,5.4,3.52,3.52
2021-08-31,12.902500000000002,0.1439999965999999,17.66,2.31,17.66,6.08,3.74,3.74
2021-09-01,14.554583333333332,0.1080000043999999,17.23,2.62,17.23,5.36,4.28,4.28
2021-09-02,17.932916666666667,0.029999999,23.14,3.1,23.14,6.01,4.27,4.27
2021-09-03,11.427916666666668,0.0300000006,36.1,2.21,36.1,6.57,2.74,2.74
2021-09-04,6.186666666666667,0.0559999972,24.47,2.72,24.47,5.04,2.83,2.83
2021-09-05,6.602499999999999,0.2219999876,30.76,2.42,30.76,5.22,3.2,3.2
2021-09-06,7.053749999999998,-0.4600000042,38.42,1.24,38.42,5.0,2.34,2.34
2021-09-07,4.8029166666666665,0.3119999836,34.74,2.91,34.74,4.36,2.64,2.64
2021-09-08,4.474583333333334,-0.1599999988,29.0,2.62,29.0,4.21,2.86,2.86
2021-09-09,6.322916666666668,0.1220000041999999,32.94,3.14,32.94,3.6,3.51,3.51
2021-09-10,6.370416666666666,-0.0199999988,33.78,2.29,33.78,3.39,3.82,3.82
2021-09-11,4.7820833333333335,0.1019999986,23.15,2.87,23.15,4.11,3.35,3.35
2021-09-12,4.453333333333334,0.1259999962,25.7,2.56,25.7,5.14,3.01,3.01
2021-09-13,5.494583333333331,0.1639999942,15.84,2.65,15.84,4.64,4.25,4.25
2021-09-14,6.283333333333335,0.0860000044,18.19,2.54,18.19,3.93,3.04,3.04
2021-09-15,7.974583333333332,-0.059999999,15.57,2.42,15.57,3.51,2.09,2.09
2021-09-16,10.143333333333333,-0.085999997,20.93,2.5,20.93,7.14,4.41,4.41
2021-09-17,10.489166666666668,0.1039999992,18.89,2.88,18.89,4.64,3.69,3.69
2021-09-18,9.5225,-0.0980000062,24.47,3.12,24.47,4.13,2.44,2.44
2021-09-19,10.145833333333336,-0.036000004,11.85,3.31,11.85,7.38,2.78,2.78
2021-09-20,14.440833333333336,-0.0080000038,13.0,3.26,13.0,6.22,4.47,4.47
2021-09-21,8.353333333333333,0.0899999984,20.21,2.84,20.21,7.83,3.78,3.78
2021-09-22,7.0975,-0.2559999981999999,25.09,2.79,25.09,8.03,3.94,3.94
2021-09-23,10.823333333333336,0.185999998,26.36,2.49,26.36,8.95,3.23,3.23
2021-09-24,12.24375,0.1999999978,24.59,1.54,24.59,6.64,1.76,1.76
2021-09-25,8.051250000000001,-0.169999998,20.73,3.12,20.73,8.95,3.65,3.65
2021-09-26,7.0804166666666655,0.1019999963999999,34.24,2.33,34.24,7.87,5.45,5.45
2021-09-27,5.808750000000001,0.3120000109999999,16.19,2.54,16.19,8.11,4.86,4.86
2021-09-28,6.95625,0.1320000015999999,18.29,1.93,18.29,7.42,3.36,3.36
2021-09-29,12.984166666666662,0.1720000032,20.7,1.64,20.7,8.06,3.29,3.29
2021-09-30,32.23541666666667,-0.0059999978,36.89,2.73,36.89,9.05,4.18,4.18
2021-10-01,29.8725,0.230000004,18.37,4.06,18.37,9.51,3.2,3.2
2021-10-02,23.856249999999992,-0.0099999981999999,5.04,2.28,5.04,7.14,3.01,3.01
2021-10-03,30.647500000000008,0.2020000002,7.9,3.66,7.9,7.08,2.28,2.28
2021-10-04,30.964583333333337,0.1220000058,9.53,2.62,9.53,4.57,3.95,3.95
2021-10-05,28.118333333333336,-0.1539999974,15.17,3.0,15.17,6.29,2.73,2.73
2021-10-06,25.86791666666667,0.1060000032,5.7,2.22,5.7,5.6,3.65,3.65
2021-10-07,21.041666666666664,0.0020000009999999,7.15,2.41,7.15,6.67,3.91,3.91
2021-10-08,26.392916666666668,-0.0279999997999999,12.24,2.59,12.24,5.0,3.5,3.5
2021-10-09,9.81583333333333,0.0660000026,21.98,2.71,21.98,5.24,5.24,5.24
2021-10-10,12.920000000000002,0.1140000006,20.17,3.62,20.17,6.29,6.29,6.29
2021-10-11,24.78625,0.2520000076,20.93,3.76,20.93,7.7,7.7,7.7
2021-10-12,32.485416666666666,0.0180000035999999,14.53,6.85,14.53,9.55,5.62,5.62
2021-10-13,28.84375000000001,0.0999999977999999,18.2,8.2,18.2,11.71,3.05,3.05
2021-10-14,19.88291666666667,-0.1199999998,30.22,6.58,30.22,8.66,4.8,4.8
2021-10-15,20.32583333333334,0.4699999917999999,24.65,7.98,24.65,7.98,3.47,3.47
2021-10-16,15.575833333333334,0.038000001,9.45,9.0,9.45,5.49,15.7,15.7
2021-10-17,9.183333333333334,0.053999996,13.0,5.01,13.0,5.01,4.0,4.0
2021-10-18,11.252916666666666,-0.200000003,22.41,2.4,22.41,5.36,2.22,2.22
2021-10-19,15.449166666666663,-0.014,26.49,4.9,26.49,6.27,4.08,4.08
2021-10-20,16.015000000000004,0.1239999966,17.41,6.57,17.41,7.74,3.09,3.09
2021-10-21,20.310416666666665,0.74000001,17.24,5.28,17.24,7.36,4.23,4.23
2021-10-22,32.30083333333333,-0.2499999996,24.01,5.81,24.01,10.82,4.41,4.41
2021-10-23,23.8725,-0.0379999966,15.61,7.08,15.61,10.15,3.15,3.15
2021-10-24,31.38166666666666,0.0439999944,15.7,5.88,15.7,10.93,4.31,4.31
2021-10-25,30.22958333333334,0.2359999966,11.26,8.1,11.26,11.79,3.4,3.4
2021-10-26,28.849166666666665,0.0499999989999999,21.8,7.43,21.8,15.86,2.96,2.96
2021-10-27,31.519166666666667,0.2100000066,15.22,11.34,15.22,15.57,3.64,3.64
2021-10-28,26.940416666666675,0.2519999974,13.28,9.47,13.28,11.88,2.79,2.79
2021-10-29,23.02208333333333,0.1460000086,11.05,8.82,11.05,10.6,5.49,5.49
2021-10-30,18.31958333333333,0.2979999914,9.41,7.37,9.41,16.29,3.15,3.15
2021-10-31,23.61916666666666,-0.0619999933999999,10.19,6.8,10.19,12.73,4.2,4.2
2021-11-01,26.743333333333336,-0.0499999974,15.59,13.25,15.59,13.76,4.03,4.03
2021-11-02,27.07958333333333,-0.0079999976,8.24,6.35,8.24,7.16,2.38,2.38
2021-11-03,26.485833333333343,0.0719999992,4.71,4.25,4.71,5.96,3.14,3.14
2021-11-04,24.17875,0.0220000028,11.78,4.18,11.78,8.58,3.9,3.9
2021-11-05,22.73416666666667,0.0420000067999999,8.77,4.6,8.77,5.38,8.52,8.52
2021-11-06,19.76375,-0.0840000008,6.41,3.97,6.41,11.02,3.06,3.06
2021-11-07,24.713600000000007,0.1280000002,16.02,10.83,16.02,13.45,2.46,2.46
2021-11-08,29.097500000000007,-0.0639999994,13.62,11.86,13.62,22.64,1.83,1.83
2021-11-09,27.342916666666657,0.0019999932,15.46,13.67,15.46,14.68,6.0,6.0
2021-11-10,30.616250000000004,0.0760000011999999,16.36,13.92,16.36,12.53,4.1,4.1
2021-11-11,24.089583333333334,-0.003999999,15.17,13.09,15.17,10.06,4.61,4.61
2021-11-12,17.538749999999993,-0.1219999939999999,13.52,8.3,13.52,11.67,2.44,2.44
2021-11-13,19.74458333333333,-0.007999998,7.31,3.49,7.31,7.28,5.9,5.9
2021-11-14,18.979166666666664,-0.0379999979999999,5.86,4.8,5.86,6.56,3.26,3.26
2021-11-15,20.54375,0.1900000028,6.33,1.85,6.33,7.01,3.1,3.1
2021-11-16,17.732916666666664,0.0439999991999999,6.01,2.47,6.01,6.21,3.13,3.13
2021-11-17,26.627916666666664,-0.0380000012,4.75,2.26,4.75,5.1,3.0,3.0
2021-11-18,31.421666666666667,0.0319999999999999,7.62,3.27,7.62,9.26,3.06,3.06
2021-11-19,17.92708333333333,-0.0039999983999999,4.77,4.11,4.77,9.45,3.35,3.35
2021-11-20,14.28,0.1619999974,5.31,2.44,5.31,4.88,3.35,3.35
2021-11-21,18.025,0.0159999976,5.23,2.34,5.23,5.07,9.71,9.71
2021-11-22,27.438333333333336,-0.0039999978,4.88,4.46,4.88,5.24,2.73,2.73
2021-11-23,37.947083333333325,-0.2620000034,8.27,3.97,8.27,6.61,2.4,2.4
2021-11-24,26.88166666666667,0.054000003,8.48,3.95,8.48,8.4,3.87,3.87
2021-11-25,29.56416666666668,-0.0779999954,10.78,6.82,10.78,9.17,2.8,2.8
2021-11-26,26.20625,0.25,10.33,6.02,10.33,11.94,3.03,3.03
2021-11-27,22.48,-0.144,10.69,6.49,10.69,11.86,3.95,3.95
2021-11-28,19.092916666666667,-0.0699999976,9.7,6.92,9.7,10.37,10.37,10.37
2021-11-29,25.9975,0.0420000002,9.85,6.93,9.85,15.1,3.33,3.33
2021-11-30,28.466666666666672,0.0920000102,13.54,8.89,13.54,11.44,3.83,3.83
2021-12-01,22.50958333333333,0.400000006,10.49,8.2,10.49,8.12,2.59,2.59
2021-12-02,25.719583333333333,-0.1880000008,6.65,4.49,6.65,5.05,1.1,1.1
2021-12-03,26.56916666666667,0.1099999956,9.94,6.26,9.94,9.7,86.7,86.7
2021-12-04,17.399583333333336,0.029999999,15.07,15.31,15.07,9.42,7.74,7.74
2021-12-05,23.117916666666677,-0.709999979,22.49,15.0,22.49,11.79,2.45,2.45
2021-12-06,33.70625,-1.48000002,9.43,6.34,9.43,11.35,9.45,9.45
2021-12-07,28.834166666666665,0.0800847872743142,10.47,7.27,10.47,19.41,5.05,5.05
2021-12-08,29.087499999999995,0.1439999996,11.29,9.76,11.29,13.76,2.24,2.24
2021-12-09,26.45458333333333,0.2320000008,7.5,6.52,7.5,12.21,4.78,4.78
2021-12-10,25.48041666666667,0.0139999971999999,6.3,4.52,6.3,6.89,4.26,4.26
2021-12-11,22.08375,-0.0819999974,8.24,6.63,8.24,15.16,5.41,5.41
2021-12-12,25.34708333333333,0.0460000007999999,9.73,8.79,9.73,19.82,2.79,2.79
2021-12-13,29.167083333333327,0.1019999949999999,11.3,7.66,11.3,12.02,0.78,0.78
2021-12-14,29.295,0.0880000054,8.55,5.69,8.55,9.91,2.71,2.71
2021-12-15,31.75,0.1400000065999999,13.36,12.98,13.36,13.59,2.4,2.4
2021-12-16,31.35125,0.0819999948,11.53,9.48,11.53,14.42,4.69,4.69
2021-12-17,29.96708333333334,0.649999976,12.86,11.33,12.86,14.58,4.15,4.15
2021-12-18,25.555000000000003,0.3699999918,11.77,10.34,11.77,15.54,5.69,5.69
2021-12-19,32.37583333333333,-0.0899999982,15.42,10.92,15.42,13.08,1.2,1.2
2021-12-20,44.86333333333332,0.170000002,17.75,13.08,17.75,15.78,3.01,3.01
2021-12-21,53.61416666666667,0.310000002,21.31,12.14,21.31,12.94,4.68,4.68
2021-12-22,54.09041666666667,1.13999999,14.69,13.15,14.69,8.18,3.55,3.55
2021-12-23,52.04458333333335,0.1840000118,13.66,11.64,13.66,6.7,5.56,5.56
2021-12-24,38.09291666666667,-0.219999999,8.9,7.11,8.9,6.96,2.34,2.34
2021-12-25,29.979999999999997,0.4060000045999999,12.81,8.59,12.81,6.36,2.74,2.74
2021-12-26,31.562083333333334,-0.0119999991999999,8.97,5.83,8.97,6.29,47.15,47.15
2021-12-27,22.629583333333333,-0.0079999997999999,5.9,4.55,5.9,4.61,19.39,19.39
2021-12-28,19.137916666666666,2.1099999,6.46,3.59,6.46,5.03,2.06,2.06
2021-12-29,25.57083333333333,-0.129999995,5.74,3.72,5.74,4.96,2.63,2.63
2021-12-30,25.937916666666663,0.0719999945999999,5.07,2.96,5.07,6.23,3.22,3.22
2021-12-31,22.471666666666664,-0.25,5.85,4.53,5.85,6.75,5.43,5.43
