date,open_NO2,sate_NO2,"Ganga Nagar, Meerut - UPPCB","Jai Bhim Nagar, Meerut - UPPCB","Pallavpuram Phase 2, Meerut - UPPCB"
2021-12-19,13.088333333333331,7347460000000000.0,31.22,39.37,56.2
2021-12-20,39.94583333333333,6682204000000000.0,36.93,60.91,72.46
2021-12-21,34.680416666666666,9342510000000000.0,49.69,90.15,84.31
2021-12-22,47.88833333333332,1.24e+16,49.8,78.84,131.69
2021-12-23,26.779166666666665,8162782000000000.0,40.03,54.58,126.47
2021-12-24,26.721666666666664,1.07e+16,35.55,49.88,77.16
2021-12-25,31.02999999999999,7672776000000000.0,40.41,64.62,82.82
2021-12-26,17.47458333333333,7918396000000000.0,39.64,51.83,66.0
2021-12-27,29.320416666666677,5606388000000000.0,33.23,69.83,60.8
2021-12-28,26.55791666666667,1.0984646e+16,28.27,38.97,66.75
2021-12-29,31.56375000000001,1.32e+16,32.68,50.22,63.67
2021-12-30,27.964166666666667,4589046000000000.0,37.98,53.27,66.25
2021-12-31,23.252083333333328,9183080000000000.0,33.09,49.77,61.78
