date,open_NO2,sate_NO2,"DRM Office Danapur, Patna - BSPCB",Govt,"IGSC Planetarium Complex, Patna - BSPCB","Rajbansi Nagar, Patna - BSPCB","Samanpura, Patna - BSPCB"
2021-10-01,21.76375,5105612000000000.0,4.55,14.28,27.056,30.52,15.08
2021-10-02,8.378750000000002,4749642000000000.0,4.99,13.54,20.8475,24.0,15.15
2021-10-03,22.027500000000003,4588858000000000.0,7.45,11.35,17.515,31.02,15.32
2021-10-04,20.060416666666672,4970050000000000.0,27.79,14.77,17.858,49.32,15.25
2021-10-05,19.4475,4731678000000000.0,70.35,17.06,26.348000000000003,48.98,15.12
2021-10-06,49.08375,3495300000000000.0,30.72,14.27,20.588,60.19,15.51
2021-10-07,29.821250000000003,5339110000000000.0,42.53,20.44,24.594,54.26,15.47
2021-10-08,27.27875,6132226000000000.0,31.48,15.78,33.60799999999999,62.31,15.29
2021-10-09,17.982916666666664,6700590000000000.0,26.31,19.5,37.208,47.72,15.3
2021-10-10,24.19916666666667,5255902000000000.0,21.79,18.07,40.006,27.23,15.03
2021-10-11,22.98125,4805940000000000.0,37.32,22.46,42.578,32.26,15.28
2021-10-12,24.542916666666667,5209970000000000.0,51.9,23.05,41.778,27.17,13.87
2021-10-13,21.924166666666665,3892630000000000.0,29.31,20.53,39.426,24.71,10.09
2021-10-14,28.63208333333333,4528054000000000.0,43.19,19.84,42.452,21.69,10.13
2021-10-15,51.48208333333333,5172730000000000.0,25.92,14.3,48.106,23.25,10.02
2021-10-16,12.145416666666668,5394230000000000.0,17.32,16.85,55.29200000000001,15.99,10.11
2021-10-17,11.685833333333337,4670974000000000.0,5.85,9.3,52.58,8.63,10.07
2021-10-18,14.07,5397076000000000.0,5.56,10.62,26.994,10.24,10.06
2021-10-19,20.828333333333337,5891550000000000.0,13.78,12.82,34.37,13.0,10.07
2021-10-20,14.777083333333335,4950324000000000.0,55.16,14.5,48.19,19.85,9.98
2021-10-21,16.717499999999998,4517906000000000.0,48.11,23.92,46.428,29.42,10.9
2021-10-22,22.64375,4477770000000000.0,49.53,20.41,41.586,35.54,11.12
2021-10-23,33.51083333333333,4255930000000000.0,128.23,30.24,42.098,35.81,11.62
2021-10-24,33.55041666666666,5603538000000000.0,233.37,26.02,35.048,32.01,11.58
2021-10-25,33.227916666666665,4903440000000000.0,140.82,25.32,36.352,35.98,15.24
2021-10-26,28.06125,5396816000000000.0,106.8,30.51,41.942,38.17,25.04
2021-10-27,28.85333333333333,4182990000000000.0,85.42,30.1,46.66799999999999,39.01,23.87
2021-10-28,29.58750000000001,4657796000000000.0,25.96,26.66,52.35,47.46,53.54
2021-10-29,30.718333333333334,3724730000000000.0,26.97,30.74,63.49400000000001,51.49,67.87
2021-10-30,14.655416666666667,4418488000000000.0,17.57,31.89,63.496,46.8,64.6
2021-10-31,25.27499999999999,5231490000000000.0,9.71,34.4,64.63,43.76,63.58
2021-11-01,57.87416666666669,6238870000000000.0,25.19,40.12,66.76400000000001,45.97,73.33
2021-11-02,59.57750000000001,6038804000000000.0,33.75,44.39,63.44199999999999,56.82,89.0
2021-11-03,38.79958333333333,4777580000000000.0,26.58,43.26,74.80199999999999,58.38,70.15
2021-11-04,35.36708333333333,5375286000000000.0,18.6,34.46,67.002,45.42,16.91
2021-11-05,32.64958333333333,4588170000000000.0,18.98,38.69,58.03,48.86,14.03
2021-11-06,24.405833333333334,5126638000000000.0,17.57,31.66,70.054,49.04,16.39
2021-11-07,36.4588,5334660000000000.0,14.95,40.05,68.588,56.99,18.53
2021-11-08,50.5925,6137700000000000.0,18.3,44.94,75.378,62.48,20.93
2021-11-09,63.88,4644582000000000.0,17.45,48.62,78.328,56.45,20.93
2021-11-10,87.53166666666668,5769970000000000.0,11.89,34.69,86.628,46.98,15.16
2021-11-11,77.18125000000002,5101178000000000.0,12.52,23.32,92.86,48.75,15.6
2021-11-12,54.57208333333333,5214870000000000.0,17.85,4.41,109.65,60.7,15.99
2021-11-13,48.88125,5710126000000000.0,19.8,32.32,90.532,60.76,18.15
2021-11-14,34.48833333333333,4598300000000000.0,22.95,35.62,81.524,63.92,20.87
2021-11-15,43.48375000000001,5548932000000000.0,19.65,43.54,85.292,66.36,16.44
2021-11-16,67.01666666666667,5470780000000000.0,26.5,45.63,79.74,73.23,24.73
2021-11-17,74.29625,5881810000000000.0,37.0,34.12,74.404,76.24,30.55
2021-11-18,53.47541666666666,5554580000000000.0,28.55,42.38,88.10600000000001,66.68,22.82
2021-11-19,44.54291666666666,6742560000000000.0,23.57,49.64,91.08,67.81,20.63
2021-11-20,29.927916666666665,5137978000000000.0,24.06,46.27,114.6325,67.22,16.74
2021-11-21,21.10666666666667,5145210000000000.0,30.67,48.67,74.83200000000001,57.65,13.4
2021-11-22,22.23416666666667,5162628000000000.0,21.95,52.43,104.32,65.12,12.58
2021-11-23,37.995,5306390000000000.0,53.05,48.55,102.86,68.49,13.91
2021-11-24,69.62458333333335,6599210000000000.0,63.36,52.12,145.41,80.57,20.2
2021-11-25,65.44333333333334,5473710000000000.0,56.82,55.71,157.13,87.39,23.96
2021-11-26,80.75541666666665,6205810000000000.0,51.91,49.42,140.02,85.86,21.13
2021-11-27,53.56499999999999,4583524000000000.0,38.25,49.08,154.09,73.07,16.11
2021-11-28,42.72708333333333,5634050000000000.0,36.52,38.5,125.36,66.53,14.54
2021-11-29,44.00124999999999,5673862000000000.0,44.79,44.32,105.63,75.36,15.31
2021-11-30,42.259166666666665,4397660000000000.0,42.78,41.15,148.56,73.4,14.26
2021-12-01,41.98458333333333,5900000000000000.0,48.27,60.86,163.57,79.52,16.13
2021-12-02,49.70250000000001,5708676000000000.0,38.87,44.86,142.69,77.37,13.8
2021-12-03,45.81125,8924760000000000.0,36.01,45.5,146.61,81.48,12.47
2021-12-04,33.14458333333334,5625436000000000.0,25.1,45.87,138.33,71.61,10.94
2021-12-05,32.41416666666667,7389490000000000.0,31.19,37.62,126.23,60.87,9.77
2021-12-06,40.28916666666666,5320340000000000.0,39.59,37.77,118.21,66.67,9.64
2021-12-07,28.892083333333336,7224810000000000.0,37.45,47.27,106.89,68.21,10.24
2021-12-08,41.84083333333333,5205116000000000.0,44.96,40.38,111.72,77.29,8.29
2021-12-09,47.052916666666654,5741840000000000.0,37.13,39.72,131.18,87.39,10.33
2021-12-10,28.263750000000005,7013960000000000.0,32.91,41.45,113.75,81.39,9.2
2021-12-11,32.22958333333333,6877936000000000.0,37.83,45.3,102.09,68.65,8.42
2021-12-12,58.70666666666667,5727520000000000.0,53.39,53.21,111.92,77.82,8.34
2021-12-13,48.04958333333333,5403120000000000.0,44.83,62.05,122.32,84.54,12.87
2021-12-14,41.72041666666667,4254060000000000.0,35.57,62.4,119.73,76.96,10.96
2021-12-15,38.64541666666667,4958042000000000.0,37.28,69.9,106.01,73.33,9.8
2021-12-16,33.716249999999995,4066620000000000.0,34.22,61.24,106.0,68.21,9.53
2021-12-17,21.80583333333334,4914484000000000.0,36.8,55.02,104.18,64.07,8.82
2021-12-18,14.077083333333333,6963500000000000.0,25.12,41.03,88.35,46.09,7.83
2021-12-19,19.778333333333336,5676170000000000.0,26.56,41.35,88.47,48.17,6.39
2021-12-20,31.32125,8108844000000000.0,38.69,56.9,103.53,68.94,9.94
2021-12-21,25.49291666666667,5056410000000000.0,39.65,60.55,100.25,65.59,9.14
2021-12-22,41.66958333333332,4437296000000000.0,36.57,66.87,109.58,67.5,11.01
2021-12-23,63.000833333333325,3947150000000000.0,45.41,64.52,116.51,71.38,9.13
2021-12-24,46.48291666666668,5662232000000000.0,33.84,61.77,125.51,74.95,12.02
2021-12-25,25.85458333333333,7656880000000000.0,21.93,50.81,111.97,58.51,11.58
2021-12-26,31.50958333333333,8235900000000000.0,27.21,47.64,121.29,44.22,10.36
2021-12-27,43.26208333333333,6286644000000000.0,33.23,47.09,125.61,54.79,12.7
2021-12-28,18.050416666666663,9214260000000000.0,16.34,34.46,115.8,33.56,9.44
2021-12-29,18.97833333333333,4766710000000000.0,11.56,30.29,91.68,21.28,7.24
2021-12-30,27.90375,3489434000000000.0,14.29,27.75,82.14,32.36,7.71
2021-12-31,30.253333333333327,4710204000000000.0,15.96,37.17,78.64,33.07,21.96
