date,open_SO2,sate_SO2,"Ballygunge, Kolkata - WBPCB","Bidhannagar, Kolkata - WBPCB","Fort William, Kolkata - WBPCB","Jadavpur, Kolkata - WBPCB","Rabindra Bharati University, Kolkata - WBPCB","Victoria, Kolkata - WBPCB"
2021-09-18,99.06291666666668,0.3620000035999999,5.28,5.02,7.407999999999999,3.96,10.88,3.37
2021-09-19,94.77166666666668,-0.0299999962,6.89,5.51,6.093,4.56,9.85,4.3
2021-09-20,51.44041666666666,0.165999999,8.38,8.47,7.645999999999999,6.33,10.51,4.56
2021-09-21,33.16083333333333,0.2599999994,7.89,7.86,9.345,4.72,10.47,4.18
2021-09-22,43.19375,0.1359999954,6.95,8.16,8.937,4.45,10.66,4.83
2021-09-23,55.37375,0.039999999,6.93,5.92,6.534000000000001,4.94,10.43,4.52
2021-09-24,77.78250000000001,0.5960000214,6.33,7.19,6.611999999999999,5.03,10.96,4.78
2021-09-25,44.21625,0.2640000046,6.51,5.47,7.793000000000001,4.23,9.56,4.54
2021-09-26,35.8025,0.2000000044,6.23,7.29,6.511,4.26,13.38,4.5
2021-09-27,59.66458333333335,0.0880000015999999,7.15,6.12,6.564,4.25,12.5,4.65
2021-09-28,27.07083333333333,0.1479999958,6.37,9.66,6.122999999999999,4.39,13.09,6.12
2021-09-29,38.64375,-0.0780000002,7.94,8.25,6.783000000000001,4.4,11.82,5.93
2021-09-30,56.84375,0.2540000054,6.14,7.43,7.037999999999999,4.88,10.93,5.7
2021-10-01,60.59875,0.2620000114,6.53,7.78,7.924000000000001,5.17,10.46,7.12
2021-10-02,41.25625,0.1780000031999999,8.41,8.01,7.8199999999999985,6.8,11.07,7.09
2021-10-03,49.37291666666666,-0.0079999982,11.06,7.03,8.644,5.62,10.41,7.47
2021-10-04,68.52625,0.2719999914,16.82,9.87,8.639999999999999,5.19,10.52,7.55
2021-10-05,87.93708333333332,0.21200001,29.12,6.74,12.07,4.44,9.41,7.13
2021-10-06,80.40583333333335,0.2639999979999999,25.37,7.67,12.43,4.64,11.96,9.01
2021-10-07,101.40791666666664,-0.0279999989999999,5.5,10.14,11.91,5.33,10.21,7.34
2021-10-08,110.945,-0.0160000017999999,8.44,13.19,8.95,5.61,10.27,7.02
2021-10-09,99.53916666666667,0.3379999959999999,6.15,14.09,9.01,4.95,9.48,6.32
2021-10-10,88.5141666666667,-0.1340000018,6.84,13.54,8.35,5.22,9.76,6.26
2021-10-11,82.5925,0.129999995,6.48,16.46,8.04,7.07,10.0,7.7
2021-10-12,71.22749999999999,0.0359999956,6.65,15.66,8.8,7.29,13.76,7.86
2021-10-13,89.12875000000001,0.2439999998,6.37,12.34,7.96,5.56,12.97,6.26
2021-10-14,118.33541666666667,0.3280000036,4.88,12.48,7.26,5.45,15.04,5.99
2021-10-15,118.57416666666664,-0.309999995,6.97,13.59,8.33,5.91,14.09,7.21
2021-10-16,50.98250000000001,0.1439999867999999,7.02,13.25,7.55,4.76,14.53,5.91
2021-10-17,25.80916666666667,-0.159999996,11.5,14.55,7.71,4.69,15.19,6.03
2021-10-18,35.01708333333334,0.2920000044,10.17,14.07,8.09,4.37,12.57,6.51
2021-10-19,48.47875,-0.0799999985999999,10.37,11.22,8.21,4.68,13.84,6.3
2021-10-20,76.01708333333333,0.2720000019999999,12.4,7.62,7.52,5.11,14.77,6.21
2021-10-21,83.82541666666667,0.1480000044,10.11,13.01,11.28,7.14,11.94,9.25
2021-10-22,106.97125,-0.1080000006,12.51,14.95,16.98,7.82,13.59,8.89
2021-10-23,99.36166666666664,-0.0720000072,13.65,13.75,12.37,6.01,17.24,9.76
2021-10-24,88.11708333333333,-0.0379999996,8.07,9.58,9.83,3.78,15.58,6.93
2021-10-25,107.24875,0.3480000042,10.7,9.57,9.8,3.77,14.44,6.65
2021-10-26,71.3258333333333,-0.0079999937999999,8.04,7.48,11.3,7.09,15.78,8.14
2021-10-27,54.00333333333333,0.0399999975999999,8.37,5.42,10.0,6.09,15.18,7.49
2021-10-28,55.91041666666667,0.0339999997999999,7.09,6.48,9.58,5.56,17.34,6.8
2021-10-29,62.22875000000001,0.170000002,12.66,19.82,16.07,8.15,20.68,10.74
2021-10-30,56.13708333333332,0.008000011,20.43,24.82,23.84,8.09,25.36,13.62
2021-10-31,73.37333333333335,-0.0660000026,26.07,26.95,22.4,7.95,30.01,13.73
2021-11-01,162.76,-0.0860000026,21.35,20.85,16.68,6.8,25.75,10.43
2021-11-02,78.93583333333333,0.169999992,15.6,12.35,14.9,6.22,27.19,9.66
2021-11-03,86.34750000000001,-0.200000003,18.96,7.29,16.66,7.52,26.78,10.51
2021-11-04,124.0575,-0.091999996,28.19,11.17,21.05,10.47,29.39,12.64
2021-11-05,79.75041666666667,1.20000005,22.08,11.76,13.87,5.61,18.14,10.5
2021-11-06,81.34041666666668,-0.0640000026,20.92,11.16,13.67,6.17,23.01,8.94
2021-11-07,57.144400000000005,0.050000001,20.36,11.04,15.34,5.41,18.49,10.08
2021-11-08,73.77083333333333,0.6740000133999999,20.94,10.66,16.03,6.43,18.57,9.1
2021-11-09,126.46208333333334,-0.529999971,32.42,14.79,29.68,9.17,37.55,19.16
2021-11-10,155.03250000000003,-0.50999999,22.41,11.36,20.35,7.09,23.77,12.22
2021-11-11,183.36416666666665,0.41,19.01,9.45,22.67,6.63,26.69,12.65
2021-11-12,62.197499999999984,0.0599999994,16.69,13.78,11.71,3.79,19.85,8.68
2021-11-13,46.09375,0.262000002,12.08,11.75,9.7,3.19,10.36,7.48
2021-11-14,96.00291666666664,0.2259999902,9.4,10.48,8.94,2.69,5.94,7.06
2021-11-15,85.98958333333333,0.4760000142000001,12.13,11.15,9.36,2.73,6.35,6.9
2021-11-16,62.02875,0.0839999958,14.85,14.29,17.71,3.51,16.06,10.49
2021-11-17,66.12249999999999,0.0520000048,20.52,14.85,17.33,4.96,13.19,11.14
2021-11-18,97.21458333333334,0.409999996,23.96,16.8,17.18,4.25,18.59,10.29
2021-11-19,126.95791666666668,-0.200000003,19.3,12.55,16.28,5.6,43.03,11.46
2021-11-20,96.65958333333332,0.4620000124000001,23.23,19.03,11.451,3.95,15.61,11.05
2021-11-21,114.12291666666668,0.1300000198,22.26,18.35,9.417,4.38,24.73,10.55
2021-11-22,140.92541666666668,-0.2480000003999999,16.08,13.1,8.676,4.56,21.87,9.53
2021-11-23,106.01708333333332,-0.311999987,19.95,26.46,9.004000000000001,5.92,25.86,12.57
2021-11-24,71.88375,0.7300000258000001,20.03,26.41,11.364545454545455,3.65,17.74,11.23
2021-11-25,109.15583333333332,-0.1479999987999999,19.85,24.86,17.29,3.85,39.82,10.88
2021-11-26,71.36625000000002,0.1999999932,20.37,25.34,9.216363636363637,3.5,21.17,12.45
2021-11-27,61.92833333333332,0.0719999994,23.06,26.01,11.546363636363637,3.84,19.47,11.54
2021-11-28,70.59208333333333,1.07000005,21.81,24.66,9.727272727272728,4.04,24.06,9.55
2021-11-29,69.8570833333333,-0.0780000029999999,25.82,23.99,10.54818181818182,4.83,64.54,11.24
2021-11-30,65.61416666666666,0.129999995,25.99,23.93,9.803,4.47,38.21,11.24
2021-12-01,83.64541666666669,0.4880000106,25.56,25.64,19.93,3.88,26.59,16.54
2021-12-02,177.95875,-0.0080000028,25.34,21.46,12.982727272727272,4.73,21.36,14.87
2021-12-03,78.41041666666668,-0.0019999835999999,16.24,19.64,12.007272727272726,4.25,16.96,10.32
2021-12-04,37.11333333333334,0.1360000008,15.36,19.8,9.740000000000002,3.26,15.29,7.54
2021-12-05,26.315416666666668,0.2739999977999999,11.23,18.18,11.425454545454548,2.79,17.38,6.71
2021-12-06,47.14666666666667,-0.1120000033999999,8.96,17.45,7.79,3.79,11.61,5.49
2021-12-07,64.59083333333332,0.15090773293815463,14.45,15.91,12.12,5.0,15.75,8.45
2021-12-08,48.01250000000001,-0.0439999998,12.02,11.95,9.49,5.75,15.8,7.54
2021-12-09,128.62708333333333,0.1139999986,10.53,12.41,7.78,4.92,16.08,6.97
2021-12-10,105.65875,0.5360000278000001,15.08,19.65,11.93,5.62,20.92,8.4
2021-12-11,68.46458333333335,0.0580000041999999,21.86,20.03,13.43,6.03,22.06,12.65
2021-12-12,48.89625,0.1799999926,23.06,20.74,13.514999999999995,4.95,21.12,12.93
2021-12-13,81.53999999999999,-0.1379999996,28.95,23.41,17.34222222222222,7.51,22.54,16.8
2021-12-14,89.72458333333334,-0.200000003,31.83,22.24,17.04,6.08,31.35,12.4
2021-12-15,73.61125000000001,-0.2860000014,24.86,28.77,19.79,5.73,29.59,8.05
2021-12-16,65.20791666666666,-0.0299999994,33.69,24.61,23.82,6.59,19.78,10.8
2021-12-17,71.39541666666668,-0.2139999926,31.52,20.77,25.55,6.22,28.87,10.75
2021-12-18,55.11416666666667,0.0999999954,25.97,17.67,24.49,7.04,38.48,11.52
2021-12-19,43.720416666666665,0.424000013,17.48,20.95,18.6,5.81,37.38,7.88
2021-12-20,69.14,-0.3039999992,24.23,14.36,20.73,6.37,29.34,9.43
2021-12-21,88.13458333333334,-0.889999986,25.0,15.38,19.61,6.86,43.82,10.15
2021-12-22,73.235,-0.025999991,24.9,28.09,11.62,6.07,41.89,7.66
2021-12-23,101.03083333333332,0.4760000112,27.61,16.35,12.44,5.61,40.61,9.48
2021-12-24,208.81416666666664,-0.0979999894,22.06,17.09,11.08,6.87,28.21,7.72
2021-12-25,105.87708333333336,0.3339999898,15.61,24.47,12.12,5.86,26.29,4.4
2021-12-26,109.33458333333336,-0.0019999841999999,13.59,20.61,12.37,6.38,22.74,5.82
2021-12-27,127.47458333333336,0.1899999988,13.91,13.91,11.22,6.31,24.65,3.53
2021-12-28,74.48541666666667,0.0720000035999999,15.07,17.82,13.48,5.7,25.55,4.43
2021-12-29,61.62166666666667,0.0479999992,19.04,21.62,19.49,6.08,24.94,9.98
2021-12-30,69.09124999999999,-0.610000014,23.07,20.61,23.31,5.73,38.4,10.35
2021-12-31,70.76041666666667,-0.1540000008,22.64,20.64,19.31,5.76,31.03,9.52
