date,open_SO2,sate_SO2,"Alandi, Pune - IITM","Bhosari, Pune - IITM","Hadapsar, Pune - IITM","Karve Road, Pune - MPCB","Mhada Colony, Pune - IITM","MIT-Kothrud, Pune - IITM","Revenue Colony-Shivajinagar, Pune - IITM"
2021-08-28,4.2491666666666665,-0.0047376062,7.43,7.43,7.43,7.43,7.43,7.43,7.43
2021-08-29,4.666666666666667,0.0984949329999999,7.96,7.96,7.96,7.96,7.96,7.96,7.96
2021-08-30,14.332916666666668,0.035805034,4.56,4.56,4.56,4.56,4.56,4.56,4.56
2021-08-31,5.301666666666668,0.1936512656,2.5,2.5,2.5,2.5,2.5,2.5,2.5
2021-09-01,5.789583333333333,0.1648936118,6.97,6.97,6.97,6.97,6.97,6.97,6.97
2021-09-02,7.199166666666669,-0.0057823854,2.36,2.36,2.36,2.36,2.36,2.36,2.36
2021-09-03,6.9625,0.0240852069999999,7.53,7.53,7.53,7.53,7.53,7.53,7.53
2021-09-04,3.5195833333333337,-0.0899277206,3.4,3.4,3.4,3.4,3.4,3.4,3.4
2021-09-05,4.631666666666666,-0.0602949166,4.27,4.27,4.27,4.27,4.27,4.27,4.27
2021-09-06,15.095,-0.0014034248,3.99,3.99,3.99,3.99,3.99,3.99,3.99
2021-09-07,10.528333333333332,0.0947092491999999,3.62,3.62,3.62,3.62,3.62,3.62,3.62
2021-09-08,4.1466666666666665,0.039999999,10.01,10.01,10.01,10.01,10.01,10.01,10.01
2021-09-09,3.560833333333333,-0.0497745293999999,3.06,3.06,3.06,3.06,3.06,3.06,3.06
2021-09-10,4.190833333333334,0.0307371992,2.92,2.92,2.92,2.92,2.92,2.92,2.92
2021-09-11,4.268750000000001,-0.0028837748,6.92,6.92,6.92,6.92,6.92,6.92,6.92
2021-09-12,3.5387500000000003,0.0707468532,13.47,13.47,1.75,1.75,1.75,1.75,1.75
2021-09-13,2.8945833333333333,0.0090402549999999,5.2,5.2,5.2,5.2,5.2,5.2,5.2
2021-09-14,5.405833333333334,0.2299765698,3.03,3.03,3.03,3.03,3.03,3.03,3.03
2021-09-15,7.518333333333333,0.0474770974,6.75,6.75,6.75,6.75,6.75,6.75,6.75
2021-09-16,7.727083333333333,-0.07,2.81,2.81,2.81,2.81,2.81,2.81,2.81
2021-09-17,6.625,0.0397759824,6.84,6.84,6.84,6.84,6.84,6.84,6.84
2021-09-18,5.7225,0.0707347506,3.32,3.32,3.32,3.32,3.32,3.32,3.32
2021-09-19,5.460416666666667,0.1036568498,2.7,2.7,2.7,2.7,2.7,2.7,2.7
2021-09-20,4.515416666666667,0.0408751529999999,7.93,7.93,7.93,7.93,7.93,7.93,7.93
2021-09-21,5.277916666666665,-0.1060159492,3.38,3.38,3.38,3.38,3.38,3.38,3.38
2021-09-22,5.38625,0.035263139,8.16,8.16,8.16,8.16,8.16,8.16,8.16
2021-09-23,4.725416666666667,0.0041926897999999,7.15,7.15,7.15,7.15,7.15,7.15,7.15
2021-09-24,4.623749999999999,0.0361376702,4.05,4.05,4.05,4.05,4.05,4.05,4.05
2021-09-25,4.588333333333333,0.137609263,3.71,3.71,3.71,3.71,3.71,3.71,3.71
2021-09-26,6.816666666666669,0.0272829272,6.81,6.81,6.81,6.81,6.81,6.81,6.81
2021-09-27,6.295833333333333,0.0718999012,8.04,8.04,8.04,8.04,8.04,8.04,8.04
2021-09-28,4.709166666666667,0.0161183864,3.03,3.03,3.03,3.03,3.03,3.03,3.03
2021-09-29,8.929166666666665,0.119999997,2.24,2.24,2.24,2.24,2.24,2.24,2.24
2021-09-30,10.927083333333334,-0.051649123,5.74,5.74,5.74,5.74,5.74,5.74,5.74
2021-10-01,15.38375,0.219934374,7.46,7.46,7.46,7.46,7.46,7.46,7.46
2021-10-02,12.442916666666669,0.0195775038,3.62,3.62,3.62,3.62,3.62,3.62,3.62
2021-10-03,18.755416666666665,0.079999998,6.85,6.85,6.85,6.85,6.85,6.85,6.85
2021-10-04,18.145,0.0748836407999999,3.87,3.87,3.87,3.87,3.87,3.87,3.87
2021-10-05,14.7725,-0.040816717,3.18,3.18,3.18,3.18,3.18,3.18,3.18
2021-10-06,14.44291666666667,0.550000012,6.81,6.81,6.81,6.81,6.81,6.81,6.81
2021-10-07,14.039166666666665,0.0358821733999999,3.96,3.96,3.96,3.96,3.96,3.96,3.96
2021-10-08,15.79625,0.07,3.4,3.4,3.4,3.4,3.4,3.4,3.4
2021-10-09,7.620000000000001,-0.1206376822,4.55,4.55,4.55,4.55,4.55,4.55,4.55
2021-10-10,8.924166666666666,0.07,6.13,6.13,6.13,6.13,6.13,6.13,6.13
2021-10-11,13.895833333333336,0.0285911411999999,6.22,6.22,6.22,6.22,6.22,6.22,6.22
2021-10-12,17.99458333333333,0.0394958681999999,3.35,3.35,3.35,3.35,3.35,3.35,3.35
2021-10-13,16.079583333333332,-0.0410278734,4.08,4.08,4.08,4.08,4.08,4.08,4.08
2021-10-14,12.41291666666667,-0.259971231,5.67,5.67,5.67,5.67,5.67,5.67,5.67
2021-10-15,15.09083333333333,0.116223641,4.61,4.61,4.61,4.61,4.61,4.61,4.61
2021-10-16,15.766666666666667,0.0319487506,3.21,3.21,3.21,3.21,3.21,3.21,3.21
2021-10-17,14.204166666666673,0.0277046252,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2021-10-18,12.289166666666665,0.0162406514,11.6,11.6,11.6,11.6,11.6,11.6,11.6
2021-10-19,16.332500000000003,-0.034641687,18.22,18.22,3.78,3.78,3.78,3.78,3.78
2021-10-20,17.032916666666665,0.1219595722,2.83,2.83,2.83,2.83,2.83,2.83,2.83
2021-10-21,23.570000000000004,0.1701131357999999,3.61,3.61,3.61,3.61,3.61,3.61,3.61
2021-10-22,22.734583333333333,0.206444934,5.92,5.92,5.92,5.92,5.92,5.92,5.92
2021-10-23,14.424583333333333,-0.140712321,6.37,6.37,6.37,6.37,6.37,6.37,6.37
2021-10-24,12.256666666666668,0.001686432,2.12,2.12,2.12,2.12,2.12,2.12,2.12
2021-10-25,14.115833333333336,0.0325455138,2.68,2.68,2.68,2.68,2.68,2.68,2.68
2021-10-26,15.359166666666663,0.185385197,18.68,18.68,18.68,18.68,18.68,18.68,18.68
2021-10-27,13.57125,-0.0079481524,10.25,10.25,10.25,10.25,10.25,10.25,10.25
2021-10-28,12.338333333333338,0.0381940975999999,11.14,11.14,11.14,11.14,11.14,11.14,11.14
2021-10-29,11.166666666666666,0.1243301429999999,2.29,2.29,2.29,2.29,2.29,2.29,2.29
2021-10-30,8.864583333333332,-0.065231912,3.03,3.03,3.03,3.03,3.03,3.03,3.03
2021-10-31,13.027499999999998,0.106159523,6.22,6.22,6.22,6.22,6.22,6.22,6.22
2021-11-01,14.48208333333333,0.280000001,3.3,3.3,3.3,3.3,3.3,3.3,3.3
2021-11-02,12.562083333333332,-0.0259879525999999,2.04,2.04,2.04,2.04,2.04,2.04,2.04
2021-11-03,15.68625,-0.0530029007999999,3.51,3.51,3.51,3.51,3.51,3.51,3.51
2021-11-04,17.389583333333338,0.0827295622,7.46,7.46,7.46,7.46,7.46,7.46,7.46
2021-11-05,11.556666666666668,0.0022335745999999,2.61,2.61,2.61,2.61,2.61,2.61,2.61
2021-11-06,11.694583333333332,0.1706679716,6.71,6.71,6.71,6.71,6.71,6.71,6.71
2021-11-07,14.277200000000002,-0.0033721826,2.57,2.57,2.57,2.57,2.57,2.57,2.57
2021-11-08,18.189166666666665,-0.006284313,8.07,8.07,8.07,8.07,8.07,8.07,8.07
2021-11-09,15.282916666666663,0.102046199,4.03,4.03,4.03,4.03,4.03,4.03,4.03
2021-11-10,17.180833333333336,0.0773810786,2.36,2.36,2.36,2.36,2.36,2.36,2.36
2021-11-11,14.45375,-0.302430958,2.72,2.72,2.72,2.72,2.72,2.72,2.72
2021-11-12,10.390416666666669,0.0211046853999999,7.99,7.99,7.99,7.99,7.99,7.99,7.99
2021-11-13,7.829583333333335,0.0152930821999999,3.97,3.97,3.97,3.97,3.97,3.97,3.97
2021-11-14,10.627083333333337,0.0947628941999999,2.64,2.64,2.64,2.64,2.64,2.64,2.64
2021-11-15,13.022916666666664,0.0325615345999999,3.41,3.41,3.41,3.41,3.41,3.41,3.41
2021-11-16,11.677083333333336,-0.0585435728,7.23,7.23,7.23,7.23,7.23,7.23,7.23
2021-11-17,13.445833333333333,0.0188769982,6.55,6.55,6.55,6.55,6.55,6.55,6.55
2021-11-18,16.480416666666667,-0.053916514,9.17,9.17,9.17,9.17,9.17,9.17,9.17
2021-11-19,12.651250000000005,0.1796114887999999,1.99,1.99,1.99,1.99,1.99,1.99,1.99
2021-11-20,7.902500000000001,0.0095152739999999,3.77,3.77,3.77,3.77,3.77,3.77,3.77
2021-11-21,12.754166666666665,0.2488670081999999,2.74,2.74,2.74,2.74,2.74,2.74,2.74
2021-11-22,21.741666666666664,-0.0119378968,5.08,5.08,5.08,5.08,5.08,5.08,5.08
2021-11-23,19.9825,0.360295266,3.46,3.46,3.46,3.46,3.46,3.46,3.46
2021-11-24,14.79833333333333,-0.214834526,7.14,7.14,7.14,7.14,7.14,7.14,7.14
2021-11-25,19.570000000000004,0.086926885,1.76,1.76,1.76,1.76,1.76,1.76,1.76
2021-11-26,30.14583333333333,0.219650811,0.94,0.94,0.94,0.94,0.94,0.94,0.94
2021-11-27,13.763333333333335,-0.009975959,1.45,1.45,1.45,1.45,1.45,1.45,1.45
2021-11-28,14.164166666666668,0.0741237708,3.21,3.21,3.21,3.21,3.21,3.21,3.21
2021-11-29,15.527500000000003,0.0135607768,1.69,1.69,1.69,1.69,1.69,1.69,1.69
2021-11-30,14.26625,0.0513770713999999,1.4,1.4,1.4,1.4,1.4,1.4,1.4
2021-12-01,13.222083333333336,0.1004814568,5.38,5.38,5.38,5.38,5.38,5.38,5.38
2021-12-02,17.13708333333333,0.0002090674,2.18,2.18,2.18,2.18,2.18,2.18,2.18
2021-12-03,30.839999999999996,0.2111683712,4.1,4.1,4.1,4.1,4.1,4.1,4.1
2021-12-04,32.51416666666667,-0.310000002,1.96,1.96,1.96,1.96,1.96,1.96,1.96
2021-12-05,20.07708333333333,0.0712720322,1.7,1.7,1.7,1.7,1.7,1.7,1.7
2021-12-06,19.40958333333333,-0.063835861,3.85,3.85,3.85,3.85,3.85,3.85,3.85
2021-12-07,16.902916666666666,0.041509277157605974,0.75,0.75,0.75,0.75,0.75,0.75,0.75
2021-12-08,20.15125,-0.086280299,1.03,1.03,1.03,1.03,1.03,1.03,1.03
2021-12-09,18.46,-0.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4
2021-12-10,15.5175,0.1021875217999999,25.42,25.42,2.71,2.71,2.71,2.71,2.71
2021-12-11,14.829583333333334,-0.085776106,1.19,1.19,1.19,1.19,1.19,1.19,1.19
2021-12-12,19.714166666666667,0.0816427082,2.25,2.25,2.25,2.25,2.25,2.25,2.25
2021-12-13,28.63,0.0223374842,27.47,27.47,2.59,2.59,2.59,2.59,2.59
2021-12-14,46.203333333333326,0.0107661074,0.55,0.55,0.55,0.55,0.55,0.55,0.55
2021-12-15,21.65791666666666,0.0174276971999999,1.11,1.11,1.11,1.11,1.11,1.11,1.11
2021-12-16,28.978333333333328,0.1406978734,26.77,26.77,2.38,2.38,2.38,2.38,2.38
2021-12-17,19.709166666666665,0.106795624,30.29,30.29,30.29,30.29,30.29,30.29,30.29
2021-12-18,12.601666666666665,-0.010699004,8.76,8.76,8.76,8.76,8.76,8.76,8.76
2021-12-19,17.886666666666663,0.464902163,6.09,6.09,6.09,6.09,6.09,6.09,6.09
2021-12-20,37.83958333333333,0.081802525,7.49,7.49,7.49,7.49,7.49,7.49,7.49
2021-12-21,33.77666666666667,0.0799801691999999,17.58,17.58,17.58,17.58,17.58,17.58,17.58
2021-12-22,48.91583333333333,-0.086237967,7.37,7.37,7.37,7.37,7.37,7.37,7.37
2021-12-23,39.72166666666666,-0.0554210508,7.39,7.39,7.39,7.39,7.39,7.39,7.39
2021-12-24,32.35458333333333,0.04613387,7.98,7.98,7.98,7.98,7.98,7.98,7.98
2021-12-25,22.789583333333336,0.030950613,17.3,17.3,17.3,17.3,17.3,17.3,17.3
2021-12-26,26.593333333333334,-0.009278995,7.42,7.42,7.42,7.42,7.42,7.42,7.42
2021-12-27,36.289583333333326,-0.032602459,7.79,7.79,7.79,7.79,7.79,7.79,7.79
2021-12-28,25.56583333333334,0.079440757,4.23,4.23,4.23,4.23,4.23,4.23,4.23
2021-12-29,14.55625,0.090599194,15.29,15.29,15.29,15.29,15.29,15.29,15.29
2021-12-30,15.562083333333335,-0.0140613469999999,8.56,8.56,8.56,8.56,8.56,8.56,8.56
2021-12-31,13.623333333333331,0.0209054712,17.37,17.37,17.37,17.37,17.37,17.37,17.37
