date,open_NO2,sate_NO2,"FTI Kidwai Nagar, Kanpur - UPPCB","Nehru Nagar, Kanpur - UPPCB","NSI Kalyanpur, Kanpur - UPPCB"
2021-12-16,25.844583333333333,4311866000000000.0,37.6,163.54,22.31
2021-12-17,16.99666666666667,3302910000000000.0,22.51,133.59,18.48
2021-12-18,12.184166666666668,4860788000000000.0,24.89,141.28,23.41
2021-12-19,17.11,4821320000000000.0,33.41,151.94,23.66
2021-12-20,38.59166666666666,5127944000000000.0,41.15,198.89,29.93
2021-12-21,33.32708333333334,4565120000000000.0,54.32,203.57,39.06
2021-12-22,50.406666666666666,5181456000000000.0,58.46,224.77,34.53
2021-12-23,67.17458333333333,6814450000000000.0,60.2,174.02,45.23
2021-12-24,35.6975,7433980000000000.0,44.43,128.18,27.83
2021-12-25,27.726666666666663,5827146000000000.0,47.24,117.35,21.53
2021-12-26,23.22583333333333,5334080000000000.0,41.28,136.68,25.36
2021-12-27,33.66791666666666,4900822000000000.0,35.8,119.36,21.51
2021-12-28,15.380416666666669,5279738000000000.0,31.63,93.63,18.29
2021-12-29,24.317916666666672,3907047800000000.0,15.99,80.44,14.81
2021-12-30,27.01291666666666,4605098000000000.0,11.51,81.16,10.07
2021-12-31,31.98833333333334,3847091800000000.0,13.76,77.56,13.73
