date,open_NO2,sate_NO2,"Ballygunge, Kolkata - WBPCB","Bidhannagar, Kolkata - WBPCB","Fort William, Kolkata - WBPCB","Jadavpur, Kolkata - WBPCB","Rabindra Bharati University, Kolkata - WBPCB","Victoria, Kolkata - WBPCB"
2021-09-02,34.493750000000006,5307202000000000.0,23.25,19.09,15.25,11.76,21.5,6.98
2021-09-03,42.94791666666666,5008896000000000.0,22.18,18.63,16.77,13.27,18.24,7.0
2021-09-04,41.969166666666666,4967520000000000.0,25.77,20.14,15.81,12.29,21.28,7.06
2021-09-05,21.028333333333336,5123198000000000.0,19.12,15.35,6.95,11.39,18.36,6.95
2021-09-06,20.350416666666664,5159306000000000.0,14.66,10.93,14.36,9.6,15.73,7.01
2021-09-07,23.491666666666664,8141900000000000.0,15.39,12.97,13.67,11.88,15.46,6.94
2021-09-08,31.71708333333333,6001900000000000.0,17.6,14.19,13.06,24.56,16.2,6.99
2021-09-09,43.75666666666667,4360710000000000.0,19.03,18.65,13.8,17.56,18.54,7.0
2021-09-10,35.516666666666666,5639422000000000.0,29.66,25.18,18.87,15.71,19.78,71.6
2021-09-11,17.02291666666667,7509976000000000.0,19.42,17.35,14.91,13.71,19.28,14.91
2021-09-12,14.619583333333336,6652868000000000.0,15.11,13.11,11.42,15.15,16.72,11.42
2021-09-13,21.064583333333328,6365796000000000.0,17.69,12.68,13.28,30.34,15.93,13.28
2021-09-14,23.585000000000004,5016928000000000.0,18.38,13.05,13.94,28.05,15.44,13.94
2021-09-15,20.550000000000008,1.0542814e+16,18.08,15.06,13.36,44.53,16.68,13.36
2021-09-16,37.65041666666666,5338050000000000.0,19.03,14.51,12.33,22.46,16.56,12.33
2021-09-17,36.086666666666666,5516186000000000.0,20.23,14.25,16.6,20.37,16.6,20.23
2021-09-18,60.57625,5814124000000000.0,23.51,20.34,17.37,20.6,17.37,23.51
2021-09-19,60.52041666666665,5809064000000000.0,28.48,28.91,21.31,24.74,21.31,28.48
2021-09-20,36.18666666666667,5608076000000000.0,18.87,19.31,16.84,31.86,16.84,18.87
2021-09-21,23.750416666666663,5501210000000000.0,16.06,13.32,15.81,34.27,15.81,16.06
2021-09-22,31.44583333333334,4258666000000000.0,19.79,15.79,17.47,30.99,17.47,19.79
2021-09-23,24.89125,4594750000000000.0,19.23,18.84,17.79,20.78,17.79,19.23
2021-09-24,62.12666666666666,5132330000000000.0,35.17,35.81,19.73,17.61,19.73,35.17
2021-09-25,34.09458333333334,6956210000000000.0,31.13,30.91,21.98,19.46,21.98,31.13
2021-09-26,17.407500000000002,1502690000000000.0,18.33,18.97,17.0,12.49,17.0,18.33
2021-09-27,25.340833333333336,6093460000000000.0,19.0,17.54,11.19,12.07,16.03,11.19
2021-09-28,20.28625,5941226000000000.0,20.35,13.61,11.75,15.78,14.87,11.75
2021-09-29,20.427916666666672,8338952000000000.0,19.3,13.41,11.76,26.07,16.14,11.76
2021-09-30,20.935416666666665,5932160000000000.0,21.33,16.05,11.75,17.8,18.47,11.75
2021-10-01,33.56583333333334,5692250000000000.0,18.75,16.74,11.78,13.51,18.75,11.78
2021-10-02,23.87625,7659010000000000.0,17.31,16.5,11.76,17.31,17.87,11.76
2021-10-03,30.453333333333333,6111678000000000.0,19.02,17.59,11.73,19.02,18.18,11.73
2021-10-04,31.43875,8155590000000000.0,20.27,20.44,30.03,23.46,18.7,30.03
2021-10-05,37.17166666666667,7362432000000000.0,26.19,29.21,14.09,15.03,26.41,11.28
2021-10-06,43.79833333333334,6483060000000000.0,29.45,30.11,12.97,14.23,25.56,10.13
2021-10-07,61.305,5239492000000000.0,32.3,33.68,12.33,14.74,25.28,22.36
2021-10-08,73.08583333333334,7326420000000000.0,41.71,34.88,14.45,13.68,27.45,10.01
2021-10-09,72.45875,8988110000000000.0,48.51,39.51,15.5,14.01,25.78,9.98
2021-10-10,75.88458333333334,6889848000000000.0,43.61,38.92,12.84,16.77,25.0,31.3
2021-10-11,73.40041666666666,6603160000000000.0,45.68,36.24,12.78,20.97,19.68,9.93
2021-10-12,55.72249999999999,6667388000000000.0,36.76,38.79,13.38,20.5,24.19,33.86
2021-10-13,55.12041666666668,4110478000000000.0,30.73,29.85,13.06,17.37,21.51,9.98
2021-10-14,64.06041666666667,7471216000000000.0,31.53,32.46,11.53,14.6,18.53,11.75
2021-10-15,114.58416666666665,5918780000000000.0,26.24,24.8,9.95,14.61,18.7,13.45
2021-10-16,30.731666666666666,5337640000000000.0,19.99,14.62,10.26,12.66,16.94,13.17
2021-10-17,19.258333333333333,5887036000000000.0,16.18,13.42,9.53,10.48,16.64,10.92
2021-10-18,25.24125,7574462000000000.0,15.19,12.49,9.32,10.66,16.51,10.37
2021-10-19,25.97625,5566410000000000.0,17.54,13.2,9.67,12.01,16.48,10.88
2021-10-20,43.79833333333334,5721590000000000.0,23.64,23.57,9.1,10.57,19.43,11.14
2021-10-21,67.00291666666668,6614672000000000.0,40.61,40.72,20.34,12.12,30.54,13.87
2021-10-22,70.79375,4748990000000000.0,42.15,45.64,18.38,12.64,27.76,18.67
2021-10-23,68.26,6640688000000000.0,55.16,49.39,22.07,16.7,29.23,31.49
2021-10-24,83.18291666666666,7750648000000000.0,42.66,35.43,16.64,11.76,25.22,30.96
2021-10-25,109.84375,6148440000000000.0,46.03,38.9,19.84,15.74,23.24,28.45
2021-10-26,48.77416666666667,7089050000000000.0,49.31,33.59,23.6,22.21,21.32,26.26
2021-10-27,34.022916666666674,6061340000000000.0,28.19,28.1,18.98,18.92,20.29,26.6
2021-10-28,33.080000000000005,7257890000000000.0,34.26,33.66,17.87,16.03,21.26,23.71
2021-10-29,55.77166666666667,6788860000000000.0,35.27,28.13,13.88,14.61,22.26,20.58
2021-10-30,54.43624999999998,7470468000000000.0,41.43,35.91,16.43,16.5,24.08,21.68
2021-10-31,61.51291666666668,5287270000000000.0,44.93,35.84,19.51,16.18,23.17,21.39
2021-11-01,76.52749999999999,7094480000000000.0,57.77,43.41,28.01,14.04,29.48,21.37
2021-11-02,62.66249999999999,7520994000000000.0,55.72,48.48,26.88,16.23,27.68,18.96
2021-11-03,64.77625,5418360000000000.0,48.79,44.7,23.31,15.57,27.58,17.83
2021-11-04,86.65375,6724096000000000.0,55.83,49.56,21.79,35.49,28.15,14.87
2021-11-05,75.55666666666666,7029570000000000.0,37.44,39.72,16.39,29.27,23.48,23.73
2021-11-06,66.09666666666665,6648956000000000.0,54.43,55.82,17.45,29.47,30.88,30.93
2021-11-07,54.87039999999998,4510340000000000.0,48.09,47.2,15.35,28.88,26.67,30.45
2021-11-08,67.06083333333332,7162774000000000.0,54.77,49.5,14.47,67.09,29.31,31.19
2021-11-09,86.18166666666667,5780750000000000.0,58.96,45.41,12.39,44.43,34.64,34.09
2021-11-10,94.53625,7085600000000000.0,66.11,33.45,8.68,41.89,33.45,28.94
2021-11-11,107.97375,6685788000000000.0,59.78,7.07,5.72,46.19,31.44,30.46
2021-11-12,61.23333333333332,6027152000000000.0,48.37,4.21,4.37,36.2,25.88,25.49
2021-11-13,38.19958333333334,5898574000000000.0,33.87,4.03,3.63,29.65,20.47,17.9
2021-11-14,60.80541666666667,5809040000000000.0,25.76,3.26,3.32,27.76,18.81,15.3
2021-11-15,44.51166666666668,6175692000000000.0,36.39,3.58,3.48,30.77,19.26,18.04
2021-11-16,50.88125,4667120000000000.0,55.91,4.98,3.96,29.01,25.33,24.45
2021-11-17,64.19041666666666,6380860000000000.0,64.67,6.11,4.11,34.82,28.91,29.19
2021-11-18,74.785,7098520000000000.0,62.99,5.8,4.43,27.06,26.95,28.69
2021-11-19,79.31249999999999,7740190000000000.0,73.01,6.12,4.79,26.43,31.86,27.67
2021-11-20,82.41083333333333,6951142000000000.0,54.2,4.86,28.0,27.73,29.38,28.0
2021-11-21,78.08500000000001,6459950000000000.0,63.57,5.83,30.36,25.28,33.58,30.36
2021-11-22,108.31625,6526040000000000.0,64.93,7.66,31.4,20.98,38.25,31.4
2021-11-23,106.41750000000002,5056300000000000.0,52.88,8.55,28.83,19.68,29.76,28.83
2021-11-24,69.65875000000001,6837398000000000.0,54.96,8.81,31.04,18.94,22.14,31.04
2021-11-25,84.19625000000003,6084080000000000.0,59.62,8.58,3.99,14.18,26.48,31.93
2021-11-26,67.67500000000003,6996320000000000.0,63.21,8.76,28.76,9.36,25.98,28.76
2021-11-27,63.09041666666666,5991170000000000.0,74.69,9.15,31.13,8.12,29.41,31.13
2021-11-28,64.17583333333334,5939830000000000.0,76.4,9.3,27.86,7.18,30.16,27.86
2021-11-29,72.38666666666667,5918074000000000.0,77.5,9.96,29.89,9.07,31.82,29.89
2021-11-30,64.98958333333336,6117420000000000.0,75.24,27.7,33.33,14.88,27.7,33.33
2021-12-01,66.40333333333334,5314766000000000.0,76.77,33.16,3.59,6.5,33.16,37.52
2021-12-02,145.345,8493180000000000.0,96.25,36.71,40.74,5.49,36.71,40.74
2021-12-03,59.99208333333334,5380820000000000.0,88.01,34.94,38.15,26.83,34.94,38.15
2021-12-04,33.63708333333333,7561984000000000.0,77.95,28.0,35.98,34.23,28.0,35.98
2021-12-05,24.297916666666666,6745104000000000.0,35.52,19.53,16.48,25.16,19.53,16.48
2021-12-06,29.961250000000007,6353698000000000.0,29.39,15.03,3.13,31.82,15.03,14.21
2021-12-07,47.32625,5117906000000000.0,40.71,17.65,3.29,48.08,17.65,14.38
2021-12-08,43.954583333333325,6448318000000000.0,55.89,19.07,3.98,23.5,19.07,20.38
2021-12-09,72.57208333333334,6205548000000000.0,51.24,20.61,4.11,21.03,20.61,24.43
2021-12-10,103.76,5502076000000000.0,66.65,26.27,4.52,75.48,26.27,27.53
2021-12-11,54.094166666666666,1.07e+16,67.01,33.47,5.16,148.85,33.47,29.27
2021-12-12,52.70875,1.29e+16,48.53,20.64,28.62,113.21,20.64,28.62
2021-12-13,74.01374999999999,8567568000000000.0,68.44,44.63,38.43,143.82,38.84,38.43
2021-12-14,74.38583333333332,7044390000000000.0,72.59,40.07,7.23,138.63,36.09,43.32
2021-12-15,79.82666666666667,6664042000000000.0,57.57,43.76,6.46,125.37,36.2,50.77
2021-12-16,77.31291666666668,1.05e+16,47.97,42.18,7.91,118.07,35.93,49.99
2021-12-17,77.47,6633198000000000.0,51.69,37.17,17.53,114.35,40.23,48.89
2021-12-18,61.677083333333314,7118300000000000.0,63.75,44.82,28.36,144.48,48.58,48.56
2021-12-19,49.28,5647780000000000.0,31.33,26.96,26.53,101.09,24.95,39.85
2021-12-20,66.28833333333334,8436348000000000.0,32.87,31.64,26.21,84.73,28.02,45.35
2021-12-21,73.74333333333334,1.17e+16,39.34,42.23,20.39,84.13,33.93,44.14
2021-12-22,73.24375000000002,8128690000000000.0,48.08,46.06,7.56,83.37,34.56,38.64
2021-12-23,78.24125000000002,4905420000000000.0,47.72,47.64,8.31,86.54,43.64,72.05
2021-12-24,170.65,5536290000000000.0,61.14,44.25,9.23,103.39,40.56,70.2
2021-12-25,104.55958333333336,6633370000000000.0,51.03,42.79,9.63,101.6,40.38,50.21
2021-12-26,93.65000000000002,6265582000000000.0,49.91,36.74,9.08,102.85,36.31,68.63
2021-12-27,74.84250000000002,7575660000000000.0,46.62,33.54,8.34,94.56,34.31,51.59
2021-12-28,57.59208333333334,1.6e+16,39.1,27.45,9.86,81.28,30.06,49.34
2021-12-29,61.83375,4853002000000000.0,42.11,29.16,12.43,71.45,30.33,33.14
2021-12-30,66.06124999999999,1.24e+16,39.0,32.67,12.26,73.14,31.11,25.02
2021-12-31,64.14791666666663,5935804000000000.0,35.28,26.86,11.9,69.67,26.97,23.17
