date,open_NO2,sate_NO2,"Buddhi Vihar, Moradabad - UPPCB","Eco Herbal Park, Moradabad - UPPCB","Employment Office, Moradabad - UPPCB"
2021-12-20,46.51708333333334,7692912000000000.0,36.93,36.93,22.68
2021-12-21,26.660833333333333,7498680000000000.0,47.95,47.95,37.06
2021-12-22,46.54291666666668,6609830000000000.0,45.88,45.88,27.37
2021-12-23,45.98999999999999,6102816000000000.0,42.08,42.08,22.01
2021-12-24,61.27666666666668,6631170000000000.0,39.42,39.42,19.2
2021-12-25,36.10791666666668,6941778000000000.0,34.11,34.11,19.59
2021-12-26,24.82625,5887118000000000.0,37.77,37.77,22.48
2021-12-27,25.715000000000003,5781842000000000.0,25.13,25.13,17.0
2021-12-28,27.667500000000004,5682824000000000.0,39.26,39.26,17.86
2021-12-29,24.149583333333336,4379486000000000.0,33.09,33.09,17.08
2021-12-30,16.870416666666667,4811210000000000.0,30.81,30.81,15.17
2021-12-31,16.019166666666667,7198630000000000.0,24.71,24.71,20.02
