date,open_SO2,sate_SO2,"Shrinath Puram, Kota - RSPCB"
2021-02-26,4.957916666666666,0.0357837336,11.08
2021-02-27,4.307499999999999,0.037128687,9.85
2021-02-28,9.450833333333334,0.143757164,10.07
2021-03-01,10.100833333333334,0.0676075614,10.02
2021-03-02,18.38833333333333,0.214884415,10.22
2021-03-03,35.94875,0.1028993344,10.19
2021-03-04,9.270833333333334,0.2705158,9.75
2021-03-05,6.753333333333335,0.0217231224,9.49
2021-03-06,5.375416666666667,0.060331691,10.25
2021-03-07,8.020000000000001,0.327072859,9.66
2021-03-08,4.801249999999999,0.061175894,10.29
2021-03-09,4.753333333333334,0.055647653,9.62
2021-03-10,12.961666666666671,0.0164105346,9.37
2021-03-11,12.745833333333335,-0.075462192,9.46
2021-03-12,11.917083333333336,0.0758665933999999,9.45
2021-03-13,16.90083333333333,0.303616613,9.47
2021-03-14,15.303043478260877,0.0030314374,9.64
2021-03-15,16.93333333333333,0.50758028,9.66
2021-03-16,16.37333333333333,0.128188238,10.85
2021-03-17,15.907083333333334,-0.0004663588,9.82
2021-03-18,15.396249999999997,0.0265097387999999,10.91
2021-03-19,10.969583333333333,0.1272857018,9.63
2021-03-20,7.801666666666666,0.147932842,10.97
2021-03-21,13.034583333333332,0.0640432224,9.88
2021-03-22,8.79875,-0.086494774,9.45
2021-03-23,16.38041666666667,0.067724906,10.25
2021-03-24,14.854166666666671,0.048562199,10.38
2021-03-25,13.840000000000003,0.213148892,10.21
2021-03-26,15.786666666666669,0.304562509,9.73
2021-03-27,7.063333333333333,0.319892287,10.01
2021-03-28,7.005000000000003,0.057426448,10.37
2021-03-29,5.1275,0.013402719,9.77
2021-03-30,3.3704166666666677,0.07504623677506234,8.83
2021-03-31,4.855833333333334,0.080104016,9.16
2021-04-01,13.164583333333333,0.172730789,11.84
2021-04-02,11.82958333333333,0.160087824,10.26
2021-04-03,18.317916666666665,0.219711438,11.28
2021-04-04,16.78625,0.040188077,11.1
2021-04-05,7.951250000000001,0.011458761,9.53
2021-04-06,5.857916666666667,-0.0266252472,9.97
2021-04-07,8.64875,-0.027629614,10.0
2021-04-08,15.885000000000003,-0.023595948,9.86
2021-04-09,16.179166666666664,0.166989446,9.49
2021-04-10,18.96125,0.123099506,9.01
2021-04-11,18.722916666666663,0.03106826,10.77
2021-04-12,15.495000000000005,0.129882678,10.71
2021-04-13,15.967083333333337,0.1606950795999999,12.12
2021-04-14,5.128750000000001,0.145539868,10.27
2021-04-15,8.101666666666668,0.0501340192,10.44
2021-04-16,7.094583333333335,2.14152408,10.13
2021-04-17,5.352916666666666,0.435862601,9.63
2021-04-18,17.387500000000003,1.10931206,10.28
2021-04-19,8.269166666666669,1.51970196,10.42
2021-04-20,4.900833333333333,0.0683419896,9.21
2021-04-21,5.4608333333333325,-0.131105542,10.61
2021-04-22,36.65958333333334,0.1973200274,10.55
2021-04-23,10.143750000000002,0.028898947,9.73
2021-04-24,9.778333333333332,0.033614434,10.57
2021-04-25,12.72625,-0.093884289,12.12
2021-04-26,11.62625,-0.011533201,10.25
2021-04-27,17.374583333333337,0.373006314,10.57
2021-04-28,12.702916666666669,-0.066527508,11.12
2021-04-29,10.9825,-0.0540336602,11.21
2021-04-30,20.916666666666668,-0.143637329,11.85
2021-05-01,19.563749999999995,0.0376266696,10.3
2021-05-02,7.45375,-0.050301727,10.85
2021-05-03,15.6875,0.088617139,10.72
2021-05-04,4.468749999999999,-0.160304308,9.93
2021-05-05,5.952500000000001,0.062630802,9.87
2021-05-06,8.938333333333333,0.0288183214,9.99
2021-05-07,19.20125,0.222638309,9.68
2021-05-08,17.26666666666667,-0.0337368308,12.5
2021-05-09,19.434166666666663,-0.360000014,10.7
2021-05-10,12.422916666666667,-0.026026923,10.23
2021-05-11,7.201666666666668,0.0201188802,9.77
2021-05-12,13.661666666666669,0.0237559423999999,10.25
2021-05-13,23.437500000000004,-0.160581499,9.43
2021-05-14,18.13458333333333,0.042598475,9.31
2021-05-15,14.978750000000003,0.081467954,10.18
2021-05-16,26.17583333333333,0.0157685981999999,10.32
2021-05-17,23.195833333333336,-0.0763718707999999,10.05
2021-05-18,21.195,0.096880941,10.49
2021-05-19,6.5875,0.0892387985999999,10.63
2021-05-20,5.780833333333333,-0.002019491,9.31
2021-05-21,9.445000000000002,0.080134973,11.48
2021-05-22,7.3825,0.0514894667999999,10.57
2021-05-23,6.459583333333334,-0.018155301,9.33
2021-05-24,6.838750000000001,0.046463229,9.02
2021-05-25,6.646250000000001,-0.013770084,9.69
2021-05-26,5.329166666666667,-0.032728955,8.86
2021-05-27,8.155833333333332,-0.105983555,9.65
2021-05-28,7.206666666666667,-0.077660814,9.44
2021-05-29,6.952916666666664,0.017783234,10.55
2021-05-30,6.394166666666666,-0.009911395,9.12
2021-05-31,10.637916666666667,0.0383225586,9.86
2021-06-01,10.097500000000002,-0.013326424,9.77
2021-06-02,17.518749999999994,-0.070042093,9.14
2021-06-03,13.947916666666666,-0.025534838,9.53
2021-06-04,10.253333333333336,0.150000006,9.51
2021-06-05,9.969583333333334,0.087540284,10.14
2021-06-06,11.255416666666669,0.136027396,9.85
2021-06-07,7.519583333333334,0.092008015,10.21
2021-06-08,6.477916666666668,0.078808703,9.51
2021-06-09,5.506666666666667,0.051049286,9.47
2021-06-10,5.7175,0.159538805,9.7
2021-06-11,6.390416666666667,0.067089789,9.3
2021-06-12,4.465416666666665,-0.069928072,9.43
2021-06-13,4.744999999999999,0.2825232214,10.28
2021-06-14,12.91916666666667,-0.05129965,10.52
2021-06-15,7.684166666666665,0.108091183,9.77
2021-06-16,10.195,0.0612786944,9.31
2021-06-17,9.7325,0.0172433786,10.16
2021-06-18,9.597916666666665,0.0737776678,9.66
2021-06-19,4.923333333333334,0.1137633481999999,9.22
2021-06-20,7.547916666666665,-0.040054493,9.58
2021-06-21,6.383750000000002,0.0617107471999999,9.85
2021-06-22,5.849583333333334,0.075057231,9.48
2021-06-23,4.888333333333333,0.1024815895999999,9.51
2021-06-24,6.199166666666668,0.027167866,10.49
2021-06-25,6.317916666666665,0.0523014711999999,9.86
2021-06-26,6.07375,-0.204938412,10.26
2021-06-27,4.961666666666667,0.004098759,10.15
2021-06-28,6.560833333333335,0.000228611,10.85
2021-06-29,6.039999999999999,0.009304242,10.66
2021-06-30,6.648333333333333,0.029999999,9.51
2021-07-01,7.092500000000001,-0.047727276,9.76
2021-07-02,7.547499999999999,0.1534665708,8.69
2021-07-03,6.388333333333335,0.0251521938,10.9
2021-07-04,8.149999999999999,0.0671036055999999,10.32
2021-07-05,7.762083333333334,0.310000002,10.08
2021-07-06,6.510833333333333,0.010000001,10.63
2021-07-07,6.79,0.095114179,9.58
2021-07-08,7.2200000000000015,-0.029999999,8.9
2021-07-09,11.427916666666668,0.4484513676,11.35
2021-07-10,20.2725,0.0363228787999999,10.58
2021-07-11,48.022500000000015,0.0445094778,9.6
2021-07-12,26.652916666666663,0.010513999,9.71
2021-07-13,27.53708333333334,0.042377614,11.39
2021-07-14,42.39416666666667,0.0353526266,10.77
2021-07-15,27.133333333333336,0.1036909868,9.65
2021-07-16,14.119166666666668,0.060193911,9.89
2021-07-17,9.254166666666668,0.0973600846,9.29
2021-07-18,8.706666666666667,0.0232984434,9.93
2021-07-19,11.998333333333337,0.0589615376,9.07
2021-07-20,6.4745833333333325,0.0112377234,8.89
2021-07-21,5.107083333333333,0.0329923342,9.35
2021-07-22,8.75875,0.0689042108,10.01
2021-07-23,5.307083333333333,0.0483706548,8.81
2021-07-24,11.159999999999998,0.2433353692,9.18
2021-07-25,5.956666666666668,0.0563334088,9.78
2021-07-26,5.857083333333332,0.103680632,9.6
2021-07-27,5.182916666666666,0.0561131795999999,9.48
2021-07-28,5.972083333333333,0.0374847874,8.3
2021-07-29,5.616666666666666,0.0835948973999999,10.12
2021-07-30,3.678750000000001,0.1031641602,9.51
2021-07-31,1.8079166666666664,-0.2741224326,9.32
2021-08-01,2.470833333333333,0.1053784209999999,29.36
2021-08-02,1.845833333333333,0.1250403259999999,11.93
2021-08-03,1.93375,0.0062757246,15.37
2021-08-04,2.2208333333333337,-0.0067203551999999,10.31
2021-08-05,3.945,0.027645573,9.83
2021-08-06,3.846666666666667,-0.0125165988,10.2
2021-08-07,2.9450000000000003,0.0621444532,9.03
2021-08-08,4.192083333333334,-0.0809457666,9.78
2021-08-09,5.37375,0.0824442862,10.13
2021-08-10,8.047083333333335,0.0773149068,9.43
2021-08-11,6.792083333333333,-0.0580094046,9.32
2021-08-12,4.334166666666666,0.129826425,9.04
2021-08-13,6.269583333333333,0.043202061,9.72
2021-08-14,5.402500000000001,0.02065694,9.53
2021-08-15,4.79875,0.1120191062,9.69
2021-08-16,7.758333333333334,-0.027743999,9.84
2021-08-17,5.681666666666668,0.100000001,9.47
2021-08-18,5.245000000000001,0.050000001,9.9
2021-08-19,3.399999999999999,0.0948236762,9.51
2021-08-20,4.189166666666666,0.0929711326,10.49
2021-08-21,7.672500000000002,0.0273888034,9.68
2021-08-22,6.9075000000000015,0.0404031858,9.22
2021-08-23,5.809166666666666,0.0789530463999999,9.97
2021-08-24,6.7679166666666655,-0.002499999,9.53
2021-08-25,6.616250000000001,0.047823554,9.53
2021-08-26,7.24875,-0.202828793,9.62
2021-08-27,9.964583333333335,0.1277804852,9.52
2021-08-28,12.413333333333334,-0.0659674344,9.62
2021-08-29,8.73625,-0.0864228749999999,9.24
2021-08-30,12.014166666666668,0.1065904891999999,9.7
2021-08-31,32.49958333333334,-0.0489922074,10.29
2021-09-01,32.95166666666666,0.0836194515999999,10.38
2021-09-02,18.683333333333334,0.1498306692,10.23
2021-09-03,9.890833333333331,-0.0656414177999999,9.35
2021-09-04,10.459166666666668,0.0891142149999999,9.79
2021-09-05,12.841249999999995,-0.0290679975999999,9.72
2021-09-06,40.15583333333334,0.092510759,9.46
2021-09-07,10.593333333333332,-0.0105084844,10.76
2021-09-08,16.367916666666666,0.0260755548,9.9
2021-09-09,37.327916666666674,0.0881317171999999,10.33
2021-09-10,58.28416666666666,0.0228295653999999,10.99
2021-09-11,18.60666666666667,0.0001554485999999,9.47
2021-09-12,12.93041666666666,0.0345563501999999,9.45
2021-09-13,25.349583333333342,-0.0064811532,10.51
2021-09-14,8.831666666666667,0.0859743014,9.19
2021-09-15,7.023333333333334,0.2048664296,9.33
2021-09-16,9.084583333333333,0.05479786,9.15
2021-09-17,5.864999999999999,0.0822169082,9.01
2021-09-18,6.114166666666665,0.056152609,8.49
2021-09-19,15.51875,0.153011068,9.83
2021-09-20,15.862916666666663,0.058701124,10.07
2021-09-21,17.230833333333333,0.0122251574,9.47
2021-09-22,32.739583333333336,0.020701732,9.48
2021-09-23,28.600416666666664,0.329917669,10.27
2021-09-24,11.212083333333332,0.000557779,10.53
2021-09-25,8.104583333333332,0.2620117528,10.25
2021-09-26,16.869999999999997,0.1281142488,10.46
2021-09-27,18.66416666666667,0.101520864,10.13
2021-09-28,12.9825,-0.109999999,9.35
2021-09-29,9.676250000000003,0.0152725886,8.44
2021-09-30,29.02750000000001,0.057489742,9.07
2021-10-01,46.36833333333331,0.109999999,9.07
2021-10-02,9.930833333333334,-0.0098833324,8.42
2021-10-03,8.075416666666667,0.066305429,8.68
2021-10-04,16.11875,-0.0472279584,8.62
2021-10-05,16.88583333333333,0.2496732277999999,9.76
2021-10-06,12.18875,0.046705083,9.62
2021-10-07,22.461666666666662,-0.389999986,9.97
2021-10-08,40.65916666666667,0.0534922095999999,10.52
2021-10-09,5.1375,0.039671127,9.37
2021-10-10,10.27625,0.14421697,9.53
2021-10-11,32.00083333333334,0.0701100126,10.06
2021-10-12,9.565833333333336,0.049708318,11.44
2021-10-13,9.67125,0.0498928897999999,9.95
2021-10-14,9.369583333333331,0.171186686,10.48
2021-10-15,12.169166666666667,0.1986328902,9.53
2021-10-16,10.68625,0.180528328,9.19
2021-10-17,17.60083333333333,0.1107875699999999,9.7
2021-10-18,8.672083333333335,0.1700920178,9.8
2021-10-19,7.629583333333333,0.038829688,9.39
2021-10-20,5.490000000000001,0.0030230289999999,9.53
2021-10-21,4.837916666666667,0.152264103,9.68
2021-10-22,6.183333333333334,0.0595428593999999,9.45
2021-10-23,6.603333333333334,0.1326501986,9.22
2021-10-24,8.09416666666667,0.0606757636,10.87
2021-10-25,14.833333333333334,0.370000005,10.32
2021-10-26,13.717499999999996,0.052008323,10.09
2021-10-27,11.612083333333333,0.1194691423999999,10.71
2021-10-28,23.057083333333328,-0.00130997,9.97
2021-10-29,16.6225,0.0069504622,9.46
2021-10-30,7.977916666666668,-0.058728322,11.24
2021-10-31,11.691666666666668,0.195129339,9.42
2021-11-01,19.37125,0.452255756,9.57
2021-11-02,15.306666666666665,0.171069846,10.04
2021-11-03,16.47208333333333,0.049501006,10.77
2021-11-04,29.250833333333336,0.196057558,14.72
2021-11-05,21.33333333333333,-0.0028339059999999,11.95
2021-11-06,12.329583333333332,0.340000004,10.81
2021-11-07,28.556000000000004,-0.0282297962,11.2
2021-11-08,16.7725,-0.446918249,10.84
2021-11-09,27.35833333333333,-0.0434222306,10.52
2021-11-10,17.070416666666663,0.0119308456,10.43
2021-11-11,26.907499999999995,-0.011251758,10.6
2021-11-12,10.255416666666669,0.0159875826,11.46
2021-11-13,9.502083333333337,-0.18054533,11.3
2021-11-14,12.113333333333332,0.0562425648,11.2
2021-11-15,13.258333333333336,0.1640074434,11.26
2021-11-16,13.462916666666668,0.0590669404,11.37
2021-11-17,12.370416666666667,0.1444130198,10.96
2021-11-18,15.342083333333337,-0.0473390278,12.37
2021-11-19,11.715000000000002,0.0582211949999999,9.82
2021-11-20,10.489166666666668,0.0644285768,9.58
2021-11-21,9.59416666666667,0.0250672694,9.56
2021-11-22,12.20375,-0.19789505,9.53
2021-11-23,41.59916666666667,0.0757754014,9.53
2021-11-24,15.34291666666667,0.170974165,9.45
2021-11-25,21.044166666666666,0.0787773136,9.03
2021-11-26,36.42125,0.275228679,9.5
2021-11-27,18.19291666666666,-0.065789074,9.82
2021-11-28,15.674999999999995,0.1868958224,10.64
2021-11-29,20.32708333333333,-0.140698165,10.3
2021-11-30,13.221666666666671,0.0823580985999999,9.57
2021-12-01,10.435833333333331,0.0556170668,9.73
2021-12-02,9.11208333333333,0.0741076761999999,9.19
2021-12-03,8.47375,-0.368057698,9.17
2021-12-04,17.644166666666667,0.034700435,9.71
2021-12-05,12.838333333333336,-0.25999999,10.18
2021-12-06,6.419999999999998,0.0315518146,9.04
2021-12-07,9.99,0.07504623677506234,10.87
2021-12-08,16.24416666666667,0.113788359,10.93
2021-12-09,18.798333333333336,0.2043196446,10.68
2021-12-10,11.661666666666669,0.360000014,9.31
2021-12-11,16.408749999999998,0.0211861509999999,10.33
2021-12-12,13.69375,0.451570094,9.75
2021-12-13,16.412916666666664,-0.031206081,9.92
2021-12-14,13.369583333333331,0.1215980546,9.46
2021-12-15,10.806666666666665,0.282953423,9.67
2021-12-16,18.515833333333333,0.0787354816,9.63
2021-12-17,7.019166666666671,-0.0499838216,9.85
2021-12-18,8.06541666666667,0.0286246025999999,12.03
2021-12-19,27.01541666666667,0.547024906,12.83
2021-12-20,36.024166666666666,0.207354128,11.86
2021-12-21,58.41458333333335,0.738390923,12.09
2021-12-22,41.57416666666667,0.268060058,11.34
2021-12-23,26.443750000000005,0.0973067378,9.24
2021-12-24,14.457083333333328,0.754908264,9.55
2021-12-25,14.269583333333337,0.1403173798,10.16
2021-12-26,14.724583333333335,0.2136391203999999,10.12
2021-12-27,17.685000000000002,0.0479373886,9.54
2021-12-28,10.107916666666666,0.075963428,9.45
2021-12-29,8.478333333333332,-0.160040662,9.81
2021-12-30,13.20375,0.0162793849999999,9.21
2021-12-31,13.35,-0.359937817,10.09
