date,open_SO2,sate_SO2,"Bandra Kurla Complex, Mumbai - IITM","Bandra, Mumbai - MPCB","Borivali East, Mumbai - IITM","Borivali East, Mumbai - MPCB","Chakala-Andheri East, Mumbai - IITM",Chhatrapati Shivaji Intl,"Colaba, Mumbai - MPCB","Deonar, Mumbai - IITM","Kandivali East, Mumbai - MPCB","Khindipada-Bhandup West, Mumbai - IITM","Kurla, Mumbai - MPCB","Malad West, Mumbai - IITM","Mazgaon, Mumbai - IITM","Mulund West, Mumbai - MPCB","Navy Nagar-Colaba, Mumbai - IITM","Powai, Mumbai - MPCB","Siddharth Nagar-Worli, Mumbai - IITM","Sion, Mumbai - MPCB","Vasai West, Mumbai - MPCB","Vile Parle West, Mumbai - MPCB"
2021-01-03,50.41624999999999,0.2122020184,4.87,15.65,4.08,4.08,7.2,6.53,0.78,25.24,18.55,4.63,38.3,3.3,10.59,12.74,4.47,9.57,10.59,11.5,17.22,15.18
2021-01-04,69.98666666666668,0.0264859019999999,2.55,15.3,4.32,4.32,5.31,8.82,12.06,24.16,16.25,4.48,38.39,7.28,4.47,15.01,5.34,9.61,4.47,8.26,17.12,18.99
2021-01-05,58.492916666666645,0.0040845633999999,1.39,14.88,4.06,4.06,2.27,7.5,12.22,20.23,16.33,4.84,36.7,6.6,11.4,14.93,4.97,10.25,11.4,4.96,16.72,21.2
2021-01-06,48.767500000000005,0.0040403732,6.23,15.1,4.3,4.3,13.01,6.55,11.66,13.2,18.52,4.74,40.14,7.0,10.73,4.74,5.19,5.6,10.73,5.4,16.77,22.97
2021-01-07,72.33041666666666,-0.262376189,1.2,15.2,4.91,4.91,10.14,20.78,12.85,9.41,17.74,4.49,38.64,3.16,4.62,15.42,4.83,3.88,4.62,6.51,17.4,21.55
2021-01-08,50.13666666666666,-0.152203463,0.74,15.52,4.83,4.83,25.4,23.34,8.63,43.25,13.05,0.97,34.62,7.51,2.96,11.78,5.58,1.85,2.96,8.41,17.29,18.89
2021-01-09,35.37624999999999,0.2721615104,1.68,15.54,4.9,4.9,10.77,17.89,7.19,13.7,13.04,1.35,33.93,3.22,3.02,10.83,1.83,1.43,3.02,11.08,17.34,19.95
2021-01-10,38.42041666666667,-0.0460419054,4.47,15.58,4.25,4.25,11.78,17.39,9.33,48.35,12.87,1.43,32.16,6.24,6.46,10.56,2.14,2.15,6.46,9.53,16.96,21.6
2021-01-11,48.728333333333325,-0.150213331,2.44,15.41,3.88,3.88,36.57,21.61,10.13,14.67,13.91,1.36,31.54,6.77,2.3,11.33,3.45,2.08,2.3,10.48,16.85,19.52
2021-01-12,34.77,0.0531701722,8.17,15.37,4.0,4.0,10.21,20.66,10.07,15.83,13.79,1.51,33.91,3.27,9.8,11.37,2.31,3.16,9.8,12.87,16.8,18.16
2021-01-13,35.17624999999999,-0.0808465868,2.89,15.76,3.77,3.77,32.24,18.19,12.8,20.17,14.97,1.97,33.15,7.26,8.53,13.13,3.28,2.63,8.53,6.18,16.64,23.89
2021-01-14,51.73791666666665,0.0248918141999999,2.27,15.47,3.83,3.83,25.25,13.0,11.67,13.76,14.58,1.96,36.64,3.33,11.11,14.17,5.57,4.01,11.11,3.54,16.7,24.66
2021-01-15,56.647916666666674,-0.264660954,8.41,15.01,3.9,3.9,7.28,13.42,10.71,17.21,12.96,1.74,34.1,2.74,8.22,11.48,5.07,2.58,8.22,5.26,17.53,23.87
2021-01-16,67.47333333333333,0.345259011,3.81,14.5,3.69,3.69,8.08,14.58,8.3,30.42,14.14,4.07,34.75,6.97,3.88,12.03,11.21,3.03,3.88,4.8,3.69,26.54
2021-01-17,60.82666666666668,-0.0812921107999999,4.4,15.07,3.57,3.57,22.9,13.11,3.48,7.68,14.19,2.09,35.11,2.9,3.69,13.22,7.16,3.49,3.69,3.18,3.57,27.66
2021-01-18,54.102083333333326,-1.02019298,3.61,14.92,3.63,3.63,6.87,14.08,3.76,9.88,11.17,4.27,34.05,3.2,8.57,11.69,1.42,1.55,8.57,4.02,3.63,24.67
2021-01-19,67.56291666666665,0.0354942828,3.09,14.71,4.13,4.13,24.15,17.96,3.23,24.16,17.54,6.68,36.17,3.08,5.06,14.13,13.98,4.84,5.06,11.17,23.3,33.3
2021-01-20,54.37083333333334,-0.080121897,2.16,14.97,4.02,4.02,9.85,15.31,6.2,25.71,14.27,2.26,35.91,3.09,4.25,15.18,11.85,3.22,4.25,7.24,25.05,29.87
2021-01-21,68.50583333333333,-0.0212941408,2.42,14.15,3.91,3.91,21.24,17.76,10.04,10.21,19.61,2.76,42.36,3.22,4.05,15.24,17.98,5.84,4.05,10.5,24.51,29.03
2021-01-22,56.89458333333332,0.0546934188,3.63,14.39,4.03,4.03,7.69,15.38,9.01,14.18,15.42,2.25,47.75,3.08,4.76,14.19,15.47,5.16,4.76,5.42,24.53,26.61
2021-01-23,49.327916666666674,0.2625857,1.53,14.7,4.48,4.48,12.49,18.01,15.26,24.12,21.74,2.95,51.04,3.1,6.73,14.97,8.1,5.68,6.73,13.19,24.5,26.45
2021-01-24,44.9725,0.106592149,3.0,14.14,3.89,3.89,20.63,15.81,11.04,12.2,15.81,2.3,45.1,2.92,3.04,15.87,11.61,3.76,3.04,5.12,23.87,20.63
2021-01-25,61.433333333333344,0.112555236,1.27,13.98,3.82,3.82,8.44,9.36,10.21,24.6,14.72,2.32,46.25,2.9,3.71,16.49,14.43,3.92,3.71,6.36,23.91,7.7
2021-01-26,61.85799999999999,-0.1139017141999999,1.31,14.05,3.65,3.65,17.05,7.53,11.46,9.81,15.33,2.65,48.48,6.96,10.12,15.08,13.46,4.89,10.12,4.74,23.73,5.11
2021-01-27,42.4375,-0.174653351,1.76,13.97,3.7,3.7,5.88,9.68,8.26,25.87,14.14,2.05,48.0,2.96,10.3,14.13,4.9,3.75,10.3,5.15,23.75,4.22
2021-01-28,55.14958333333333,0.2469946698,1.8,14.17,3.6,3.6,7.38,9.53,8.48,7.72,14.57,2.02,46.65,3.02,6.32,14.74,4.99,4.14,6.32,6.81,23.94,6.28
2021-01-29,63.98708333333333,-0.0129550539999999,1.39,14.46,3.68,3.68,5.97,14.03,7.71,21.79,14.39,5.13,47.28,3.12,10.12,16.38,11.69,3.95,10.12,8.5,24.23,4.21
2021-01-30,38.51583333333334,-0.2960609449999999,3.61,14.09,3.62,3.62,10.79,16.19,13.13,8.41,15.0,6.01,40.55,3.45,4.56,16.93,12.33,4.54,4.56,12.34,24.03,3.33
2021-01-31,35.8225,0.360000014,6.43,14.63,3.45,3.45,11.32,15.28,10.0,27.22,15.1,2.52,31.04,2.96,11.43,2.52,6.46,5.62,11.43,18.24,23.58,5.07
2021-02-01,41.93291666666667,0.520695984,2.09,14.17,3.76,3.76,9.38,16.21,7.18,24.26,15.57,6.77,36.97,3.24,8.96,16.64,13.73,6.47,8.96,9.84,23.42,2.4
2021-02-02,54.88583333333335,0.0495148532,2.34,14.06,3.78,3.78,21.64,17.81,11.9,12.25,16.65,2.42,45.69,7.14,12.27,15.91,14.82,6.6,12.27,3.54,23.43,2.53
2021-02-03,62.94249999999999,0.232612371,6.0,14.21,3.63,3.63,14.48,26.12,17.48,22.37,18.35,2.6,44.01,3.55,15.56,17.12,17.27,6.38,15.56,4.66,23.81,3.03
2021-02-04,59.455000000000005,-0.1394264801999999,1.96,14.39,3.61,3.61,5.31,19.45,22.08,28.61,29.4,2.44,40.38,3.16,12.17,18.18,18.67,7.17,12.17,6.59,24.43,2.17
