date,open_SO2,sate_SO2,"Alipur, Delhi - DPCC","Anand Vihar, Delhi - DPCC","Ashok Vihar, Delhi - DPCC","Aya Nagar, Delhi - IMD","Bawana, Delhi - DPCC","Burari Crossing, Delhi - IMD","Chandni Chowk, Delhi - IITM","CRRI Mathura Road, Delhi - IMD",Dr,"DTU, Delhi - CPCB","Dwarka-Sector 8, Delhi - DPCC ","East Arjun Nagar, Delhi - CPCB","IGI Airport (T3), Delhi - IMD","IHBAS, Dilshad Garden, Delhi - CPCB","ITO, Delhi - CPCB","Jahangirpuri, Delhi - DPCC","Jawaharlal Nehru Stadium, Delhi - DPCC","Lodhi Road, Delhi - IITM","Lodhi Road, Delhi - IMD","Major Dhyan Chand National Stadium, Delhi - DPCC","Mandir Marg, Delhi - DPCC","Mundka, Delhi - DPCC","Najafgarh, Delhi - DPCC","Narela, Delhi - DPCC","Nehru Nagar, Delhi - DPCC","North Campus, DU, Delhi - IMD","NSIT Dwarka, Delhi - CPCB","Okhla Phase-2, Delhi - DPCC","Patparganj, Delhi - DPCC","Punjabi Bagh, Delhi - DPCC","Pusa, Delhi - DPCC","Pusa, Delhi - IMD","R K Puram, Delhi - DPCC","Rohini, Delhi - DPCC","Shadipur, Delhi - CPCB","Sirifort, Delhi - CPCB","Sonia Vihar, Delhi - DPCC","Sri Aurobindo Marg, Delhi - DPCC","Vivek Vihar, Delhi - DPCC","Wazirpur, Delhi - DPCC"
2020-12-04,79.19625,0.3980000116,14.53,23.92,23.83,16.36,10.08,12.82,29.98,30.03,30.03,4.61,9.34,30.6,9.34,13.95,29.98,12.82,29.35,29.35,29.35,17.91,23.01,15.37,9.04,12.9,20.57,23.83,21.74,30.03,11.31,7.98,19.66,19.66,16.36,8.08,13.9,33.37,14.25,8.43,25.98,26.48
2020-12-05,50.58541666666665,0.039999999,16.99,42.4,20.33,15.58,7.95,10.37,5.15,23.67,23.67,5.96,14.23,47.47,14.23,10.93,23.9,10.37,30.54,13.96,30.54,15.14,20.29,20.2,15.15,19.96,16.85,20.33,16.43,23.67,9.98,13.16,20.23,20.23,15.58,6.38,17.5,33.3,13.48,5.87,34.62,28.56
2020-12-06,60.44916666666668,-0.4659999931999999,17.44,37.56,29.58,10.92,4.68,11.64,2.96,20.8,20.8,5.37,9.9,49.11,9.9,12.12,24.11,11.64,25.45,4.16,25.45,16.36,20.14,20.2,13.58,19.87,18.28,29.58,9.65,20.8,8.94,15.58,20.52,20.52,10.92,8.31,18.88,31.74,20.54,8.38,55.72,39.36
2020-12-07,63.86625,0.167999998,15.92,11.05,16.25,10.66,4.61,8.79,1.68,19.79,19.79,3.95,9.12,21.61,9.12,12.54,15.67,8.79,24.85,7.76,24.85,15.35,21.1,15.98,9.75,14.71,14.16,16.25,10.76,19.79,5.63,8.99,22.37,22.37,10.66,6.4,14.93,20.48,11.62,7.86,23.5,23.06
2020-12-08,159.66083333333333,-0.0679999988,13.71,11.91,16.8,12.19,4.17,8.46,3.41,15.89,15.89,3.45,7.35,23.05,7.35,12.24,14.1,8.46,26.21,4.0,26.21,14.51,19.67,13.91,4.98,6.86,12.53,16.8,9.51,15.89,6.47,5.36,18.41,18.41,12.19,6.17,11.92,15.14,11.5,8.86,26.83,20.27
2020-12-09,109.335,0.177999998,15.5,9.57,19.41,13.82,4.78,9.66,3.37,15.86,15.86,4.0,7.02,18.73,7.02,7.61,13.33,9.66,24.08,3.32,24.08,14.99,14.66,13.96,6.11,8.21,14.1,19.41,10.61,15.86,5.17,7.12,18.1,18.1,13.82,7.4,16.97,16.25,12.5,10.17,20.13,26.39
2020-12-10,87.67,1.24000001,17.63,13.45,21.1,16.78,5.22,10.69,9.83,15.25,15.25,5.2,8.56,19.45,8.56,8.41,18.17,10.69,26.1,3.53,26.1,15.21,17.86,14.29,5.56,12.55,14.76,21.1,11.51,15.25,5.29,6.13,16.79,16.79,16.78,7.26,15.69,17.09,13.13,10.07,22.09,34.84
2020-12-11,82.03583333333334,-0.037999992,17.0,14.01,18.91,14.72,5.49,10.07,4.06,15.81,15.81,4.86,9.17,21.72,9.17,9.22,15.56,10.07,25.91,2.51,25.91,14.88,19.57,17.27,11.41,12.05,15.23,18.91,14.84,15.81,6.74,8.55,16.82,16.82,14.72,6.41,14.05,21.86,12.46,9.19,19.84,29.99
2020-12-12,90.32124999999998,-0.057999998,10.72,20.02,21.16,10.42,1.92,7.48,1.75,11.82,11.82,3.51,3.21,16.93,3.21,7.43,8.89,7.48,24.23,3.02,24.23,12.12,18.3,7.79,4.9,3.13,11.07,21.16,8.49,11.82,4.16,7.96,14.85,14.85,10.42,2.19,8.21,29.06,8.99,4.83,17.76,17.88
2020-12-13,37.00458333333334,0.5580000230000001,9.9,12.46,20.95,7.25,1.56,6.79,2.6,12.75,12.75,3.37,2.41,23.61,2.41,8.18,8.48,6.79,26.35,2.69,26.35,10.84,17.86,6.33,3.18,1.47,10.1,20.95,7.41,12.75,3.89,5.26,14.08,14.08,7.25,1.65,6.57,22.0,8.13,4.96,21.45,16.17
2020-12-14,66.22083333333335,-0.209999993,14.48,11.97,27.24,8.49,7.06,8.69,1.89,14.57,14.57,3.69,1.99,31.21,1.99,14.5,11.51,8.69,22.83,3.11,22.83,14.51,20.86,6.96,3.04,7.99,10.84,27.24,8.12,14.57,11.98,6.65,14.63,14.63,8.49,3.95,7.56,17.29,11.67,5.93,25.84,19.12
2020-12-15,59.13833333333332,0.0500000004,20.96,20.89,47.03,25.89,10.52,11.91,1.78,25.13,25.13,10.3,6.61,35.47,6.61,18.87,25.9,11.91,33.57,13.04,33.57,18.89,16.87,9.91,2.74,14.45,19.4,47.03,9.62,25.13,12.2,23.13,33.98,33.98,25.89,7.5,13.65,20.47,14.64,19.32,31.47,28.56
2020-12-16,45.16,-0.189999998,10.66,13.36,22.13,8.53,9.27,7.22,3.44,13.78,13.78,4.12,2.46,23.72,2.46,12.42,9.62,7.22,24.46,3.81,24.46,10.5,7.47,8.07,3.69,2.39,9.88,22.13,9.18,13.78,6.23,5.82,18.74,18.74,8.53,2.55,6.82,18.43,8.03,6.2,22.76,18.56
2020-12-17,40.9975,-0.0180000009999999,10.0,10.81,21.26,9.94,8.91,6.69,12.54,13.29,13.29,3.53,2.59,14.33,2.59,8.04,5.58,6.69,23.96,2.78,23.96,13.37,8.5,7.53,4.53,1.47,11.85,21.26,9.18,13.29,2.78,6.78,18.34,18.34,9.94,2.71,5.62,16.64,8.78,6.0,14.09,18.18
2020-12-18,39.925416666666656,0.230000004,13.22,14.78,25.26,10.37,10.28,8.13,3.81,16.86,16.86,4.67,5.22,22.32,5.22,9.5,11.04,8.13,25.19,3.74,25.19,15.02,8.71,9.78,6.18,4.1,13.04,25.26,9.96,16.86,4.94,8.61,19.57,19.57,10.37,9.01,8.14,17.44,12.1,7.19,18.0,20.27
2020-12-19,34.491249999999994,0.07,13.47,18.81,21.17,13.3,7.72,8.76,3.86,15.93,15.93,5.51,5.41,22.16,5.41,8.76,13.14,8.76,25.58,3.17,25.58,17.38,10.99,11.9,8.77,5.87,15.06,21.17,9.08,15.93,5.92,4.8,19.12,19.12,13.3,8.17,9.07,18.6,13.08,9.39,18.92,22.31
2020-12-20,35.137083333333344,2.5999999930803597e-09,14.87,16.47,24.37,16.15,7.52,9.35,13.99,16.97,16.97,6.6,8.2,24.82,8.2,9.84,15.26,9.35,25.7,4.02,25.7,18.26,10.24,12.9,9.77,8.11,16.0,24.37,12.51,16.97,6.47,8.34,21.54,21.54,16.15,11.98,9.65,19.5,16.27,10.16,18.36,22.04
2020-12-21,85.55291666666665,0.01,24.47,22.05,32.27,26.25,7.65,14.39,4.85,21.15,21.15,8.42,9.1,30.56,9.1,16.57,27.05,14.39,35.17,3.39,35.17,22.45,13.06,13.09,9.54,14.81,22.66,32.27,12.59,21.15,10.39,22.32,31.45,31.45,26.25,13.23,17.7,20.41,21.14,14.11,28.49,32.46
2020-12-22,90.40166666666669,-0.0299999979999999,17.53,21.34,21.84,23.92,8.53,11.69,10.48,19.18,19.18,5.78,9.42,27.88,9.42,13.89,22.86,11.69,34.04,4.89,34.04,20.74,18.84,13.65,9.89,13.21,17.94,21.84,15.26,19.18,8.24,19.0,28.06,28.06,23.92,10.03,16.12,19.33,13.63,14.83,20.75,29.9
2020-12-23,90.24125,-0.01,14.6,20.25,35.03,23.05,9.0,11.57,13.89,18.73,18.73,5.15,15.08,31.85,15.08,20.02,26.11,11.57,34.39,5.76,34.39,21.84,21.86,19.73,8.18,7.12,17.84,35.03,18.23,18.73,9.11,21.35,26.28,26.28,23.05,10.17,15.4,20.64,20.18,10.91,27.86,34.24
2020-12-24,57.07250000000001,-0.1139999978,12.13,21.87,25.51,20.97,8.28,8.72,17.38,24.2,24.2,7.07,6.47,33.6,6.47,18.02,23.1,8.72,28.67,5.69,28.67,23.71,22.04,11.63,6.66,5.74,22.5,25.51,14.11,24.2,17.12,10.3,21.48,21.48,20.97,5.44,11.74,21.22,14.12,10.18,28.09,24.96
2020-12-25,46.99875,-0.2519999974,11.1,13.42,20.11,17.13,7.16,8.25,6.35,12.42,12.42,10.03,12.04,19.44,12.04,9.19,11.97,8.25,20.75,3.21,20.75,17.8,18.57,10.88,6.38,5.07,13.16,20.11,11.45,12.42,4.69,8.05,17.01,17.01,17.13,5.2,7.12,15.97,11.19,7.8,21.18,22.98
2020-12-26,57.39958333333334,0.280000001,10.84,13.67,20.93,19.05,6.33,7.77,6.23,15.51,15.51,10.17,12.1,22.74,12.1,10.56,10.48,7.77,25.14,2.81,25.14,17.85,18.63,10.06,6.64,6.5,11.32,20.93,12.11,15.51,4.67,9.37,19.62,19.62,19.05,6.94,7.03,13.53,11.21,7.71,20.15,23.77
2020-12-27,42.11958333333333,-0.1100000016,11.57,13.52,27.14,14.99,5.36,6.81,6.57,20.56,20.56,10.87,12.54,34.1,12.54,13.58,23.88,6.81,24.74,6.41,24.74,21.22,16.88,10.46,8.67,8.77,15.17,27.14,13.01,20.56,11.17,15.13,24.56,24.56,14.99,7.09,10.33,14.42,13.51,10.67,28.7,25.45
2020-12-28,60.05125,-0.059999999,13.57,16.52,28.67,16.58,6.1,6.72,5.25,17.36,17.36,10.61,13.01,25.94,13.01,11.8,21.63,6.72,22.61,2.96,22.61,21.61,17.69,10.24,5.45,5.59,14.28,28.67,10.27,17.36,6.23,10.36,21.88,21.88,16.58,4.03,4.85,7.25,16.67,7.31,31.53,23.18
2020-12-29,40.64,0.7920000295999999,10.03,16.27,23.29,13.79,6.2,6.07,8.98,15.34,15.34,10.36,11.47,23.21,11.47,9.35,11.19,6.07,20.83,3.97,20.83,19.07,18.25,9.37,6.17,4.72,10.36,23.29,9.52,15.34,5.69,10.0,17.16,17.16,13.79,3.61,6.18,4.07,11.72,10.7,26.38,21.61
2020-12-30,47.33625000000001,-0.25,7.27,12.25,19.9,11.59,5.64,5.99,2.97,13.45,13.45,10.2,9.22,17.34,9.22,8.63,6.26,5.99,19.28,3.26,19.28,15.92,19.32,8.61,4.66,2.81,10.5,19.9,8.33,13.45,2.65,7.32,17.4,17.4,11.59,2.97,6.16,3.34,8.33,7.3,20.05,18.25
2020-12-31,96.20208333333332,0.1399999978,8.78,15.1,22.34,14.13,4.91,6.45,3.72,11.43,11.43,11.12,9.7,16.29,9.7,10.12,8.53,6.45,21.04,3.9,21.04,16.94,17.53,8.8,5.71,3.73,12.1,22.34,10.14,11.43,4.08,11.27,18.04,18.04,14.13,3.7,8.38,3.92,9.97,7.99,17.6,22.0
2021-01-01,138.47291666666666,0.388000016,10.19,25.14,23.63,16.4,5.16,7.48,5.51,15.2,15.2,12.95,12.82,40.61,12.82,12.42,21.39,7.48,24.94,6.22,24.94,20.73,20.87,9.67,9.16,5.96,15.69,23.63,10.03,15.2,7.82,13.08,18.53,18.53,16.4,4.57,14.83,7.66,15.93,11.29,41.33,27.21
2021-01-02,42.08083333333333,-0.1040000086,10.65,34.86,29.96,15.27,5.18,9.53,11.39,15.49,15.49,12.77,11.36,39.12,11.36,18.1,20.41,9.53,25.99,4.06,25.99,19.56,18.84,12.05,9.27,8.43,15.82,29.96,10.05,15.49,10.26,8.25,20.3,20.3,15.27,7.25,8.73,7.93,23.36,9.74,47.11,26.84
2021-01-03,31.679583333333337,0.474000001,10.17,22.09,22.93,13.6,4.99,7.76,3.86,14.46,14.46,10.93,11.5,23.67,11.5,12.7,12.43,7.76,23.0,2.68,23.0,21.9,20.77,9.19,6.49,7.07,10.78,22.93,10.32,14.46,8.11,6.08,25.4,25.4,13.6,5.14,9.23,6.49,12.65,6.29,33.83,21.4
2021-01-04,53.88291666666667,-0.0559999986,11.94,19.84,30.21,11.29,5.57,9.16,2.78,19.24,19.24,10.42,10.49,25.78,10.49,15.76,11.05,9.16,19.73,3.75,19.73,18.68,15.79,9.21,4.66,6.25,14.75,30.21,12.79,19.24,8.09,9.96,13.22,13.22,11.29,4.28,10.65,6.55,13.12,6.88,33.8,18.9
2021-01-05,57.430416666666666,-0.1659999988,10.19,29.44,21.3,13.29,4.27,10.21,5.89,19.72,19.72,9.7,11.05,27.87,11.05,11.24,11.22,10.21,23.21,3.13,23.21,20.8,20.89,10.32,4.62,5.49,18.59,21.3,9.97,19.72,7.32,8.09,14.19,14.19,13.29,3.48,8.14,5.82,11.31,8.23,25.82,18.56
2021-01-06,106.53333333333332,0.0900000003999999,11.72,21.11,19.59,14.24,1.76,7.7,2.73,15.03,15.03,10.29,10.7,29.36,10.7,12.25,12.04,7.7,20.89,2.28,20.89,20.12,20.06,10.63,5.72,5.06,15.65,19.59,10.87,15.03,6.05,8.73,19.21,19.21,14.24,4.54,9.96,6.09,11.3,8.73,29.15,19.69
2021-01-07,55.75,0.0320000022,8.38,12.49,18.69,12.31,2.58,6.47,2.93,13.64,13.64,9.81,10.68,14.35,10.68,9.71,7.1,6.47,18.97,2.42,18.97,18.41,15.15,17.52,3.9,2.71,11.72,18.69,9.63,13.64,2.15,6.19,15.29,15.29,12.31,2.38,5.3,3.54,7.86,7.15,22.86,15.46
2021-01-08,72.91708333333331,-0.0100000031999999,21.05,20.41,21.58,10.41,2.15,13.53,7.74,13.52,13.52,10.34,10.05,23.98,10.05,16.6,9.71,13.53,17.83,4.38,17.83,18.96,18.45,17.19,3.88,15.08,11.76,21.58,10.32,13.52,5.74,8.52,19.73,19.73,10.41,5.25,7.57,3.19,18.04,5.8,30.55,17.46
2021-01-09,32.96125,0.0720000014,16.01,20.01,27.57,15.95,2.74,11.9,3.52,17.69,17.69,10.41,12.79,22.18,12.79,13.05,15.52,11.9,24.72,3.62,24.72,24.99,17.55,18.46,5.38,6.8,17.71,27.57,10.39,17.69,8.31,12.63,27.34,27.34,15.95,7.14,7.76,3.89,12.88,10.54,21.33,20.66
2021-01-10,33.17958333333334,-0.300000012,13.4,12.36,14.43,12.47,3.59,5.63,3.26,14.66,14.66,9.92,9.39,14.61,9.39,5.43,4.97,5.63,19.94,3.45,19.94,16.82,17.47,16.76,2.86,2.25,10.38,14.43,9.53,14.66,3.14,5.73,13.07,13.07,12.47,2.66,5.19,2.01,6.75,6.42,12.19,14.65
2021-01-11,35.09750000000001,0.159999996,8.58,12.82,16.28,11.4,4.27,6.46,3.24,14.18,14.18,10.49,9.73,14.44,9.73,6.95,3.89,6.46,19.98,3.82,19.98,18.7,16.0,15.32,3.58,2.42,10.1,16.28,9.83,14.18,2.57,5.32,14.15,14.15,11.4,2.9,5.86,1.74,7.54,5.04,15.21,16.77
2021-01-12,37.97041666666667,0.0160000009999999,8.67,14.74,16.74,14.93,6.37,6.28,3.36,18.2,18.2,10.21,11.29,15.51,11.29,5.99,7.19,6.28,21.85,3.23,21.85,18.63,17.31,10.24,4.28,3.13,17.47,16.74,12.27,18.2,3.94,6.94,15.27,15.27,14.93,2.98,6.46,2.58,8.31,7.7,13.79,14.73
2021-01-13,50.40625000000001,0.560000002,10.22,18.45,17.41,17.51,7.69,8.56,3.63,20.48,20.48,7.27,21.37,20.13,21.37,8.15,10.17,8.56,23.56,4.51,23.56,18.24,18.35,9.14,4.26,5.14,21.16,17.41,13.57,20.48,5.05,12.17,16.82,16.82,17.51,3.06,8.2,6.82,7.27,8.4,16.39,21.83
2021-01-14,145.45624999999998,0.5700000244000001,11.47,36.21,18.39,15.9,9.18,8.17,11.62,24.59,24.59,8.49,13.93,40.72,13.93,10.96,20.52,8.17,23.8,5.83,23.8,20.08,21.28,14.31,7.18,9.05,14.75,18.39,13.48,24.59,10.99,8.77,19.49,19.49,15.9,3.9,12.4,11.05,8.26,9.14,29.17,21.41
2021-01-15,162.34374999999997,0.2040000004,11.95,34.31,21.23,33.73,9.79,13.98,3.98,24.26,24.26,10.11,13.54,31.74,13.54,15.46,20.45,13.98,23.26,2.29,23.26,20.86,20.93,13.57,6.85,10.01,18.32,21.23,15.02,24.26,11.23,9.45,19.91,19.91,33.73,7.5,13.29,11.23,14.31,8.77,29.86,25.86
2021-01-16,48.20083333333333,0.0659999994,9.16,18.85,16.22,10.77,7.56,8.69,3.9,17.02,17.02,7.39,10.01,14.01,10.01,6.99,10.64,8.69,22.12,2.5,22.12,15.44,20.49,12.11,4.88,3.2,12.18,16.22,11.12,17.02,4.02,6.59,15.57,15.57,10.77,2.32,8.47,10.77,6.77,6.62,18.22,19.68
2021-01-17,52.40208333333333,-0.0900000036,9.56,16.03,19.2,11.78,6.99,10.01,3.59,15.0,15.0,9.56,10.52,15.57,10.52,14.9,8.87,10.01,21.81,2.27,21.81,18.37,18.47,10.85,5.57,5.24,11.01,19.2,11.1,15.0,4.24,8.77,13.94,13.94,11.78,3.89,5.35,5.23,15.52,6.41,25.78,17.7
2021-01-18,73.71166666666667,-0.0479999988,13.38,24.5,21.59,16.83,8.9,14.45,5.54,20.17,20.17,14.92,16.5,27.25,16.5,19.52,16.75,14.45,21.92,2.34,21.92,20.42,20.4,12.14,6.4,10.07,19.45,21.59,18.76,20.17,5.82,11.93,18.72,18.72,16.83,4.84,10.37,5.26,16.4,7.64,31.76,24.5
2021-01-19,42.55791666666666,-0.2259999945999999,10.29,20.86,17.46,9.82,7.11,11.53,4.22,18.54,18.54,12.98,9.67,16.91,9.67,12.97,12.69,11.53,12.53,5.91,12.53,15.39,18.6,13.25,4.92,3.6,12.53,17.46,9.78,18.54,5.09,18.02,16.89,16.89,9.82,4.34,11.76,10.44,8.7,7.48,18.56,22.56
2021-01-20,36.130833333333335,0.289999992,8.74,15.18,17.09,10.26,7.87,9.17,2.85,19.82,19.82,7.45,9.35,14.01,9.35,7.4,6.94,9.17,14.71,2.55,14.71,15.15,16.45,10.49,3.51,1.49,10.38,17.09,12.0,19.82,3.19,8.1,15.66,15.66,10.26,5.26,5.65,4.13,8.32,5.55,17.15,17.04
2021-01-21,41.77291666666666,-0.0060000003999999,10.54,17.06,18.31,13.94,8.25,11.81,7.0,18.31,18.31,5.6,12.81,15.68,12.81,11.78,10.39,11.81,15.72,3.38,15.72,18.09,16.62,12.54,3.58,4.46,15.3,18.31,12.27,18.31,4.7,13.91,15.51,15.51,13.94,5.41,7.56,3.63,12.82,5.25,20.43,37.1
2021-01-22,59.972916666666656,-0.0960000162,9.31,11.61,17.05,11.77,7.65,10.62,7.41,17.93,17.93,4.4,10.23,23.34,10.23,34.37,15.31,10.62,13.17,3.75,13.17,16.65,19.34,15.83,5.64,6.0,12.1,17.05,11.97,17.93,4.16,10.1,14.49,14.49,11.77,4.46,9.13,6.39,12.73,1.96,24.4,21.85
2021-01-23,34.91875,-0.039999989,9.87,12.19,18.1,12.39,8.29,11.67,6.68,19.26,19.26,4.06,10.07,17.6,10.07,14.98,12.22,11.67,14.52,1.88,14.52,15.85,19.62,12.91,4.05,5.8,12.38,18.1,11.51,19.26,5.49,5.0,15.63,15.63,12.39,3.83,6.58,4.53,13.96,1.9,22.7,19.24
2021-01-24,36.79541666666667,0.1060000032,8.75,12.69,17.43,11.93,9.13,8.39,7.07,17.19,17.19,3.05,9.98,15.39,9.98,11.82,9.63,8.39,13.63,2.55,13.63,15.37,17.49,14.23,3.75,5.01,12.88,17.43,11.07,17.19,4.0,6.32,16.33,16.33,11.93,3.33,9.34,4.83,11.82,3.17,20.96,20.38
2021-01-25,55.304166666666674,-0.0020000027999999,8.8,14.24,17.64,13.27,6.28,9.16,6.53,17.84,17.84,2.96,13.83,14.23,13.83,9.57,8.35,9.16,16.0,10.39,16.0,15.84,15.78,13.13,3.53,4.71,15.1,17.64,11.98,17.84,3.66,9.21,15.68,15.68,13.27,4.09,7.18,4.68,11.06,2.53,23.37,21.01
2021-01-26,48.507,-0.469999999,10.03,15.02,17.17,15.24,9.03,9.79,6.2,20.76,20.76,4.08,10.06,23.3,10.06,10.42,11.75,9.79,14.68,2.71,14.68,16.77,17.89,13.28,4.49,9.19,16.03,17.17,10.59,20.76,4.71,11.08,15.54,15.54,15.24,7.53,7.64,9.57,10.84,4.17,21.6,22.33
2021-01-27,52.095,-0.07,14.96,16.37,23.63,16.66,7.94,11.97,6.49,23.29,23.29,3.87,13.69,26.73,13.69,14.25,13.23,11.97,19.67,5.21,19.67,18.86,18.04,11.63,4.81,13.15,17.83,23.63,11.63,23.29,6.72,11.86,18.59,18.59,16.66,8.3,8.1,8.94,13.35,4.6,26.88,25.6
2021-01-28,62.59499999999999,0.1659999995999999,12.87,26.93,26.7,26.45,9.89,11.22,8.55,25.23,25.23,6.12,17.5,28.7,17.5,12.94,21.39,11.22,22.36,6.26,22.36,21.27,18.62,17.04,5.89,20.45,21.25,26.7,13.01,25.23,7.57,18.23,29.25,29.25,26.45,10.54,10.33,13.39,11.26,9.15,25.7,29.71
2021-01-29,41.97166666666666,0.270000011,13.08,15.02,19.95,14.11,8.68,9.98,9.36,20.56,20.56,4.94,12.73,26.76,12.73,12.26,16.15,9.98,14.97,5.91,14.97,17.52,18.46,18.47,5.84,11.8,16.9,19.95,11.29,20.56,6.49,12.93,22.91,22.91,14.11,8.94,11.89,11.69,12.24,5.81,30.65,24.9
2021-01-30,32.95166666666666,0.3159999926,17.64,19.43,25.44,16.77,8.39,11.91,4.28,18.0,18.0,4.76,15.7,25.86,15.7,11.9,17.79,11.91,18.39,5.01,18.39,16.76,19.84,20.73,7.17,16.51,12.73,25.44,12.22,18.0,7.38,16.85,22.64,22.64,16.77,11.93,4.72,8.96,17.06,8.79,27.1,27.48
2021-01-31,81.44041666666665,0.569999993,13.83,18.67,21.01,20.16,9.34,12.0,4.88,21.79,21.79,4.43,16.42,26.8,16.42,12.43,16.4,12.0,20.65,6.18,20.65,17.54,20.14,19.49,12.17,14.63,20.61,21.01,13.54,21.79,6.32,16.78,18.38,18.38,20.16,8.28,10.97,10.08,13.63,8.46,25.27,31.39
