date,open_NO2,sate_NO2,"Alipur, Delhi - DPCC","Anand Vihar, Delhi - DPCC","Ashok Vihar, Delhi - DPCC","Aya Nagar, Delhi - IMD","Bawana, Delhi - DPCC","Burari Crossing, Delhi - IMD","Chandni Chowk, Delhi - IITM","CRRI Mathura Road, Delhi - IMD",Dr,"DTU, Delhi - CPCB","Dwarka-Sector 8, Delhi - DPCC ","East Arjun Nagar, Delhi - CPCB","IGI Airport (T3), Delhi - IMD","IHBAS, Dilshad Garden, Delhi - CPCB","ITO, Delhi - CPCB","Jahangirpuri, Delhi - DPCC","Jawaharlal Nehru Stadium, Delhi - DPCC","Lodhi Road, Delhi - IITM","Lodhi Road, Delhi - IMD","Major Dhyan Chand National Stadium, Delhi - DPCC","Mandir Marg, Delhi - DPCC","Mundka, Delhi - DPCC","Najafgarh, Delhi - DPCC","Narela, Delhi - DPCC","Nehru Nagar, Delhi - DPCC","North Campus, DU, Delhi - IMD","NSIT Dwarka, Delhi - CPCB","Okhla Phase-2, Delhi - DPCC","Patparganj, Delhi - DPCC","Punjabi Bagh, Delhi - DPCC","Pusa, Delhi - DPCC","Pusa, Delhi - IMD","R K Puram, Delhi - DPCC","Rohini, Delhi - DPCC","Shadipur, Delhi - CPCB","Sirifort, Delhi - CPCB","Sonia Vihar, Delhi - DPCC","Sri Aurobindo Marg, Delhi - DPCC","Vivek Vihar, Delhi - DPCC","Wazirpur, Delhi - DPCC"
2021-01-31,104.64541666666663,1.37e+16,39.59,102.98,79.42,27.21,41.34,71.82,46.94,14.76,74.79,123.23,70.54,92.04,118.64,63.03,73.0,71.82,73.75,40.43,16.87,73.0,57.14,57.47,40.89,55.04,70.61,21.83,32.01,62.39,40.41,88.65,55.3,21.26,54.28,32.68,111.78,84.17,70.72,29.46,55.13,89.22
2021-02-01,151.40041666666667,7386386000000000.0,46.59,118.78,93.26,22.14,48.41,76.05,54.29,12.87,86.36,117.62,86.0,110.45,108.63,67.82,99.35,76.05,86.18,72.76,22.21,99.35,69.35,63.05,39.51,69.96,131.47,23.7,38.94,80.91,50.2,108.2,76.26,27.72,57.24,48.26,118.31,101.2,78.5,29.06,66.24,101.81
2021-02-02,139.80374999999998,9549390000000000.0,49.48,121.69,96.87,22.83,45.09,98.82,32.2,14.92,83.85,127.92,100.28,114.64,126.91,73.42,96.1,98.82,94.86,70.18,21.04,96.1,77.55,72.56,49.24,68.07,112.18,36.2,39.95,72.63,55.07,113.34,91.46,27.5,68.6,46.66,116.48,102.81,82.85,40.02,55.26,106.98
2021-02-03,65.97458333333333,7036608000000000.0,33.47,62.02,62.72,14.24,40.27,85.01,40.66,12.68,45.42,159.84,68.44,63.68,37.07,49.08,64.39,85.01,82.35,36.71,18.98,64.39,69.64,64.34,36.94,56.28,90.21,22.41,33.11,51.49,29.63,101.37,62.16,27.78,57.58,38.48,73.35,47.4,63.5,39.91,40.15,80.65
2021-02-04,77.34208333333333,1.09e+16,18.41,62.31,41.55,13.55,22.51,86.12,20.44,10.86,54.15,114.15,61.82,56.02,41.8,42.35,59.36,86.12,67.21,34.69,17.52,59.36,63.49,45.96,31.66,29.88,76.86,20.52,30.9,45.42,24.0,78.51,47.97,26.31,56.07,17.53,66.44,37.23,33.72,35.59,52.05,70.41
2021-02-05,62.84833333333333,1.5e+16,27.7,65.37,45.78,10.83,22.95,71.64,19.05,10.85,74.68,113.61,51.2,54.13,52.93,35.75,57.09,71.64,58.75,61.19,16.53,57.09,63.09,34.23,19.84,33.48,78.26,23.31,29.43,55.81,22.86,67.81,59.12,22.33,50.83,20.0,65.11,49.8,35.45,26.36,39.83,63.27
2021-02-06,36.5375,1.2546232e+16,25.82,60.45,46.21,11.76,22.77,68.39,35.89,12.82,62.03,102.59,46.03,59.55,42.73,36.88,54.09,68.39,53.84,34.24,15.4,54.09,56.33,35.71,16.86,32.92,68.42,19.23,28.84,52.13,25.97,60.19,56.44,22.16,48.98,17.86,60.91,37.75,33.41,25.62,39.11,63.13
2021-02-07,48.99583333333334,8358940000000000.0,26.28,69.34,48.43,12.01,26.35,77.47,17.45,15.1,69.82,96.85,52.81,68.53,60.22,40.32,60.28,77.47,60.19,66.6,15.74,60.28,56.94,44.05,21.2,35.09,71.76,20.34,30.16,56.52,30.22,48.16,52.99,20.81,48.82,23.26,62.36,48.71,42.25,26.92,36.16,67.54
2021-02-08,70.03083333333333,7618060000000000.0,41.43,58.87,65.28,15.91,29.85,91.98,22.84,13.52,87.58,108.35,51.37,93.36,121.49,48.61,53.8,91.98,63.95,30.46,11.39,53.8,50.81,53.86,24.86,50.29,82.15,15.52,19.73,62.43,38.07,56.43,27.5,8.07,53.36,26.2,102.56,126.89,50.81,30.08,42.54,65.42
2021-02-09,114.15625,1.77e+16,40.75,93.33,69.99,16.59,25.96,64.61,45.73,22.59,79.17,149.74,71.76,103.74,78.59,78.38,77.88,64.61,84.45,71.49,17.54,77.88,73.3,60.97,29.69,53.73,88.12,19.19,38.32,75.16,41.8,70.94,73.31,25.16,56.1,35.66,92.05,75.69,61.47,28.72,50.22,90.83
2021-02-10,108.32916666666664,7289742000000000.0,48.38,77.91,70.83,14.8,48.1,70.18,33.7,20.33,78.53,139.35,83.25,87.08,64.67,87.13,48.69,70.18,80.75,78.53,17.07,48.69,74.26,68.1,33.55,69.36,105.68,16.9,40.73,72.2,41.18,73.87,74.07,39.13,57.06,38.79,98.08,104.5,62.06,26.58,53.74,67.82
2021-02-11,89.97916666666667,8390970000000000.0,43.26,104.51,60.65,14.13,46.59,66.64,22.5,20.08,98.97,105.41,72.14,73.21,72.75,79.2,37.21,66.64,86.46,73.23,19.08,37.21,71.9,55.03,22.11,52.12,102.12,18.8,38.6,75.93,38.83,69.55,61.49,53.18,63.01,27.45,91.31,83.86,52.43,39.11,41.86,63.66
2021-02-12,102.47583333333333,1.96e+16,35.85,98.99,62.26,15.6,35.03,47.04,44.83,14.93,92.09,109.33,60.47,79.25,77.33,81.55,33.63,47.04,85.51,75.89,17.44,33.63,72.35,49.82,22.12,47.79,95.76,18.97,33.97,73.17,39.18,62.38,60.02,51.31,57.13,29.05,83.06,82.57,55.19,29.92,40.6,62.6
2021-02-13,116.41333333333336,1.4691914e+16,36.66,134.18,65.83,15.34,32.84,49.78,25.48,33.38,84.72,114.93,64.45,78.66,82.21,86.58,40.59,49.78,87.49,81.86,18.28,40.59,76.55,44.4,20.35,46.98,102.84,21.82,29.72,72.26,33.73,71.61,68.61,62.73,58.84,29.85,94.5,77.48,48.34,40.24,32.25,62.65
2021-02-14,130.92125,1.43e+16,37.69,140.25,72.33,15.67,42.53,32.68,23.07,73.95,74.72,104.33,78.69,80.13,115.17,79.72,40.21,32.68,80.65,52.39,17.07,40.21,90.23,50.65,31.75,52.33,79.54,16.42,38.24,64.41,36.35,72.71,61.6,68.05,53.95,31.84,88.64,136.82,49.07,31.45,35.76,60.82
2021-02-15,122.1825,9534924000000000.0,41.88,124.46,59.74,13.39,43.68,39.73,24.19,61.8,80.51,112.66,77.04,87.22,97.54,84.68,36.31,39.73,72.91,72.6,17.2,36.31,79.72,59.36,29.42,57.31,101.57,17.63,38.33,69.65,53.69,67.65,58.4,55.15,53.96,31.55,81.98,163.1,58.68,34.87,38.39,58.82
2021-02-16,116.41249999999998,1.43e+16,44.16,116.94,73.68,15.06,40.62,58.75,41.92,49.75,99.07,116.09,67.01,70.74,78.63,80.0,38.81,58.75,86.46,67.41,22.45,38.81,88.44,56.84,34.16,57.37,101.16,20.58,42.79,67.18,37.53,82.65,57.04,60.05,66.95,31.53,102.63,73.16,51.11,39.43,43.54,64.98
2021-02-17,92.52166666666666,7833854000000000.0,43.92,126.9,69.29,14.79,36.45,73.06,41.64,67.72,105.01,102.23,68.01,79.71,116.68,70.41,40.2,73.06,80.63,84.46,21.91,40.2,79.96,50.84,27.26,51.14,92.34,20.15,38.9,77.4,39.09,75.38,63.42,70.1,66.17,27.39,92.35,120.81,51.55,37.62,42.26,64.58
2021-02-18,94.60666666666668,1.22e+16,37.18,117.77,67.8,14.57,36.11,73.77,22.57,86.88,101.99,97.38,77.01,70.52,104.6,63.8,40.54,73.77,81.77,39.35,20.11,40.54,80.95,52.38,31.54,53.56,98.66,19.48,41.04,70.55,35.95,78.85,57.61,56.62,65.81,29.87,87.42,126.3,48.71,36.1,43.87,52.78
2021-02-19,73.72916666666667,8051912000000000.0,37.29,119.85,71.45,14.49,31.41,60.59,22.89,85.49,95.02,100.15,63.04,81.63,77.79,68.46,36.04,60.59,75.96,59.74,19.07,36.04,73.94,46.46,27.28,45.61,95.0,19.38,33.87,68.29,36.17,67.76,57.61,53.58,69.63,20.75,91.26,87.84,55.95,31.84,45.58,60.96
2021-02-20,65.2325,1.07e+16,35.15,108.33,56.18,13.36,28.3,57.38,21.08,82.74,85.06,84.16,57.69,82.68,69.07,60.35,33.7,57.38,72.1,43.92,18.42,33.7,69.59,41.19,23.84,39.24,87.74,18.25,31.88,61.52,37.77,59.33,53.61,44.15,50.91,30.46,67.73,73.66,49.82,28.19,44.3,69.12
2021-02-21,48.36125000000001,8028670000000000.0,39.69,126.72,64.57,13.87,34.84,72.84,23.27,81.54,79.5,87.44,62.88,84.18,69.31,66.78,34.14,72.84,67.42,62.09,18.64,34.14,72.22,46.17,31.76,45.8,95.03,31.07,34.27,62.46,37.92,63.58,50.6,42.84,55.32,27.74,83.21,57.43,55.22,27.83,43.99,75.81
2021-02-22,60.37000000000001,1.2269572e+16,32.77,122.58,61.73,14.98,36.59,79.39,37.37,77.03,64.52,107.27,65.58,84.63,69.9,67.43,36.53,79.39,70.0,32.86,18.84,36.53,71.22,48.73,73.69,46.47,80.61,27.62,32.99,65.23,37.48,60.49,48.28,44.64,58.94,29.92,78.6,51.9,53.82,27.65,40.01,78.33
2021-02-23,144.5316666666667,9935810000000000.0,72.69,146.38,70.49,15.64,39.03,89.04,24.45,86.64,69.71,102.69,73.3,99.63,132.99,82.57,43.35,89.04,80.56,39.71,19.88,43.35,77.62,57.0,35.62,58.86,79.37,23.03,35.62,71.38,38.01,60.07,55.22,56.12,63.67,38.24,90.28,87.88,59.39,31.28,39.42,82.07
2021-02-24,100.34666666666664,7545148000000000.0,48.94,146.4,73.5,16.5,42.68,78.71,50.34,92.2,79.9,111.14,73.0,98.99,139.03,108.94,47.6,78.71,80.47,66.86,19.6,47.6,95.58,57.88,36.92,57.53,86.41,27.79,36.92,73.82,51.01,66.02,59.63,66.82,63.19,37.97,82.22,116.09,63.32,32.13,50.82,90.75
2021-02-25,66.24583333333334,8467200000000000.0,39.99,111.8,69.57,14.84,37.35,63.25,26.38,79.13,76.1,89.82,68.9,86.08,105.32,73.79,39.46,63.25,70.95,56.57,18.24,39.46,86.08,51.16,33.76,43.34,78.76,57.1,33.76,68.42,40.31,59.15,49.82,54.04,58.75,29.58,78.6,79.66,63.34,29.28,55.09,89.1
2021-02-26,95.94916666666668,7894660000000000.0,38.17,99.28,55.81,12.13,30.59,29.95,23.8,61.32,47.82,101.71,60.19,75.19,60.57,52.12,35.34,29.95,60.81,30.03,16.81,35.34,75.21,48.61,28.84,20.7,74.03,99.87,29.92,52.47,30.82,50.09,68.23,41.59,51.83,31.54,69.66,40.92,48.54,26.01,58.38,82.46
2021-02-27,87.30874999999999,6073600000000000.0,32.01,83.23,52.06,9.17,29.19,27.42,39.9,62.62,57.73,36.22,57.63,69.01,33.73,57.13,33.01,27.42,59.22,55.53,17.42,33.01,71.09,38.78,22.79,23.38,53.62,92.06,26.75,52.47,27.72,48.08,50.77,36.14,42.12,28.84,68.16,37.04,44.67,25.64,61.05,77.41
2021-02-28,83.08291666666668,1.23e+16,28.51,79.07,50.02,11.27,21.17,45.51,21.54,58.94,76.35,35.06,54.09,47.16,54.09,41.69,29.41,45.51,53.81,55.33,18.93,29.41,78.61,36.54,25.18,20.98,69.24,65.94,28.3,53.39,20.37,51.07,60.02,32.68,53.25,21.79,75.74,36.87,33.03,35.1,55.27,80.84
2021-03-01,37.87958333333334,6626656000000000.0,27.91,72.4,50.3,11.65,26.11,46.98,36.63,61.69,68.96,32.72,54.51,53.12,30.55,42.21,31.64,46.98,49.93,55.42,19.22,31.64,66.1,40.01,24.72,18.28,63.98,58.93,31.05,54.9,20.98,48.76,58.89,28.83,53.95,18.99,68.66,26.28,39.96,28.84,54.24,77.74
2021-03-02,37.04041666666666,5338960000000000.0,16.46,71.12,37.53,7.69,21.52,44.48,16.09,55.76,51.89,27.87,42.68,53.61,26.23,41.29,24.29,44.48,42.98,68.08,16.19,24.29,62.18,30.27,20.4,11.45,44.68,49.58,26.58,49.24,22.68,35.7,55.33,20.34,38.23,11.86,45.61,19.3,33.8,23.31,50.22,79.47
2021-03-03,82.055,1.127991e+16,29.31,106.2,60.33,54.48,32.97,37.08,45.92,68.93,74.68,36.28,57.62,77.09,54.48,71.49,35.46,37.08,63.21,61.47,19.12,35.46,69.34,46.8,23.46,21.23,61.37,76.39,33.79,63.75,31.96,59.13,96.75,41.78,55.01,31.73,60.26,44.49,45.54,30.32,62.9,82.58
2021-03-04,131.17916666666667,1.3e+16,36.57,137.85,81.9,97.37,41.64,56.22,62.98,88.74,94.44,40.72,89.1,85.45,97.37,101.46,54.81,56.22,89.24,75.27,21.86,54.81,125.46,72.41,35.01,34.93,77.07,143.45,46.37,80.84,137.85,94.34,99.75,75.89,67.85,42.2,40.89,102.99,57.01,34.72,83.31,96.68
2021-03-05,29.51416666666667,7053612000000000.0,34.81,93.96,50.61,8.54,24.26,50.26,39.54,64.38,69.56,34.06,55.86,65.32,50.68,63.03,31.91,50.26,54.77,27.06,17.93,31.91,79.39,40.8,25.29,16.99,59.16,67.35,34.09,61.13,40.84,48.67,60.44,32.26,48.21,16.49,41.81,51.93,38.52,27.59,59.47,89.9
2021-03-06,61.38791666666666,6358940000000000.0,32.67,96.52,53.55,11.14,23.97,50.48,37.46,68.25,61.93,32.67,59.47,71.33,58.57,58.04,33.97,50.48,63.48,30.18,18.3,33.97,81.83,42.69,22.06,18.53,57.55,76.56,37.48,61.44,35.74,53.78,60.42,40.61,50.73,22.36,86.03,32.74,38.81,25.76,59.57,89.33
2021-03-07,31.474583333333328,6148690000000000.0,12.59,76.36,61.66,11.99,37.08,38.38,21.89,49.92,47.39,38.21,65.93,62.92,47.32,75.4,35.31,38.38,73.97,38.63,18.12,35.31,111.42,59.96,29.94,27.82,68.24,115.76,40.27,49.01,28.29,76.07,43.13,47.8,59.28,36.23,94.71,31.16,54.35,35.39,59.8,88.33
2021-03-08,44.44083333333333,6699460000000000.0,14.21,59.03,47.85,10.79,26.11,42.15,38.94,36.22,36.46,43.89,53.71,51.77,31.16,45.64,27.27,42.15,64.94,42.43,18.13,27.27,83.83,50.29,25.84,21.38,66.85,65.19,29.79,36.94,20.03,61.83,34.81,31.11,49.54,26.76,72.25,22.34,43.1,29.61,49.55,84.84
2021-03-09,92.26500000000004,9292660000000000.0,18.55,73.35,50.0,10.91,21.62,23.72,23.79,39.39,39.87,38.29,53.72,57.82,31.52,53.98,28.1,23.72,68.11,74.1,18.03,28.1,83.53,43.89,25.84,20.73,68.15,69.22,30.26,35.01,23.61,65.18,40.57,31.68,53.06,25.5,86.55,21.86,45.53,28.64,55.88,70.25
2021-03-10,78.03458333333333,8375036000000000.0,25.72,87.79,56.45,12.56,19.4,26.54,46.29,57.97,66.26,39.4,53.9,68.93,35.27,58.7,35.42,26.54,73.39,73.06,20.22,35.42,76.22,38.83,22.28,22.61,83.13,81.82,30.08,59.42,29.2,55.63,56.67,28.28,55.06,22.53,90.3,32.05,42.7,30.38,57.57,36.88
2021-03-11,90.36541666666666,9447860000000000.0,30.93,84.03,63.45,14.69,21.38,19.13,48.47,59.72,66.28,56.27,35.67,75.76,35.67,54.47,34.54,19.13,76.87,79.3,19.05,34.54,100.96,49.99,29.36,49.07,74.65,94.19,31.24,64.24,31.07,76.58,47.82,47.82,54.61,39.13,100.05,27.53,59.31,29.53,63.93,25.82
2021-03-12,53.90125,7752036000000000.0,24.85,66.9,52.3,10.74,18.68,20.62,24.44,42.78,41.73,50.96,27.77,66.62,27.77,38.4,29.28,20.62,61.92,46.51,18.44,29.28,85.75,51.76,26.3,47.99,68.46,75.99,27.53,50.11,26.23,59.64,41.46,41.46,44.53,27.95,80.13,24.98,51.12,29.2,56.59,15.49
2021-03-13,56.5075,6511810000000000.0,21.65,82.1,56.02,10.71,14.1,27.88,24.41,50.01,69.56,42.87,28.93,69.69,28.93,41.46,33.49,27.88,68.09,70.94,19.76,33.49,86.64,42.52,22.85,37.79,77.68,69.16,27.97,60.07,29.32,59.14,51.74,51.74,54.66,21.25,82.46,30.81,37.45,31.18,55.53,17.57
2021-03-14,40.80391304347825,6547224000000000.0,22.92,76.45,48.5,14.19,10.38,32.21,42.12,50.07,70.56,39.84,25.13,56.35,25.13,27.45,30.47,32.21,58.15,41.71,17.94,30.47,69.5,36.62,19.81,30.45,61.35,60.7,24.15,57.38,25.55,46.53,49.76,49.76,49.35,16.72,75.88,25.67,39.64,19.23,47.47,23.29
2021-03-15,44.248333333333335,5954480000000000.0,27.88,76.67,52.27,16.2,13.07,38.61,41.25,54.94,64.84,40.58,27.41,63.7,27.41,29.47,31.36,38.61,58.52,27.25,18.9,31.36,69.83,35.28,20.87,33.7,67.91,57.17,26.14,59.34,27.09,47.79,62.97,62.97,51.02,17.1,79.85,29.57,41.48,19.49,49.38,35.59
2021-03-16,52.715833333333336,4468100000000000.0,24.35,79.39,50.55,12.34,12.41,28.65,38.57,53.23,66.39,39.3,25.96,65.39,25.96,27.02,30.65,28.65,57.35,46.44,18.63,30.65,65.69,36.79,20.84,30.99,57.35,54.38,29.47,56.88,25.88,51.61,63.43,63.43,48.81,16.53,79.2,23.68,37.37,23.91,46.36,33.48
2021-03-17,56.97875,6123090000000000.0,29.6,92.83,56.14,14.35,13.43,24.66,25.01,54.76,71.55,40.96,27.05,61.99,27.05,29.44,31.65,24.66,62.67,25.59,19.8,31.65,73.0,28.42,21.75,35.7,68.8,64.91,28.42,58.89,27.78,63.02,60.69,60.69,51.97,20.21,90.19,33.35,46.15,29.17,49.54,40.16
2021-03-18,79.84083333333334,9315170000000000.0,33.79,98.43,63.55,13.19,13.9,26.61,50.45,67.56,80.7,41.81,30.24,65.53,30.24,31.88,38.2,26.61,71.52,59.76,20.87,38.2,89.11,33.27,23.18,39.9,89.53,82.62,30.68,71.21,33.4,77.34,72.93,72.93,59.11,21.92,95.54,28.69,44.7,33.48,52.58,45.36
2021-03-19,56.62916666666666,1.0096106e+16,24.7,69.06,62.89,12.87,14.25,22.39,28.42,49.9,62.83,42.18,29.21,65.65,29.21,37.32,36.28,22.39,65.07,50.26,20.59,36.28,82.62,26.71,23.66,33.12,75.85,66.13,30.42,61.23,28.17,58.0,70.32,70.32,52.17,21.23,83.01,31.35,46.45,32.05,50.15,40.16
2021-03-20,50.27666666666667,8129870000000000.0,34.71,47.92,63.45,11.89,15.83,48.71,25.45,71.09,59.41,54.15,26.14,64.0,26.14,29.21,36.18,48.71,46.29,48.74,20.1,36.18,76.74,30.17,23.45,37.81,68.84,65.49,28.43,61.9,27.56,61.52,67.35,67.35,54.73,22.65,84.89,29.16,42.94,30.35,47.01,40.99
2021-03-21,42.55458333333333,6744110000000000.0,53.46,61.07,61.23,10.12,16.67,61.23,51.06,83.02,48.63,23.37,26.58,68.62,26.58,37.09,36.19,39.65,43.41,26.35,20.13,36.19,95.7,32.21,26.36,39.49,66.85,80.66,29.6,52.49,26.58,64.34,59.47,59.47,57.3,23.37,80.01,34.05,48.43,33.07,45.99,39.65
2021-03-22,59.46416666666667,5317860000000000.0,31.52,43.16,51.37,10.69,13.09,27.07,38.49,68.51,39.54,22.23,29.14,44.77,29.14,29.29,35.97,27.07,46.38,54.19,20.6,35.97,82.54,32.43,22.99,32.79,71.84,66.45,30.51,47.76,21.72,62.45,52.16,52.16,58.25,22.23,79.67,23.25,38.88,37.47,46.38,39.77
2021-03-23,67.36083333333333,7086354000000000.0,37.11,71.22,49.5,10.79,15.28,26.26,19.18,40.68,37.66,105.4,28.38,55.61,28.38,41.66,29.97,26.26,41.84,45.42,18.51,29.97,77.64,36.21,22.24,43.08,62.46,66.5,30.85,38.81,24.24,82.78,51.27,51.27,46.81,22.7,75.99,22.24,42.11,34.45,49.79,35.45
2021-03-24,40.399166666666666,9041730000000000.0,29.02,113.8,45.22,9.15,11.72,26.96,21.65,61.29,36.38,69.97,23.24,53.57,23.24,53.7,28.25,26.96,39.06,44.09,18.3,28.25,70.71,30.79,14.21,35.31,51.51,53.5,28.92,44.77,24.55,45.38,61.4,61.4,39.3,15.0,67.35,24.13,36.09,23.17,45.46,36.47
2021-03-25,33.37041666666667,5630500000000000.0,20.41,95.78,37.44,7.59,8.58,35.84,26.19,55.31,37.7,46.03,20.4,45.54,20.4,36.68,22.94,35.84,31.73,39.08,15.99,22.94,56.97,22.22,9.25,24.59,37.81,44.87,24.65,46.29,20.1,37.1,48.77,48.77,31.01,8.02,57.93,21.17,26.69,23.24,37.97,31.35
2021-03-26,50.295,7416220000000000.0,24.53,116.94,48.52,9.83,12.28,45.32,21.99,66.37,52.17,54.23,23.5,52.17,23.5,40.6,30.29,45.32,42.26,43.96,18.26,30.29,64.99,29.82,10.0,34.47,55.5,51.11,28.72,55.24,25.28,54.27,68.3,68.3,43.44,14.78,68.85,24.43,31.96,26.44,41.33,36.17
2021-03-27,78.21708333333335,7817030000000000.0,40.29,126.43,66.2,10.63,13.77,62.88,25.26,86.72,70.79,74.49,31.88,68.42,31.88,72.58,40.65,62.88,54.56,50.63,19.13,40.65,90.11,37.5,12.29,54.48,77.78,70.72,28.67,61.84,32.17,72.52,68.16,68.16,55.92,28.07,95.22,47.67,48.87,36.12,48.13,47.56
2021-03-28,52.60291666666666,7636696000000000.0,40.93,151.67,54.47,10.78,15.77,53.64,55.56,103.02,53.5,86.46,31.68,80.67,31.68,87.32,35.87,53.64,53.51,51.49,17.35,35.87,89.16,40.1,13.76,41.27,61.04,65.42,42.29,54.9,30.2,65.31,68.05,68.05,44.12,27.64,111.72,42.04,46.12,32.27,40.17,39.06
2021-03-29,72.53666666666669,5234140000000000.0,27.06,81.89,59.86,8.23,25.72,48.28,39.73,119.7,37.08,66.61,32.98,51.15,32.98,59.32,42.67,48.28,2.84,38.12,2.84,42.67,76.82,23.77,8.2,27.06,73.07,56.15,27.1,43.32,26.79,73.64,42.62,42.62,54.36,25.72,64.33,22.48,32.62,29.07,59.32,59.86
2021-03-30,19.000833333333333,7754164000000000.0,30.1,105.75,43.77,8.44,4.43,38.29,33.42,106.68,17.68,51.91,22.68,56.51,22.68,59.42,26.4,38.29,24.07,32.03,8.28,26.4,72.43,23.48,8.31,10.32,37.9,54.44,22.69,41.88,25.08,52.48,57.65,57.65,30.04,16.59,68.46,27.68,34.81,19.98,13.56,43.77
2021-03-31,19.450833333333332,5549210000000000.0,19.23,106.9,36.4,6.16,6.47,31.33,14.29,144.67,25.8,40.76,18.0,45.9,18.0,45.89,19.94,31.33,27.4,33.25,15.11,19.94,57.39,23.3,6.18,18.03,26.68,40.71,21.68,37.14,18.16,35.62,63.78,63.78,21.55,8.38,35.33,21.34,24.77,15.41,13.31,36.3
2021-04-01,32.60916666666666,6833430000000000.0,15.64,105.73,37.25,7.13,8.09,30.11,30.94,178.1,26.06,40.55,20.6,50.24,20.6,48.07,21.18,30.11,29.96,32.64,15.68,21.18,52.71,23.75,7.76,32.95,29.44,39.51,25.42,37.6,17.21,35.34,49.84,49.84,23.98,9.26,23.08,22.32,18.7,18.44,13.09,31.97
2021-04-02,60.71291666666667,6944540000000000.0,32.67,126.13,48.91,10.39,12.2,47.77,40.34,178.1,47.99,58.47,25.48,60.9,25.48,75.16,32.78,47.77,48.96,77.95,21.14,32.78,66.15,30.85,9.09,41.03,55.69,43.84,33.5,48.33,36.34,51.27,65.88,65.88,44.51,18.56,34.59,33.56,38.03,27.11,18.45,37.37
2021-04-03,61.630416666666655,9037600000000000.0,37.04,140.93,61.87,11.25,13.36,51.96,54.82,178.1,79.37,69.28,33.31,60.43,33.31,92.86,39.67,51.96,66.55,31.6,22.98,39.67,79.91,36.83,11.67,48.85,67.44,53.1,36.44,58.22,29.72,74.56,69.36,69.36,66.85,26.42,50.14,46.18,39.1,35.3,21.31,45.43
2021-04-04,66.86083333333333,7152910000000000.0,38.83,114.91,60.62,12.23,16.09,55.22,84.71,178.1,75.42,78.08,31.61,68.22,31.61,71.74,42.02,55.22,68.71,88.27,23.41,42.02,84.71,37.64,12.95,43.5,69.87,54.04,43.92,63.79,30.51,77.15,74.9,74.9,58.66,29.06,52.79,34.19,47.08,32.44,20.56,46.31
2021-04-05,43.583333333333336,1.14e+16,39.99,193.19,68.27,16.32,19.16,64.79,84.9,178.81,81.46,79.56,43.36,81.59,43.36,93.89,54.48,64.79,92.03,82.93,29.35,54.48,97.69,55.69,15.83,50.27,87.96,60.91,52.49,73.02,26.36,94.37,51.81,51.81,89.67,32.27,54.39,41.51,54.68,58.31,27.98,55.61
2021-04-06,44.69041666666666,5574562000000000.0,31.27,188.53,64.53,12.05,18.73,63.0,55.65,139.6,39.54,97.49,32.78,53.85,32.78,58.62,46.61,63.0,83.56,67.7,27.56,46.61,100.9,52.77,17.08,50.13,85.91,55.14,44.03,53.98,10.17,99.38,44.09,44.09,74.97,36.99,44.09,44.0,53.65,48.06,21.3,57.57
2021-04-07,44.30583333333334,7970660000000000.0,21.27,122.71,41.59,8.28,9.0,35.77,19.79,139.67,49.46,43.08,22.4,51.36,22.4,47.58,27.18,35.77,48.83,46.55,19.17,27.18,78.68,26.06,9.97,26.34,51.86,41.81,29.76,48.23,37.42,49.72,34.85,34.85,42.38,12.73,34.85,30.21,27.95,23.85,17.24,40.41
2021-04-08,47.87125,7253472000000000.0,29.98,109.78,54.84,9.77,13.96,49.22,46.48,75.14,59.64,54.12,27.32,58.57,27.32,64.01,34.11,49.22,39.2,82.01,19.66,34.11,75.47,32.08,10.62,37.17,52.25,46.46,31.74,56.48,32.33,60.56,48.97,48.97,48.34,18.85,48.97,28.25,37.48,26.26,19.33,41.12
2021-04-09,48.03541666666667,9294480000000000.0,37.17,112.94,61.18,13.45,13.58,60.34,55.2,35.4,68.26,55.34,29.11,54.13,29.11,62.47,35.67,60.34,61.22,80.75,21.34,35.67,76.65,37.24,11.26,45.99,60.69,47.07,36.75,65.23,28.9,71.1,66.33,66.33,59.08,22.91,63.49,32.89,41.09,34.13,22.64,46.96
2021-04-10,33.312916666666666,1.01e+16,41.04,227.55,67.41,12.52,13.85,58.74,45.16,46.65,66.79,67.94,26.55,72.83,26.55,69.32,38.71,58.74,69.62,61.07,20.93,38.71,80.43,42.35,12.57,45.79,67.41,43.5,41.01,70.18,39.12,76.54,75.11,75.11,62.09,25.21,74.86,40.49,50.45,35.12,17.81,50.94
2021-04-11,53.90458333333333,9465140000000000.0,38.51,235.06,69.02,13.27,13.67,59.96,56.52,25.18,68.98,64.4,26.22,68.69,26.22,69.34,39.11,59.96,51.12,29.08,20.88,39.11,81.47,40.11,14.22,43.43,64.97,47.68,39.14,70.64,37.35,73.74,71.23,71.23,58.65,24.68,62.3,29.77,44.36,31.44,13.14,49.1
2021-04-12,54.251666666666665,8166670000000000.0,45.3,174.03,64.98,15.5,15.17,58.79,29.51,36.53,77.51,79.81,32.46,73.44,32.46,83.16,45.07,58.79,66.1,89.88,22.17,45.07,84.43,45.74,15.04,51.05,83.39,46.02,41.64,79.62,42.66,74.18,77.77,77.77,63.0,29.94,69.68,31.77,52.9,38.52,15.48,54.38
