date,open_NO2,sate_NO2,"Alipur, Delhi - DPCC","Anand Vihar, Delhi - DPCC","Ashok Vihar, Delhi - DPCC","Aya Nagar, Delhi - IMD","Bawana, Delhi - DPCC","Burari Crossing, Delhi - IMD","Chandni Chowk, Delhi - IITM","CRRI Mathura Road, Delhi - IMD",Dr,"DTU, Delhi - CPCB","Dwarka-Sector 8, Delhi - DPCC ","East Arjun Nagar, Delhi - CPCB","IGI Airport (T3), Delhi - IMD","IHBAS, Dilshad Garden, Delhi - CPCB","ITO, Delhi - CPCB","Jahangirpuri, Delhi - DPCC","Jawaharlal Nehru Stadium, Delhi - DPCC","Lodhi Road, Delhi - IITM","Lodhi Road, Delhi - IMD","Major Dhyan Chand National Stadium, Delhi - DPCC","Mandir Marg, Delhi - DPCC","Mundka, Delhi - DPCC","Najafgarh, Delhi - DPCC","Narela, Delhi - DPCC","Nehru Nagar, Delhi - DPCC","North Campus, DU, Delhi - IMD","NSIT Dwarka, Delhi - CPCB","Okhla Phase-2, Delhi - DPCC","Patparganj, Delhi - DPCC","Punjabi Bagh, Delhi - DPCC","Pusa, Delhi - DPCC","Pusa, Delhi - IMD","R K Puram, Delhi - DPCC","Rohini, Delhi - DPCC","Shadipur, Delhi - CPCB","Sirifort, Delhi - CPCB","Sonia Vihar, Delhi - DPCC","Sri Aurobindo Marg, Delhi - DPCC","Vivek Vihar, Delhi - DPCC","Wazirpur, Delhi - DPCC"
2021-11-15,82.58375000000001,7791960000000000.0,61.24,141.06,108.04,37.89,23.85,104.81,21.01,23.66,127.97,12.06,50.04,140.92,117.63,113.76,55.8,104.81,131.68,44.4,16.64,55.8,91.9,82.03,21.27,64.21,126.38,4.81,56.06,115.51,108.02,83.32,91.5,118.3,87.76,43.98,48.85,11.33,67.21,43.54,42.31,63.85
2021-11-16,89.0525,6722988000000000.0,51.82,136.54,61.81,36.65,21.7,101.17,21.04,23.11,109.11,11.42,46.8,101.46,106.15,98.78,47.6,101.17,116.85,39.19,13.99,47.6,85.67,63.7,18.93,61.43,107.15,4.85,51.09,100.1,92.06,82.59,90.97,106.93,80.6,40.83,46.16,7.75,62.28,34.78,37.29,56.29
2021-11-17,163.48083333333335,9395070000000000.0,48.92,125.92,95.57,34.95,22.86,96.13,21.04,21.61,102.91,11.22,48.83,125.92,144.92,99.14,48.55,96.13,122.69,66.3,14.79,48.55,88.88,70.78,20.26,65.0,112.43,4.81,50.02,94.62,85.94,81.75,68.41,127.46,81.56,41.35,43.11,5.44,66.24,41.79,31.77,54.67
2021-11-18,234.19666666666672,8079224000000000.0,60.63,139.88,161.65,28.71,29.45,109.32,39.34,23.13,122.5,11.22,51.08,139.88,169.69,119.77,51.41,109.32,145.97,47.79,17.53,51.41,102.12,81.79,19.5,83.09,124.92,4.82,55.16,120.35,77.24,99.35,97.38,164.23,85.99,51.49,56.22,1.79,68.55,42.86,36.89,65.62
2021-11-19,98.67708333333336,5376910000000000.0,61.95,157.93,121.57,33.83,28.93,108.59,39.96,24.68,106.04,11.75,50.01,157.93,133.9,115.83,52.11,108.59,139.6,42.98,16.84,52.11,97.29,77.89,19.6,77.65,134.75,7.05,54.51,113.7,127.21,94.21,99.01,136.13,84.06,47.19,58.8,1.75,80.33,39.83,36.94,63.74
2021-11-20,87.38083333333333,1.77e+16,47.26,152.89,92.53,37.4,25.82,109.86,21.25,23.9,135.15,11.58,45.42,152.89,155.44,97.44,45.39,109.86,137.6,46.15,17.49,45.39,100.53,66.73,19.46,66.05,129.43,5.64,53.14,120.97,108.06,93.13,92.17,127.58,85.49,45.06,60.27,4.98,79.77,41.4,38.24,64.07
2021-11-21,47.70333333333334,9548980000000000.0,38.56,127.34,65.73,32.14,22.4,91.85,21.03,23.12,103.36,10.55,42.02,127.34,103.34,90.8,22.18,91.85,113.25,67.53,15.02,22.18,87.33,55.88,19.65,47.35,104.06,5.22,54.34,94.94,89.85,82.53,83.11,97.56,72.26,32.61,47.39,2.81,65.3,39.95,38.45,51.06
2021-11-22,39.28458333333334,6610890000000000.0,27.39,98.12,38.34,20.39,17.43,79.35,21.04,20.66,77.16,10.39,32.89,88.64,64.3,93.1,19.27,79.35,88.95,38.35,13.88,19.27,80.29,46.66,16.04,34.03,86.99,5.12,44.49,82.16,71.16,66.98,86.31,56.87,63.93,21.67,45.49,3.57,56.04,42.33,36.36,40.2
2021-11-23,85.33791666666667,6979836000000000.0,50.14,127.25,67.49,26.62,19.58,94.3,17.84,21.24,67.95,11.78,34.4,115.84,139.62,78.07,20.61,94.3,107.95,36.63,13.58,20.61,81.27,63.5,16.23,48.3,94.39,5.02,39.01,88.99,67.95,64.09,85.28,86.19,59.13,37.12,64.92,4.32,63.99,28.44,38.79,49.98
2021-11-24,142.3454166666667,1.67e+16,58.49,153.1,183.59,128.24,33.53,144.1,15.02,17.98,109.22,14.12,60.52,164.56,166.19,134.0,32.72,144.1,157.45,67.14,19.45,32.72,128.96,104.28,38.38,104.01,141.72,4.99,67.48,112.76,102.57,109.0,95.88,174.49,73.69,67.53,62.26,12.63,106.99,39.38,55.18,76.86
2021-11-25,106.38875000000002,6797962000000000.0,47.01,124.78,132.16,30.98,34.91,130.03,15.05,9.91,97.45,13.27,52.51,137.84,118.14,100.91,26.86,130.03,145.35,37.77,15.49,26.86,111.95,100.59,31.44,103.95,117.91,4.97,65.76,103.29,82.41,94.35,77.97,163.89,69.07,61.88,91.43,21.63,80.51,35.05,40.98,74.63
2021-11-26,128.5370833333333,1.12e+16,52.69,118.59,137.2,40.14,34.47,110.34,28.61,9.88,124.5,12.56,60.57,137.65,183.46,159.02,30.21,110.34,150.8,40.35,17.56,30.21,106.12,84.14,27.39,81.15,142.54,5.0,61.53,122.6,96.46,204.2,93.65,180.32,101.47,44.52,82.39,33.71,70.8,55.44,42.72,65.45
2021-11-27,85.02541666666669,1.55e+16,42.4,100.52,156.33,28.46,35.35,113.72,15.06,9.81,98.63,13.71,50.29,126.33,138.66,160.13,24.07,113.72,134.3,66.26,13.56,24.07,102.12,93.21,32.26,90.78,108.78,4.93,57.47,94.1,74.58,72.81,74.88,171.65,57.41,54.25,64.65,28.79,73.24,30.09,37.27,62.59
2021-11-28,147.77249999999998,7573552000000000.0,32.09,87.67,100.21,25.75,22.26,104.44,15.01,9.82,101.06,11.24,47.71,112.07,151.32,95.31,19.4,104.44,117.46,11.93,11.93,19.4,76.38,76.65,31.55,65.21,95.27,4.93,56.9,87.59,64.86,58.83,52.06,114.93,52.16,41.01,64.17,22.68,55.49,22.44,37.01,52.14
2021-11-29,64.56166666666665,1.01e+16,45.77,101.54,100.04,26.99,22.22,99.43,15.3,9.85,108.1,11.45,40.48,120.82,124.7,102.61,21.47,99.43,126.76,65.27,12.7,21.47,84.18,57.6,17.48,45.77,112.04,4.9,49.25,106.67,69.78,58.14,75.67,124.61,70.99,32.34,51.65,21.67,58.51,34.28,31.85,49.34
2021-11-30,74.58583333333333,8073308000000000.0,43.92,97.67,55.78,28.44,22.26,110.42,15.46,9.84,86.71,10.92,34.37,109.52,103.76,72.12,39.81,110.42,112.91,66.17,12.18,39.81,87.08,58.98,19.07,61.11,94.69,4.86,46.56,99.94,66.92,50.54,84.69,80.71,64.85,32.74,57.89,14.32,52.33,32.55,27.89,48.23
2021-12-01,103.64666666666665,1.2388264e+16,55.24,112.99,91.83,31.67,28.12,165.35,28.55,9.84,190.01,11.05,42.19,142.94,120.88,96.52,65.82,165.35,125.77,77.37,16.9,65.82,105.18,64.46,23.19,79.84,182.76,4.84,54.87,137.51,111.53,67.75,155.5,120.97,88.07,43.06,67.42,24.38,83.28,53.36,40.47,61.86
2021-12-02,76.015,7606096000000000.0,40.47,73.94,61.61,24.78,18.94,129.93,15.47,9.82,159.51,10.65,31.1,107.95,72.09,85.45,48.47,129.93,100.84,60.9,12.83,48.47,90.36,52.95,19.4,45.66,103.43,4.64,44.69,89.13,88.53,54.67,86.28,77.81,61.93,30.91,57.16,14.63,66.27,51.62,32.13,40.99
2021-12-03,110.50083333333332,9176372000000000.0,38.1,77.84,58.94,22.83,18.56,151.21,28.57,9.83,113.26,10.55,28.83,107.34,90.17,63.5,45.62,151.21,91.39,57.07,11.02,45.62,76.14,51.86,14.68,56.51,82.76,4.69,37.22,88.39,88.14,50.81,80.88,70.09,55.07,26.82,55.54,7.01,52.48,41.49,30.34,39.84
2021-12-04,115.79833333333336,9872614000000000.0,42.51,92.67,60.21,21.2,20.48,133.37,15.85,9.83,82.78,11.35,31.24,110.53,119.78,54.93,43.5,133.37,85.87,47.35,8.72,43.5,63.97,61.3,18.26,38.48,93.27,4.92,35.81,85.72,91.21,50.2,72.82,94.26,51.97,31.52,50.57,5.29,53.55,30.54,28.55,46.47
2021-12-05,116.68541666666664,6065106000000000.0,47.17,77.6,87.74,23.98,30.23,142.23,15.03,10.65,89.03,12.29,46.67,118.81,111.81,95.62,53.69,142.23,104.7,11.08,11.08,53.69,79.85,79.33,23.61,38.31,118.28,5.59,48.13,81.21,98.66,67.41,76.25,148.38,61.26,48.27,61.72,5.1,68.03,35.77,30.4,57.51
2021-12-06,65.59000000000002,1.28e+16,33.35,71.34,53.52,25.16,14.76,160.89,15.36,29.35,93.37,10.4,34.56,82.62,55.81,61.01,42.56,160.89,95.71,28.82,10.82,42.56,73.18,42.97,17.59,24.75,92.86,4.97,40.93,85.55,69.18,48.12,81.13,68.2,55.26,23.61,52.41,2.72,42.78,30.6,26.94,36.95
2021-12-07,56.52208333333334,7638374000000000.0,31.13,80.38,50.97,20.27,16.47,144.9,28.57,21.55,75.32,20.22,27.32,88.35,30.08,65.43,37.11,144.9,77.16,53.17,8.72,37.11,54.74,44.69,14.1,23.38,81.37,5.55,37.23,69.71,60.96,44.44,67.15,54.95,50.49,20.22,47.86,2.35,45.71,25.44,24.32,35.13
2021-12-08,69.77416666666666,7909990000000000.0,37.83,104.5,56.65,24.73,22.68,164.89,15.19,21.38,78.92,23.48,29.97,97.09,43.39,64.17,40.9,164.89,77.42,31.26,11.09,40.9,43.83,52.09,16.76,24.39,80.32,55.86,39.52,77.21,69.92,44.93,74.06,68.59,59.0,23.48,59.55,1.98,45.07,27.56,27.92,39.27
2021-12-09,89.53625000000001,6577156000000000.0,47.33,118.86,72.95,29.39,23.9,155.95,67.52,22.96,88.06,26.69,34.03,120.6,64.22,77.04,45.8,155.95,92.02,64.28,14.93,45.8,48.9,60.11,20.76,29.64,97.53,80.4,45.33,91.5,84.79,51.27,77.98,89.19,72.24,26.69,74.09,9.72,54.59,34.12,34.47,45.44
2021-12-10,68.96041666666666,9669530000000000.0,43.57,114.13,70.35,28.74,22.32,166.93,62.22,22.76,83.91,25.11,31.81,111.36,56.86,77.59,40.73,166.93,88.07,51.54,14.81,40.73,49.16,55.84,19.95,27.04,89.46,57.86,48.13,91.07,79.15,52.21,76.82,74.62,67.33,25.11,86.31,9.09,51.64,31.55,34.44,46.77
2021-12-11,63.27583333333332,7737470000000000.0,43.64,113.39,58.56,27.36,16.58,159.78,39.41,20.98,68.16,27.49,32.48,102.8,78.29,75.56,38.16,159.78,84.34,13.52,13.52,38.16,46.6,54.94,19.02,25.17,81.49,63.62,40.31,80.13,71.16,45.12,77.23,66.76,59.2,27.49,76.94,27.0,51.56,27.0,33.7,42.31
2021-12-12,169.27875000000003,9671440000000000.0,51.6,126.67,69.49,26.44,20.76,170.08,119.11,21.15,71.4,32.09,36.73,127.53,118.78,94.23,42.05,170.08,90.01,61.49,14.9,42.05,50.54,62.49,20.91,29.29,98.03,78.68,44.38,87.07,79.0,49.83,74.55,90.95,62.24,32.09,76.31,24.13,57.55,24.13,38.5,47.93
2021-12-13,143.37375,2.15e+16,46.07,109.94,83.99,21.79,29.58,174.21,43.62,19.53,69.37,40.48,42.71,119.87,138.69,86.58,48.63,174.21,95.82,58.2,14.51,48.63,56.59,69.5,20.79,39.51,111.88,129.24,43.97,84.66,79.85,55.88,70.02,110.13,48.85,40.48,62.22,31.22,58.73,31.22,37.93,50.94
2021-12-14,132.54958333333337,9574950000000000.0,38.38,91.72,81.57,21.63,25.21,159.23,68.35,19.44,78.66,33.61,40.17,111.65,141.88,79.36,45.91,159.23,97.23,61.46,14.45,45.91,52.49,80.63,25.72,55.68,113.54,106.67,48.38,84.59,72.67,61.15,64.85,111.57,54.96,33.61,77.61,33.61,49.1,33.61,35.88,57.41
2021-12-15,98.23375,8904170000000000.0,37.65,68.54,64.98,24.94,20.51,156.08,77.08,20.64,102.98,25.34,34.37,79.08,114.54,71.94,37.74,156.08,88.91,57.63,13.53,37.74,50.18,56.38,18.4,66.06,89.54,58.49,46.02,91.34,60.48,55.61,73.54,76.48,55.94,25.34,81.31,33.98,37.33,33.98,38.01,51.04
2021-12-16,78.39791666666663,9878750000000000.0,42.68,117.63,64.45,29.61,17.62,179.02,69.49,20.69,129.97,24.68,37.41,77.22,83.91,88.83,41.57,179.02,95.83,64.67,18.29,41.57,58.49,50.49,23.61,65.51,118.43,44.82,51.43,94.32,63.77,60.15,78.35,75.27,68.66,24.68,91.29,53.88,40.4,53.88,36.75,52.05
2021-12-17,43.11249999999999,7395220000000000.0,28.92,101.76,42.85,20.96,10.05,160.29,11.58,20.06,101.51,15.17,24.41,72.09,38.88,66.02,31.31,160.29,69.96,56.69,13.63,31.31,49.29,32.51,14.41,42.17,73.97,30.07,35.63,68.71,51.56,40.99,79.04,42.48,50.73,15.17,79.3,35.67,30.81,35.67,30.14,40.5
2021-12-18,26.907083333333333,7622820000000000.0,22.68,92.47,45.34,17.79,9.6,146.46,11.12,19.08,95.52,15.23,25.4,72.39,26.17,69.32,31.92,146.46,62.4,65.26,12.42,31.92,46.16,35.7,12.56,36.88,69.99,28.48,32.11,63.87,55.22,38.86,74.98,30.1,44.77,15.23,87.1,40.33,36.18,40.33,28.05,38.13
2021-12-19,43.30583333333333,8633650000000000.0,33.31,130.61,53.33,19.09,15.01,159.22,15.26,20.6,105.34,19.8,31.18,83.49,33.84,63.32,37.26,159.22,71.37,55.75,14.08,37.26,48.5,44.94,13.69,44.42,76.63,30.54,37.56,75.7,66.58,50.55,81.51,30.83,54.44,19.8,102.87,44.32,43.43,44.32,29.34,40.89
2021-12-20,84.15333333333334,1.3233152e+16,43.89,116.07,45.2,21.84,22.11,185.95,116.48,22.67,110.95,28.43,33.25,105.18,57.98,99.56,47.89,185.95,92.36,64.07,16.28,47.89,52.25,58.66,17.83,62.52,86.19,59.91,40.95,93.2,67.0,57.31,84.89,58.21,64.04,28.43,112.7,42.22,49.14,42.22,36.09,51.21
2021-12-21,101.7325,1.66e+16,56.75,79.28,65.08,28.54,26.84,194.52,138.46,25.76,136.4,37.09,40.39,138.16,86.18,156.07,58.07,194.52,114.1,74.91,20.37,58.07,61.34,78.38,20.79,82.49,128.09,129.77,47.47,112.0,107.66,74.85,103.7,107.77,74.45,37.09,58.9,41.87,54.79,41.87,44.13,63.72
2021-12-22,127.03708333333331,3.15e+16,47.69,140.73,66.25,29.2,26.87,191.05,239.56,26.68,146.59,41.72,45.88,132.87,87.45,109.04,62.51,191.05,128.2,42.92,22.81,62.51,63.67,79.45,28.71,77.86,151.03,53.76,49.88,126.69,109.46,81.74,107.86,103.3,73.98,41.72,48.05,41.52,63.27,41.52,44.48,72.11
2021-12-23,123.95333333333332,9999734000000000.0,49.34,122.96,73.13,31.21,37.89,167.2,193.31,23.78,123.26,58.78,50.33,140.88,63.74,96.92,60.58,167.2,132.54,76.1,18.79,60.58,73.72,117.4,41.69,109.7,146.06,13.31,61.2,112.71,101.85,88.25,102.42,112.86,62.62,58.78,47.04,42.96,74.44,42.96,40.3,68.01
2021-12-24,143.4316666666667,1.19e+16,44.41,103.3,52.38,27.23,33.35,152.42,217.0,19.39,102.83,49.99,42.35,121.08,54.74,81.74,42.2,152.42,111.61,59.0,15.83,42.2,55.71,101.0,32.18,86.22,105.94,11.15,49.77,85.24,79.65,78.18,77.39,78.42,52.45,49.99,47.33,33.34,63.43,33.34,32.57,53.36
2021-12-25,153.94166666666663,1.0977774e+16,43.22,110.85,70.85,27.33,31.39,162.0,210.31,21.94,118.11,45.8,45.33,125.78,72.07,74.73,50.49,162.0,121.87,69.12,19.29,50.49,67.02,99.79,30.96,70.95,125.94,10.76,52.71,102.4,78.76,84.6,92.16,116.05,61.85,45.8,51.43,40.45,62.51,40.45,36.96,60.92
2021-12-26,86.695,1.2501806e+16,34.05,82.29,57.76,23.0,26.81,172.01,213.56,20.05,115.14,39.73,41.3,104.41,52.98,118.15,36.03,172.01,109.04,29.1,16.89,36.03,58.52,75.79,29.27,62.34,99.95,9.69,48.99,82.19,74.49,79.48,75.47,88.46,57.95,39.73,34.14,42.0,54.56,42.0,35.57,45.49
2021-12-27,96.96333333333337,6381238000000000.0,23.85,61.91,31.84,21.79,13.82,162.67,134.5,17.68,100.81,27.44,31.72,80.46,44.75,59.56,27.42,162.67,88.31,46.24,13.16,27.42,42.54,47.21,22.03,40.5,67.33,9.98,36.17,61.25,54.28,57.48,56.52,48.22,44.33,27.44,25.85,23.96,30.84,23.96,25.18,34.51
2021-12-28,101.41875000000005,1.3271454e+16,31.94,76.38,53.99,21.95,21.59,124.3,167.3,19.42,105.31,40.23,40.82,101.49,43.87,94.25,36.55,124.3,99.5,46.72,16.53,36.55,51.49,67.6,29.21,60.56,98.78,8.16,49.88,74.91,65.61,65.34,73.35,44.55,53.78,40.23,35.11,32.75,52.13,32.75,31.59,39.1
2021-12-29,76.91375000000001,1.14e+16,34.24,75.54,29.85,18.56,15.9,67.54,238.93,19.35,98.23,24.62,29.62,90.92,37.07,80.54,33.15,67.54,75.47,55.67,10.44,33.15,40.02,44.7,13.59,45.49,70.99,9.25,34.29,67.54,59.26,52.65,66.65,16.78,44.74,24.62,24.79,22.75,36.73,22.75,29.13,34.41
2021-12-30,89.02375,8085128000000000.0,38.04,82.37,43.75,25.14,18.49,72.95,218.09,19.69,107.17,27.62,35.29,88.5,63.77,70.95,34.03,72.95,78.85,53.67,12.51,34.03,43.46,53.39,15.89,52.01,79.57,7.55,36.97,74.06,56.18,54.83,63.92,15.06,53.85,27.62,36.43,34.97,41.05,34.97,31.59,43.85
2021-12-31,79.1125,1.37e+16,42.65,93.98,49.42,22.63,19.89,80.98,209.76,21.4,102.83,28.85,35.77,106.8,50.76,81.09,37.2,80.98,83.38,32.14,13.49,37.2,45.09,57.18,27.39,52.87,96.66,8.46,38.9,82.25,71.98,57.14,74.67,19.24,56.59,28.85,37.05,36.57,42.29,36.57,31.94,44.27
