date,open_NO2,sate_NO2,"Bollaram Industrial Area, Hyderabad - TSPCB","Central University, Hyderabad - TSPCB","ECIL Kapra, Hyderabad - TSPCB","ICRISAT Patancheru, Hyderabad - TSPCB","IDA Pashamylaram, Hyderabad - TSPCB","IITH Kandi, Hyderabad - TSPCB"
2021-09-09,8.767499999999998,4436440000000000.0,11.75,17.84,11.75,1.94,51.99,51.99
2021-09-10,10.04,5103792000000000.0,11.91,20.17,11.91,1.65,55.39,55.39
2021-09-11,7.2075,4115630000000000.0,9.83,19.59,9.83,1.31,54.9,54.9
2021-09-12,6.553333333333335,5169412000000000.0,8.87,19.11,8.87,1.04,53.91,53.91
2021-09-13,8.082916666666668,3718390000000000.0,8.93,17.47,8.93,0.8,52.89,52.89
2021-09-14,9.52625,4487676000000000.0,9.56,18.52,9.56,2.27,54.31,54.31
2021-09-15,12.89541666666667,3031120000000000.0,10.3,20.67,10.3,1.93,53.33,53.33
2021-09-16,16.72791666666667,4438010000000000.0,10.51,22.43,10.51,3.33,52.08,52.08
2021-09-17,18.38208333333333,4689100000000000.0,14.3,21.12,14.3,4.52,56.51,56.51
2021-09-18,16.955000000000002,4453904000000000.0,19.95,23.91,19.95,6.78,60.31,60.31
2021-09-19,16.465833333333332,4769362000000000.0,20.88,29.92,20.88,6.02,60.38,60.38
2021-09-20,21.674166666666665,4684652000000000.0,16.01,28.48,16.01,5.96,61.39,61.39
2021-09-21,14.870416666666667,4829500000000000.0,19.1,22.22,19.1,2.93,59.48,59.48
2021-09-22,12.88791666666667,4585764000000000.0,17.13,22.25,17.13,2.35,60.82,60.82
2021-09-23,16.487083333333334,4654794000000000.0,22.17,26.15,22.17,5.47,64.12,64.12
2021-09-24,17.316666666666666,4629820000000000.0,23.67,25.2,23.67,2.7,64.18,64.18
2021-09-25,12.688333333333333,4514488000000000.0,15.61,26.15,15.61,3.94,63.39,63.39
2021-09-26,11.507083333333334,4096312000000000.0,18.69,23.58,18.69,3.84,54.57,54.57
2021-09-27,11.271666666666668,4100402000000000.0,14.89,22.67,14.89,3.27,43.14,43.14
2021-09-28,10.445000000000002,3755958000000000.0,12.59,20.85,12.59,0.77,42.79,42.79
2021-09-29,15.955416666666665,3947132000000000.0,17.97,25.35,17.97,3.95,54.62,54.62
2021-09-30,31.281666666666663,3059190000000000.0,21.21,26.96,21.21,4.91,58.33,58.33
2021-10-01,32.9875,6073200000000000.0,23.05,36.34,23.05,9.47,62.97,62.97
2021-10-02,24.59166666666667,5196220000000000.0,13.9,30.54,13.9,6.15,60.43,60.43
2021-10-03,34.59041666666667,4299460000000000.0,17.4,31.47,17.4,7.4,58.68,58.68
2021-10-04,29.6,5868560000000000.0,27.38,32.43,27.38,10.04,58.92,58.92
2021-10-05,29.854166666666668,4480780000000000.0,19.55,33.89,19.55,8.81,62.16,62.16
2021-10-06,22.15625,5281686000000000.0,9.53,29.7,9.53,5.97,59.07,59.07
2021-10-07,24.37708333333333,4237130000000000.0,14.58,30.15,14.58,7.85,56.89,56.89
2021-10-08,34.22708333333333,5102574000000000.0,27.56,30.69,27.56,6.06,58.28,58.28
2021-10-09,16.284166666666668,4783060000000000.0,22.5,26.18,22.5,3.52,3.52,3.52
2021-10-10,21.605833333333337,4399020000000000.0,21.4,29.28,21.4,8.59,8.59,8.59
2021-10-11,39.62708333333334,4856240000000000.0,20.7,36.82,20.7,13.79,13.79,13.79
2021-10-12,47.59958333333333,5756330000000000.0,21.72,39.24,21.72,16.87,61.54,61.54
2021-10-13,41.5875,4003304000000000.0,26.44,43.98,26.44,15.85,56.85,56.85
2021-10-14,33.03125000000001,4371330000000000.0,27.76,45.85,27.76,11.97,62.07,62.07
2021-10-15,22.032083333333336,4534118000000000.0,16.6,7.54,16.6,7.54,66.12,66.12
2021-10-16,22.296666666666667,4415350000000000.0,14.28,33.07,14.28,5.62,47.18,47.18
2021-10-17,12.920416666666666,3800940000000000.0,19.01,1.88,19.01,1.88,46.65,46.65
2021-10-18,13.759583333333335,5458576000000000.0,24.77,25.18,24.77,2.37,47.57,47.57
2021-10-19,26.078333333333337,5052040000000000.0,29.15,30.53,29.15,5.38,61.17,61.17
2021-10-20,25.7125,4342134000000000.0,24.08,40.97,24.08,11.96,66.59,66.59
2021-10-21,34.45791666666667,5640710000000000.0,20.78,43.09,20.78,12.92,67.04,67.04
2021-10-22,48.91083333333333,4406354000000000.0,24.72,42.27,24.72,15.95,70.45,70.45
2021-10-23,23.875,5105930000000000.0,25.62,47.35,25.62,15.89,70.97,70.97
2021-10-24,46.429166666666674,5362574000000000.0,26.41,47.35,26.41,17.11,70.79,70.79
2021-10-25,35.16166666666668,4922950000000000.0,15.65,35.68,15.65,16.5,72.1,72.1
2021-10-26,28.31416666666667,4498060000000000.0,22.13,37.93,22.13,20.75,73.3,73.3
2021-10-27,33.1175,5321592000000000.0,17.61,39.18,17.61,19.82,79.98,79.98
2021-10-28,14.542499999999997,5228170000000000.0,18.08,40.46,18.08,17.16,74.72,74.72
2021-10-29,24.473333333333333,5627454000000000.0,13.99,34.52,13.99,12.98,46.01,46.01
2021-10-30,23.225416666666664,5768158000000000.0,15.43,35.76,15.43,16.9,52.38,52.38
2021-10-31,25.09166666666667,4052282000000000.0,16.11,37.59,16.11,15.16,49.82,49.82
2021-11-01,24.539583333333336,4533578000000000.0,31.14,48.99,31.14,18.49,65.13,65.13
2021-11-02,26.27875,6084000000000000.0,22.74,42.41,22.74,13.57,61.5,61.5
2021-11-03,23.94375,5480892000000000.0,12.83,32.76,12.83,7.63,56.2,56.2
2021-11-04,21.17625,5237420000000000.0,17.07,32.43,17.07,10.15,59.36,59.36
2021-11-05,28.838750000000005,5215718000000000.0,18.3,34.09,18.3,9.62,47.17,47.17
2021-11-06,25.83083333333333,2890130000000000.0,16.44,35.41,16.44,13.34,64.3,64.3
2021-11-07,33.2488,4348610000000000.0,17.58,38.4,17.58,15.84,69.44,69.44
2021-11-08,43.94333333333333,4964160000000000.0,17.85,39.33,17.85,23.28,65.18,65.18
2021-11-09,35.82208333333333,5034302000000000.0,23.19,41.91,23.19,22.94,72.07,72.07
2021-11-10,22.1225,7750340000000000.0,24.06,47.57,24.06,20.8,79.16,79.16
2021-11-11,19.05708333333333,2484640000000000.0,16.32,40.67,16.32,13.26,79.45,79.45
2021-11-12,17.39666666666667,4972144000000000.0,19.47,41.25,19.47,14.2,71.69,71.69
2021-11-13,19.278333333333336,5319470000000000.0,15.51,37.48,15.51,10.6,55.81,55.81
2021-11-14,17.450000000000003,4702572000000000.0,17.1,39.58,17.1,9.86,60.04,60.04
2021-11-15,18.4175,4402318000000000.0,16.49,36.74,16.49,10.25,60.51,60.51
2021-11-16,18.985,3992838000000000.0,12.65,33.07,12.65,7.25,58.66,58.66
2021-11-17,35.43,5388936000000000.0,15.35,35.05,15.35,8.98,52.44,52.44
2021-11-18,33.7725,5168762000000000.0,26.33,39.28,26.33,17.71,64.81,64.81
2021-11-19,18.91541666666667,6061156000000000.0,13.25,34.07,13.25,10.38,45.8,45.8
2021-11-20,13.461666666666666,3902230000000000.0,12.72,32.2,12.72,7.96,52.99,52.99
2021-11-21,15.408333333333331,4400076000000000.0,12.72,32.56,12.72,9.24,46.17,46.17
2021-11-22,30.359166666666667,4266630000000000.0,19.95,38.79,19.95,10.14,52.04,52.04
2021-11-23,43.73291666666666,4492104000000000.0,29.4,37.33,29.4,10.36,50.72,50.72
2021-11-24,33.39458333333334,4609710000000000.0,23.02,40.31,23.02,16.24,56.74,56.74
2021-11-25,39.50291666666667,5650672000000000.0,25.84,40.84,25.84,16.26,51.82,51.82
2021-11-26,35.17125000000001,3970290000000000.0,28.56,43.82,28.56,22.93,68.13,68.13
2021-11-27,29.13791666666667,4893980000000000.0,22.33,44.87,22.33,19.1,78.11,78.11
2021-11-28,14.515416666666669,4697276000000000.0,16.5,38.84,16.5,16.36,16.36,16.36
2021-11-29,26.2325,5953248000000000.0,16.94,37.82,16.94,14.92,60.52,60.52
2021-11-30,38.33541666666667,4577008000000000.0,27.41,48.25,27.41,17.45,68.2,68.2
2021-12-01,17.549999999999997,5427860000000000.0,23.29,45.02,23.29,13.35,63.33,63.33
2021-12-02,29.996249999999996,4072832000000000.0,22.75,39.1,22.75,9.14,72.06,72.06
2021-12-03,47.578750000000014,4743410000000000.0,21.24,43.44,21.24,14.52,60.81,60.81
2021-12-04,29.49833333333333,5158580000000000.0,21.31,43.59,21.31,13.89,64.83,64.83
2021-12-05,30.037500000000005,4823118000000000.0,26.5,43.68,26.5,15.43,77.23,77.23
2021-12-06,37.942916666666655,5090640000000000.0,18.7,36.28,18.7,16.99,61.78,61.78
2021-12-07,31.03333333333333,5704274000000000.0,19.87,40.38,19.87,21.38,71.89,71.89
2021-12-08,26.090416666666663,5131070000000000.0,21.7,42.86,21.7,17.14,59.3,59.3
2021-12-09,25.51875,4961316000000000.0,19.11,42.17,19.11,14.01,55.69,55.69
2021-12-10,27.14,6285758000000000.0,19.81,41.58,19.81,11.44,54.62,54.62
2021-12-11,25.026249999999997,4030350000000000.0,17.25,42.65,17.25,19.15,59.13,59.13
2021-12-12,30.845,5532448000000000.0,18.06,42.62,18.06,20.13,70.69,70.69
2021-12-13,35.04416666666667,4193630000000000.0,25.68,49.28,25.68,18.25,64.32,64.32
2021-12-14,36.500833333333325,4845804000000000.0,28.09,46.22,28.09,19.04,64.64,64.64
2021-12-15,40.377500000000005,3905650000000000.0,26.9,48.89,26.9,21.59,70.92,70.92
2021-12-16,43.50458333333333,4710204000000000.0,23.29,49.62,23.29,24.63,78.8,78.8
2021-12-17,31.85958333333333,6457930000000000.0,24.32,56.26,24.32,24.56,87.74,87.74
2021-12-18,24.165416666666665,5243208000000000.0,20.33,51.6,20.33,25.23,89.68,89.68
2021-12-19,42.605,4734410000000000.0,23.49,51.18,23.49,21.21,92.38,92.38
2021-12-20,54.8325,6610600000000000.0,30.29,54.45,30.29,24.78,84.93,84.93
2021-12-21,69.15583333333333,5368910000000000.0,43.54,50.2,43.54,27.09,91.54,91.54
2021-12-22,73.67291666666667,5916260000000000.0,56.65,82.45,56.65,30.1,90.42,90.42
2021-12-23,87.31583333333333,6185040000000000.0,62.69,83.16,62.69,29.59,89.65,89.65
2021-12-24,60.82333333333333,6118890000000000.0,46.89,59.75,46.89,20.54,80.44,80.44
2021-12-25,56.37458333333336,4524418000000000.0,41.32,57.09,41.32,15.52,79.08,79.08
2021-12-26,49.520416666666655,4096870000000000.0,29.14,55.39,29.14,19.12,71.68,71.68
2021-12-27,24.14458333333334,4795850000000000.0,18.26,42.83,18.26,10.55,59.68,59.68
2021-12-28,19.53958333333333,3876920000000000.0,22.64,35.2,22.64,6.94,52.94,52.94
2021-12-29,28.616666666666664,4983590000000000.0,21.9,40.43,21.9,10.9,60.42,60.42
2021-12-30,26.990416666666672,3586062000000000.0,24.67,39.97,24.67,14.19,52.88,52.88
2021-12-31,25.65458333333333,4258530000000000.0,19.73,41.99,19.73,14.08,54.54,54.54
